t, dt, MaxDpr, MaxDsw, Qo, Qw, Gauss
0.100, 0.1, 657.807, 0.0031055, 346.53, 0.00, 3
0.220, 0.12, 0.92932, 0.00370067, 346.53, 0.00, 6
0.364, 0.144, 0.489486, 0.00437371, 346.53, 0.00, 9
0.464, 0.1, 0.0558019, 0.00299257, 346.53, 0.00, 16
0.584, 0.12, 0.465714, 0.00351298, 346.53, 0.00, 20
0.684, 0.1, 0.690329, 0.00286512, 346.53, 0.00, 28
0.784, 0.1, 0.928055, 0.00279699, 346.53, 0.00, 36
0.884, 0.1, 1.12861, 0.00272452, 346.53, 0.00, 44
0.984, 0.1, 1.29148, 0.0026491, 346.53, 0.00, 52
1.084, 0.1, 1.41812, 0.00257195, 346.53, 0.00, 60
1.184, 0.1, 1.51139, 0.00249416, 346.53, 0.00, 68
1.284, 0.1, 1.57502, 0.00241663, 346.53, 0.00, 76
1.384, 0.1, 1.61315, 0.0023401, 346.53, 0.00, 84
1.484, 0.1, 1.62997, 0.00226513, 346.53, 0.00, 92
1.584, 0.1, 1.62948, 0.00219218, 346.53, 0.00, 100
1.684, 0.1, 1.61532, 0.00212153, 346.53, 0.00, 108
1.784, 0.1, 1.59067, 0.00205341, 346.53, 0.00, 116
1.884, 0.1, 1.5583, 0.00198794, 346.53, 0.00, 124
1.984, 0.1, 1.52051, 0.00192519, 346.53, 0.00, 132
2.084, 0.1, 1.47917, 0.00186515, 346.53, 0.00, 140
2.184, 0.1, 1.43582, 0.00180779, 346.53, 0.00, 148
2.284, 0.1, 1.39166, 0.00175307, 346.53, 0.00, 156
2.384, 0.1, 1.34762, 0.00170089, 346.53, 0.00, 164
2.484, 0.1, 1.30442, 0.00165117, 346.53, 0.00, 172
2.584, 0.1, 1.26257, 0.0016038, 346.53, 0.00, 180
2.684, 0.1, 1.22245, 0.00155868, 346.53, 0.00, 188
2.784, 0.1, 1.1843, 0.00151569, 346.53, 0.00, 196
2.884, 0.1, 1.14827, 0.00147473, 346.53, 0.00, 204
2.984, 0.1, 1.11443, 0.00143569, 346.53, 0.00, 212
3.084, 0.1, 1.08281, 0.00139846, 346.53, 0.00, 220
3.184, 0.1, 1.05335, 0.00136295, 346.53, 0.00, 228
3.284, 0.1, 1.02598, 0.00132905, 346.53, 0.00, 236
3.384, 0.1, 1.00062, 0.00129668, 346.53, 0.00, 244
3.484, 0.1, 0.97715, 0.00126576, 346.53, 0.00, 252
3.584, 0.1, 0.955436, 0.00123619, 346.53, 0.00, 260
3.684, 0.1, 0.935346, 0.0012079, 346.53, 0.00, 268
3.784, 0.1, 0.916744, 0.00118083, 346.53, 0.00, 276
3.884, 0.1, 0.899492, 0.00115489, 346.53, 0.00, 284
3.984, 0.1, 0.883455, 0.00113003, 346.53, 0.00, 292
4.084, 0.1, 0.868504, 0.00110619, 346.53, 0.00, 300
4.184, 0.1, 0.854514, 0.00108331, 346.53, 0.00, 308
4.284, 0.1, 0.84137, 0.00106134, 346.53, 0.00, 316
4.404, 0.12, 0.991638, 0.00124338, 346.53, 0.00, 320
4.504, 0.1, 0.814949, 0.001016, 346.53, 0.00, 328
4.624, 0.12, 0.961734, 0.00119145, 346.53, 0.00, 332
4.724, 0.1, 0.791101, 0.000974352, 346.53, 0.00, 340
4.844, 0.12, 0.934385, 0.00114366, 346.53, 0.00, 344
4.944, 0.1, 0.769032, 0.000935971, 346.53, 0.00, 352
5.064, 0.12, 0.908772, 0.00109956, 346.53, 0.00, 356
5.164, 0.1, 0.748152, 0.000900508, 346.53, 0.00, 364
5.284, 0.12, 0.8843, 0.00105875, 346.53, 0.00, 368
5.384, 0.1, 0.728043, 0.000867654, 346.53, 0.00, 376
5.504, 0.12, 0.860566, 0.0010209, 346.53, 0.00, 380
5.604, 0.1, 0.70844, 0.000837143, 346.53, 0.00, 388
5.724, 0.12, 0.837328, 0.000985695, 346.53, 0.00, 392
5.868, 0.144, 0.986633, 0.00115682, 346.53, 0.00, 396
5.968, 0.1, 0.67679, 0.00079173, 346.53, 0.00, 404
6.088, 0.12, 0.79973, 0.00093998, 346.53, 0.00, 408
6.232, 0.144, 0.942048, 0.00111315, 346.53, 0.00, 412
6.332, 0.1, 0.645848, 0.000765763, 346.53, 0.00, 419
6.452, 0.12, 0.763228, 0.000908369, 346.53, 0.00, 423
6.596, 0.144, 0.898748, 0.00107475, 346.53, 0.00, 427
6.696, 0.1, 0.616002, 0.000738932, 346.53, 0.00, 434
6.816, 0.12, 0.727906, 0.000876023, 346.53, 0.00, 438
6.960, 0.144, 0.857163, 0.00103585, 346.53, 0.00, 442
7.060, 0.1, 0.587468, 0.00071193, 346.53, 0.00, 449
7.180, 0.12, 0.694281, 0.000843694, 346.53, 0.00, 453
7.324, 0.144, 0.817788, 0.000997256, 346.53, 0.00, 457
7.497, 0.1728, 0.960114, 0.0011751, 346.53, 0.00, 461
7.600, 0.10368, 0.568446, 0.000697339, 346.53, 0.00, 468
7.725, 0.124416, 0.671849, 0.000825807, 346.53, 0.00, 472
7.874, 0.149299, 0.791541, 0.000975354, 346.53, 0.00, 476
8.053, 0.179159, 0.929724, 0.00114836, 346.53, 0.00, 480
8.161, 0.107495, 0.550664, 0.00068117, 346.53, 0.00, 487
8.290, 0.128995, 0.651185, 0.000806276, 346.53, 0.00, 491
8.445, 0.154793, 0.767794, 0.000951811, 346.53, 0.00, 495
8.630, 0.185752, 0.902797, 0.00112007, 346.53, 0.00, 499
8.742, 0.111451, 0.535166, 0.000664216, 346.53, 0.00, 506
8.876, 0.133742, 0.633316, 0.000785993, 346.53, 0.00, 509
9.036, 0.16049, 0.747845, 0.000927607, 346.53, 0.00, 513
9.229, 0.192588, 0.880483, 0.0010913, 346.53, 0.00, 517
9.344, 0.115553, 0.522513, 0.000647072, 346.53, 0.00, 524
9.483, 0.138663, 0.61901, 0.000765611, 346.53, 0.00, 527
9.649, 0.166396, 0.731882, 0.000903456, 346.53, 0.00, 531
9.849, 0.199675, 0.863005, 0.0010628, 346.53, 0.00, 535
9.969, 0.119805, 0.512709, 0.000630161, 346.53, 0.00, 542
10.113, 0.143766, 0.608008, 0.000745599, 346.53, 0.00, 545
10.285, 0.172519, 0.719685, 0.000879859, 346.53, 0.00, 549
10.492, 0.207023, 0.849707, 0.00103511, 346.53, 0.00, 553
10.616, 0.124214, 0.505252, 0.000613774, 346.53, 0.00, 560
10.765, 0.149057, 0.599612, 0.000726714, 346.53, 0.00, 563
10.944, 0.178868, 0.710298, 0.000870649, 346.53, 0.00, 567
11.159, 0.214641, 0.839298, 0.0010416, 346.53, 0.00, 571
11.416, 0.25757, 0.989239, 0.00124354, 346.53, 0.00, 575
11.571, 0.154542, 0.587657, 0.000743342, 346.53, 0.00, 582
11.756, 0.18545, 0.696484, 0.000887453, 346.53, 0.00, 586
11.979, 0.22254, 0.823262, 0.00105749, 346.53, 0.00, 590
12.246, 0.267048, 0.970501, 0.0012569, 346.53, 0.00, 594
12.406, 0.160229, 0.576497, 0.000749427, 346.53, 0.00, 601
12.598, 0.192275, 0.683169, 0.000892133, 346.53, 0.00, 605
12.829, 0.23073, 0.807318, 0.00105961, 346.53, 0.00, 609
13.106, 0.276876, 0.951293, 0.0012549, 346.53, 0.00, 613
13.272, 0.166125, 0.564834, 0.000746707, 346.53, 0.00, 620
13.472, 0.199351, 0.669078, 0.000886849, 346.53, 0.00, 624
13.711, 0.239221, 0.790264, 0.00105064, 346.53, 0.00, 628
13.998, 0.287065, 0.930635, 0.00124077, 346.53, 0.00, 632
14.170, 0.172239, 0.552288, 0.000737144, 346.53, 0.00, 639
14.377, 0.206687, 0.653974, 0.00087395, 346.53, 0.00, 643
14.625, 0.248024, 0.772115, 0.00103335, 346.53, 0.00, 647
14.922, 0.297629, 0.908928, 0.00121781, 346.53, 0.00, 651
15.101, 0.178577, 0.53926, 0.000722668, 346.53, 0.00, 658
15.315, 0.214293, 0.638483, 0.000855692, 346.53, 0.00, 662
15.572, 0.257151, 0.753803, 0.00101036, 346.53, 0.00, 666
15.881, 0.308581, 0.887478, 0.00118898, 346.53, 0.00, 670
16.066, 0.185149, 0.526604, 0.000705943, 346.53, 0.00, 677
16.288, 0.222179, 0.623667, 0.000836944, 346.53, 0.00, 681
16.555, 0.266614, 0.736626, 0.00098967, 346.53, 0.00, 685
16.875, 0.319937, 0.867812, 0.00116658, 346.53, 0.00, 689
17.067, 0.191962, 0.515207, 0.000692386, 346.53, 0.00, 696
17.297, 0.230355, 0.610429, 0.000820048, 346.53, 0.00, 699
17.574, 0.276426, 0.721776, 0.000968631, 346.53, 0.00, 703
17.905, 0.331711, 0.851038, 0.00114045, 346.53, 0.00, 707
18.104, 0.199027, 0.505635, 0.00067645, 346.53, 0.00, 714
18.343, 0.238832, 0.599535, 0.000800619, 346.53, 0.00, 717
18.630, 0.286598, 0.709515, 0.000944978, 346.53, 0.00, 721
18.974, 0.343918, 0.837457, 0.00111174, 346.53, 0.00, 725
19.386, 0.412702, 0.986005, 0.00130292, 346.53, 0.00, 729
19.634, 0.247621, 0.585462, 0.000782258, 346.53, 0.00, 736
19.931, 0.297145, 0.693554, 0.000940365, 346.53, 0.00, 740
20.288, 0.356574, 0.819425, 0.00112892, 346.53, 0.00, 744
20.716, 0.427889, 0.965694, 0.00135239, 346.53, 0.00, 748
20.972, 0.256733, 0.573733, 0.000809799, 346.53, 0.00, 755
21.280, 0.30808, 0.679931, 0.000968467, 346.53, 0.00, 759
21.650, 0.369696, 0.803624, 0.00115589, 346.53, 0.00, 763
22.094, 0.443635, 0.947285, 0.00137571, 346.53, 0.00, 767
22.360, 0.266181, 0.562815, 0.000820721, 346.53, 0.00, 774
22.679, 0.319417, 0.66696, 0.000977407, 346.53, 0.00, 778
23.063, 0.383301, 0.788184, 0.00116108, 346.53, 0.00, 782
23.523, 0.459961, 0.928843, 0.00137474, 346.53, 0.00, 786
23.799, 0.275977, 0.551706, 0.000817747, 346.53, 0.00, 793
24.130, 0.331172, 0.653643, 0.000970671, 346.53, 0.00, 797
24.527, 0.397406, 0.772226, 0.0011489, 346.53, 0.00, 801
25.004, 0.476888, 0.909767, 0.00135498, 346.53, 0.00, 805
25.290, 0.286133, 0.540251, 0.000804233, 346.53, 0.00, 812
25.634, 0.343359, 0.640002, 0.000952313, 346.53, 0.00, 816
26.046, 0.412031, 0.75606, 0.0011242, 346.53, 0.00, 820
26.540, 0.494437, 0.890766, 0.00132212, 346.53, 0.00, 824
26.837, 0.296662, 0.52901, 0.00078353, 346.53, 0.00, 831
27.193, 0.355995, 0.626811, 0.000926241, 346.53, 0.00, 835
27.620, 0.427194, 0.740719, 0.00109474, 346.53, 0.00, 839
28.133, 0.512632, 0.873139, 0.00129321, 346.53, 0.00, 843
28.440, 0.307579, 0.518765, 0.000768345, 346.53, 0.00, 850
28.809, 0.369095, 0.614966, 0.000910929, 346.53, 0.00, 854
29.252, 0.442914, 0.727179, 0.00107693, 346.53, 0.00, 858
29.784, 0.531497, 0.857849, 0.00126876, 346.53, 0.00, 862
30.103, 0.318898, 0.509985, 0.0007527, 346.53, 0.00, 869
30.485, 0.382678, 0.604888, 0.00089564, 346.53, 0.00, 873
30.944, 0.459214, 0.715728, 0.00108103, 346.53, 0.00, 877
31.496, 0.551056, 0.844934, 0.00130279, 346.53, 0.00, 881
32.157, 0.661268, 0.994701, 0.00156584, 346.53, 0.00, 885
32.554, 0.396761, 0.590771, 0.000938931, 346.53, 0.00, 892
33.030, 0.476113, 0.699655, 0.00112418, 346.53, 0.00, 896
33.601, 0.571335, 0.826243, 0.00134256, 346.53, 0.00, 900
34.287, 0.685602, 0.973057, 0.00159753, 346.53, 0.00, 904
34.698, 0.411361, 0.578003, 0.000952539, 346.53, 0.00, 911
35.192, 0.493634, 0.684576, 0.00113324, 346.53, 0.00, 915
35.784, 0.59236, 0.808442, 0.00134388, 346.53, 0.00, 919
36.495, 0.710832, 0.952027, 0.00158697, 346.53, 0.00, 923
36.921, 0.426499, 0.56545, 0.000942242, 346.53, 0.00, 930
37.433, 0.511799, 0.669668, 0.00111573, 346.53, 0.00, 934
38.047, 0.614159, 0.790797, 0.0013164, 346.53, 0.00, 938
38.784, 0.736991, 0.931273, 0.00154617, 346.53, 0.00, 942
39.226, 0.442195, 0.553149, 0.000915335, 346.53, 0.00, 949
39.757, 0.530634, 0.655209, 0.00108041, 346.53, 0.00, 953
40.394, 0.63676, 0.773939, 0.00127425, 346.53, 0.00, 957
41.158, 0.764112, 0.911847, 0.00149662, 346.53, 0.00, 961
41.616, 0.458467, 0.541831, 0.000886056, 346.53, 0.00, 968
42.167, 0.550161, 0.6421, 0.00104601, 346.53, 0.00, 972
42.827, 0.660193, 0.758921, 0.00123032, 346.53, 0.00, 976
43.619, 0.792232, 0.894835, 0.0014483, 346.53, 0.00, 980
44.094, 0.475339, 0.53203, 0.000861457, 346.53, 0.00, 987
44.665, 0.570407, 0.630805, 0.00102869, 346.53, 0.00, 991
45.349, 0.684488, 0.746007, 0.00124721, 346.53, 0.00, 995
46.171, 0.821386, 0.880118, 0.00150906, 346.53, 0.00, 999
46.663, 0.492831, 0.523473, 0.000908299, 346.53, 0.00, 1006
47.255, 0.591398, 0.620803, 0.00109213, 346.53, 0.00, 1010
47.964, 0.709677, 0.734324, 0.0013104, 346.53, 0.00, 1014
48.816, 0.851613, 0.866404, 0.00156719, 346.53, 0.00, 1018
49.327, 0.510968, 0.515307, 0.00093707, 346.53, 0.00, 1025
49.940, 0.613161, 0.611065, 0.0011183, 346.53, 0.00, 1029
50.676, 0.735793, 0.722692, 0.00133062, 346.53, 0.00, 1033
51.559, 0.882952, 0.852491, 0.00157684, 346.53, 0.00, 1037
52.089, 0.529771, 0.506942, 0.000938007, 346.53, 0.00, 1044
52.724, 0.635725, 0.601071, 0.001113, 346.53, 0.00, 1048
53.487, 0.762871, 0.710797, 0.00131599, 346.53, 0.00, 1052
54.403, 0.915445, 0.838453, 0.00154902, 346.53, 0.00, 1056
55.501, 1.09853, 0.986121, 0.00181298, 346.53, 0.00, 1060
56.160, 0.65912, 0.58572, 0.00107069, 346.53, 0.00, 1068
56.951, 0.790944, 0.693082, 0.00125983, 346.53, 0.00, 1072
57.901, 0.949133, 0.81818, 0.00147964, 346.53, 0.00, 1076
59.039, 1.13896, 0.963309, 0.00173783, 346.53, 0.00, 1080
59.723, 0.683376, 0.572666, 0.00102842, 346.53, 0.00, 1088
60.543, 0.820051, 0.678211, 0.00123839, 346.53, 0.00, 1092
61.527, 0.984061, 0.801399, 0.00150912, 346.53, 0.00, 1096
62.708, 1.18087, 0.944496, 0.00183273, 346.53, 0.00, 1100
63.416, 0.708524, 0.561845, 0.00110449, 346.53, 0.00, 1108
64.267, 0.850229, 0.665684, 0.00132859, 346.53, 0.00, 1112
65.287, 1.02027, 0.786851, 0.00159292, 346.53, 0.00, 1116
66.511, 1.22433, 0.927456, 0.00190032, 346.53, 0.00, 1120
67.246, 0.734598, 0.551681, 0.00113382, 346.53, 0.00, 1128
68.127, 0.881517, 0.653522, 0.00134875, 346.53, 0.00, 1132
69.185, 1.05782, 0.77225, 0.00159751, 346.53, 0.00, 1136
70.455, 1.26938, 0.909912, 0.00188124, 346.53, 0.00, 1140
71.216, 0.761631, 0.541114, 0.00111448, 346.53, 0.00, 1148
72.130, 0.913957, 0.640911, 0.00131553, 346.53, 0.00, 1152
73.227, 1.09675, 0.757327, 0.00154543, 346.53, 0.00, 1156
74.543, 1.3161, 0.892518, 0.00180523, 346.53, 0.00, 1160
75.333, 0.789659, 0.530852, 0.001068, 346.53, 0.00, 1167
76.280, 0.947591, 0.629254, 0.00125902, 346.53, 0.00, 1171
77.417, 1.13711, 0.74396, 0.00147729, 346.53, 0.00, 1175
78.782, 1.36453, 0.877614, 0.00173264, 346.53, 0.00, 1179
79.601, 0.818718, 0.522423, 0.00105673, 346.53, 0.00, 1186
80.583, 0.982462, 0.61969, 0.00128832, 346.53, 0.00, 1190
81.762, 1.17895, 0.733238, 0.0015673, 346.53, 0.00, 1194
83.177, 1.41475, 0.865616, 0.00189886, 346.53, 0.00, 1198
84.026, 0.848847, 0.515548, 0.00114247, 346.53, 0.00, 1205
85.044, 1.01862, 0.611674, 0.00137159, 346.53, 0.00, 1209
86.267, 1.22234, 0.723865, 0.00164027, 346.53, 0.00, 1213
87.733, 1.46681, 0.854541, 0.00195054, 346.53, 0.00, 1217
88.613, 0.880085, 0.508938, 0.00116142, 346.53, 0.00, 1224
89.670, 1.0561, 0.603771, 0.00137833, 346.53, 0.00, 1228
90.937, 1.26732, 0.714437, 0.00162786, 346.53, 0.00, 1232
92.458, 1.52079, 0.843424, 0.0019105, 346.53, 0.00, 1236
94.283, 1.82494, 0.993011, 0.00222433, 346.53, 0.00, 1240
95.378, 1.09497, 0.591064, 0.00130849, 346.53, 0.00, 1248
96.692, 1.31396, 0.699994, 0.00153163, 346.53, 0.00, 1252
98.268, 1.57675, 0.827247, 0.00183934, 346.53, 0.00, 1256
100.160, 1.8921, 0.975308, 0.00227953, 346.53, 0.00, 1260
101.296, 1.13526, 0.581197, 0.00138667, 346.53, 0.00, 1269
102.658, 1.36231, 0.688892, 0.00168203, 346.53, 0.00, 1273
104.293, 1.63478, 0.814767, 0.00202942, 346.53, 0.00, 1277
106.254, 1.96173, 0.961124, 0.00242826, 346.53, 0.00, 1281
107.431, 1.17704, 0.572951, 0.00144865, 346.53, 0.00, 1290
108.844, 1.41245, 0.679122, 0.00172007, 346.53, 0.00, 1294
110.539, 1.69494, 0.803185, 0.00202854, 346.53, 0.00, 1298
112.573, 2.03392, 0.947541, 0.00237101, 346.53, 0.00, 1302
113.793, 1.22035, 0.565071, 0.00139695, 346.53, 0.00, 1310
115.258, 1.46442, 0.670102, 0.00163704, 346.53, 0.00, 1314
117.015, 1.75731, 0.793216, 0.00190982, 346.53, 0.00, 1318
119.124, 2.10877, 0.937116, 0.00222263, 346.53, 0.00, 1322
120.389, 1.26526, 0.559674, 0.00136105, 346.53, 0.00, 1331
121.907, 1.51832, 0.664499, 0.0016766, 346.53, 0.00, 1335
123.729, 1.82198, 0.787618, 0.00205545, 346.53, 0.00, 1339
125.916, 2.18637, 0.931637, 0.00249855, 346.53, 0.00, 1343
127.227, 1.31182, 0.556956, 0.00150266, 346.53, 0.00, 1352
128.802, 1.57419, 0.661508, 0.00179884, 346.53, 0.00, 1356
130.691, 1.88903, 0.784294, 0.00213802, 346.53, 0.00, 1360
132.957, 2.26683, 0.928001, 0.00251602, 346.53, 0.00, 1364
134.318, 1.3601, 0.555154, 0.00148689, 346.53, 0.00, 1373
135.950, 1.63212, 0.659744, 0.00174705, 346.53, 0.00, 1377
137.908, 1.95854, 0.783008, 0.00203703, 346.53, 0.00, 1381
140.258, 2.35025, 0.92806, 0.00247086, 346.53, 0.00, 1386
141.669, 1.41015, 0.556162, 0.00152425, 346.53, 0.00, 1395
143.361, 1.69218, 0.66192, 0.0018739, 346.53, 0.00, 1399
145.391, 2.03062, 0.786776, 0.00228769, 346.53, 0.00, 1403
147.828, 2.43674, 0.933825, 0.00276077, 346.53, 0.00, 1408
149.290, 1.46204, 0.560285, 0.00165212, 346.53, 0.00, 1417
151.045, 1.75445, 0.667122, 0.00196455, 346.53, 0.00, 1421
153.150, 2.10534, 0.793284, 0.00231498, 346.53, 0.00, 1425
155.676, 2.52641, 0.942138, 0.00269544, 346.53, 0.00, 1429
157.192, 1.51585, 0.566177, 0.0015825, 346.53, 0.00, 1438
159.011, 1.81902, 0.674824, 0.00184517, 346.53, 0.00, 1442
161.194, 2.18282, 0.803879, 0.00213632, 346.53, 0.00, 1446
163.813, 2.61939, 0.957114, 0.00270843, 346.53, 0.00, 1451
165.385, 1.57163, 0.576505, 0.00166582, 346.53, 0.00, 1460
167.271, 1.88596, 0.68822, 0.00203821, 346.53, 0.00, 1464
169.534, 2.26315, 0.820877, 0.00247085, 346.53, 0.00, 1468
172.250, 2.71578, 0.978386, 0.00295295, 346.53, 0.00, 1473
173.879, 1.62947, 0.590192, 0.00175615, 346.53, 0.00, 1482
175.835, 1.95536, 0.70511, 0.00207234, 346.53, 0.00, 1486
178.181, 2.34643, 0.84219, 0.00241983, 346.53, 0.00, 1490
179.589, 1.40786, 0.508608, 0.00142379, 346.53, 0.00, 1499
181.279, 1.68943, 0.608699, 0.00178477, 346.53, 0.00, 1503
183.306, 2.02732, 0.728554, 0.00223185, 346.53, 0.00, 1507
185.739, 2.43278, 0.872101, 0.0027576, 346.53, 0.00, 1512
187.198, 1.45967, 0.527743, 0.00167009, 346.53, 0.00, 1521
188.950, 1.7516, 0.632274, 0.0020096, 346.53, 0.00, 1525
191.052, 2.10192, 0.757344, 0.00239399, 346.53, 0.00, 1529
193.574, 2.52231, 0.9073, 0.00281159, 346.53, 0.00, 1534
195.088, 1.51338, 0.550087, 0.00165688, 346.53, 0.00, 1543
196.904, 1.81606, 0.659742, 0.00193691, 346.53, 0.00, 1547
199.083, 2.17927, 0.791617, 0.00224092, 346.53, 0.00, 1551
201.698, 2.61513, 0.950762, 0.00263231, 346.53, 0.00, 1556
203.267, 1.56908, 0.578401, 0.00164146, 346.53, 0.00, 1566
205.150, 1.88289, 0.694738, 0.00203625, 346.53, 0.00, 1570
207.409, 2.25947, 0.834677, 0.00249979, 346.53, 0.00, 1575
208.765, 1.35568, 0.507224, 0.00151001, 346.53, 0.00, 1584
210.392, 1.62682, 0.609119, 0.0018136, 346.53, 0.00, 1588
212.344, 1.95218, 0.731658, 0.00215903, 346.53, 0.00, 1592
214.687, 2.34262, 0.879603, 0.00253809, 346.53, 0.00, 1597
216.092, 1.40557, 0.53597, 0.00149751, 346.53, 0.00, 1606
217.779, 1.68669, 0.644448, 0.00190109, 346.53, 0.00, 1610
219.803, 2.02402, 0.775495, 0.00239953, 346.53, 0.00, 1615
222.232, 2.42883, 0.933704, 0.00297909, 346.53, 0.00, 1620
223.689, 1.4573, 0.570904, 0.00180481, 346.53, 0.00, 1630
225.438, 1.74876, 0.686938, 0.00216702, 346.53, 0.00, 1634
227.536, 2.09851, 0.827218, 0.00256685, 346.53, 0.00, 1639
230.055, 2.51821, 0.997098, 0.00298609, 346.53, 0.00, 1644
231.566, 1.51093, 0.612606, 0.00174755, 346.53, 0.00, 1653
233.379, 1.81311, 0.73822, 0.00202436, 346.53, 0.00, 1657
235.554, 2.17573, 0.889802, 0.00231519, 346.53, 0.00, 1662
236.860, 1.30544, 0.545796, 0.0013973, 346.53, 0.00, 1672
238.426, 1.56653, 0.655559, 0.00173591, 346.53, 0.00, 1676
240.306, 1.87983, 0.784923, 0.00213694, 346.54, 0.00, 1681
242.562, 2.2558, 0.931773, 0.00259157, 346.54, 0.00, 1686
243.915, 1.35348, 0.568719, 0.00155216, 346.54, 0.00, 1696
245.540, 1.62418, 0.668272, 0.00184357, 346.55, 0.00, 1700
247.489, 1.94901, 0.770249, 0.00234887, 346.58, 0.00, 1705
249.827, 2.33881, 0.842717, 0.00303812, 346.70, 0.00, 1710
252.634, 2.80658, 0.792308, 0.00378516, 347.14, 0.00, 1716
254.318, 1.68395, 0.562669, 0.00227475, 347.16, 0.01, 1729
256.339, 2.02073, 0.849839, 0.00268309, 347.85, 0.03, 1735
257.551, 1.21244, 0.470607, 0.00158043, 347.55, 0.07, 1747
259.006, 1.45493, 0.745609, 0.00184205, 348.14, 0.15, 1753
259.879, 0.872957, 0.451042, 0.00108258, 347.55, 0.23, 1763
260.927, 1.04755, 0.557113, 0.00126388, 347.89, 0.37, 1767
262.184, 1.25706, 0.685653, 0.00146294, 348.25, 0.65, 1772
263.692, 1.50847, 0.766732, 0.00167569, 348.44, 1.19, 1777
265.502, 1.81016, 0.797865, 0.00204536, 347.98, 2.24, 1785
265.602, 0.1, 1.36952, 0.000113119, 344.48, 2.30, 1823
265.722, 0.12, 0.0579353, 0.000135912, 344.42, 2.41, 1826
265.866, 0.144, 0.0682883, 0.000163316, 344.34, 2.54, 1829
266.039, 0.1728, 0.0799741, 0.000196258, 344.23, 2.70, 1832
266.246, 0.20736, 0.0928006, 0.000235845, 344.09, 2.91, 1835
266.495, 0.248832, 0.10675, 0.000286413, 343.91, 3.16, 1839
266.794, 0.298598, 0.128546, 0.000349259, 343.65, 3.50, 1843
267.152, 0.358318, 0.172552, 0.000426097, 343.30, 3.92, 1847
267.582, 0.429982, 0.235215, 0.000519566, 342.82, 4.47, 1851
268.098, 0.515978, 0.326445, 0.000632617, 342.13, 5.20, 1856
268.717, 0.619174, 0.456016, 0.000767261, 341.18, 6.14, 1861
269.460, 0.743008, 0.640199, 0.000923302, 339.84, 7.38, 1867
270.352, 0.89161, 0.901847, 0.00110148, 337.97, 9.00, 1875
270.887, 0.534966, 0.661224, 0.000731754, 336.48, 10.16, 1893
271.529, 0.641959, 0.768431, 0.000860304, 334.82, 11.61, 1900
271.914, 0.385176, 0.459424, 0.000559101, 333.78, 12.61, 1914
272.376, 0.462211, 0.619383, 0.000654069, 332.40, 13.82, 1920
272.931, 0.554653, 0.788191, 0.000760837, 330.69, 15.29, 1927
273.264, 0.332792, 0.382403, 0.000491542, 329.84, 16.29, 1941
273.663, 0.39935, 0.618215, 0.000571778, 328.48, 17.48, 1947
274.142, 0.47922, 0.767381, 0.000661466, 326.82, 18.89, 1954
274.717, 0.575064, 0.955616, 0.000758582, 324.83, 20.57, 1962
275.062, 0.345038, 0.384609, 0.000493826, 324.04, 21.73, 1978
275.476, 0.414046, 0.735283, 0.0005692, 322.47, 23.07, 1985
275.973, 0.496855, 0.898798, 0.000650948, 320.61, 24.63, 1993
276.271, 0.298113, 0.311846, 0.000421144, 320.01, 25.72, 2009
276.629, 0.357736, 0.683633, 0.000484837, 318.57, 26.93, 2015
277.058, 0.429283, 0.820856, 0.00055517, 316.89, 28.35, 2022
277.574, 0.51514, 0.990168, 0.000630618, 314.92, 29.99, 2031
277.883, 0.309084, 0.314815, 0.000410455, 314.36, 31.15, 2049
278.254, 0.3709, 0.747102, 0.000470132, 312.85, 32.42, 2056
278.699, 0.445081, 0.894263, 0.000534287, 311.09, 33.88, 2064
278.966, 0.267048, 0.250995, 0.000345792, 310.68, 34.93, 2080
279.286, 0.320458, 0.66895, 0.000396848, 309.34, 36.04, 2087
279.671, 0.38455, 0.795323, 0.000452339, 307.79, 37.33, 2095
280.132, 0.46146, 0.938734, 0.000512735, 306.01, 38.80, 2104
280.409, 0.276876, 0.256248, 0.000333598, 305.63, 39.88, 2122
280.741, 0.332251, 0.702558, 0.000381624, 304.27, 41.00, 2129
281.140, 0.398701, 0.832032, 0.000433388, 302.71, 42.28, 2137
281.618, 0.478441, 0.977076, 0.000489446, 300.93, 43.75, 2147
281.905, 0.287065, 0.256679, 0.000320873, 300.59, 44.85, 2167
282.250, 0.344478, 0.731233, 0.000365694, 299.23, 45.96, 2175
282.663, 0.413373, 0.856372, 0.000414587, 297.68, 47.23, 2184
282.911, 0.248024, 0.208655, 0.000269369, 297.43, 48.19, 2201
283.209, 0.297629, 0.637274, 0.000308412, 296.25, 49.15, 2208
283.566, 0.357154, 0.750224, 0.000350774, 294.90, 50.25, 2216
283.995, 0.428585, 0.874692, 0.000397195, 293.37, 51.50, 2225
284.252, 0.257151, 0.214592, 0.000259436, 293.14, 52.46, 2243
284.560, 0.308581, 0.650836, 0.000296587, 291.97, 53.41, 2250
284.931, 0.370298, 0.765809, 0.000336682, 290.63, 54.48, 2258
285.375, 0.444357, 0.892183, 0.000380429, 289.12, 55.70, 2268
285.642, 0.266614, 0.216016, 0.000250301, 288.92, 56.67, 2288
285.962, 0.319937, 0.664841, 0.000285418, 287.76, 57.59, 2296
286.346, 0.383925, 0.77451, 0.000323972, 286.46, 58.65, 2305
286.806, 0.46071, 0.904608, 0.000365703, 284.97, 59.84, 2316
