t, dt, MaxDpr, MaxDsw, Qo, Qw, Gauss
733.748, 0.625695, 0.129244, 5.58102e-05, 83.65, 264.09, 13136
734.499, 0.750834, 0.144448, 6.69061e-05, 83.53, 264.06, 13147
735.400, 0.901001, 0.169531, 8.01925e-05, 83.39, 264.02, 13162
735.941, 0.540601, 0.0413736, 4.80814e-05, 83.43, 264.45, 13189
736.589, 0.648721, 0.130106, 5.76487e-05, 83.32, 264.41, 13198
737.368, 0.778465, 0.149638, 6.91079e-05, 83.19, 264.37, 13209
738.302, 0.934158, 0.17403, 8.28283e-05, 83.05, 264.32, 13226
738.863, 0.560495, 0.039712, 4.96606e-05, 83.09, 264.75, 13254
739.535, 0.672594, 0.131124, 5.95404e-05, 82.98, 264.72, 13263
740.342, 0.807113, 0.156078, 7.13733e-05, 82.85, 264.66, 13275
741.311, 0.968535, 0.178191, 8.554e-05, 82.70, 264.61, 13293
741.892, 0.581121, 0.0425486, 5.12852e-05, 82.75, 265.06, 13321
742.589, 0.697345, 0.136165, 6.14864e-05, 82.63, 265.01, 13331
743.426, 0.836814, 0.155191, 7.37036e-05, 82.51, 264.98, 13344
743.928, 0.502089, 0.0415966, 4.41933e-05, 82.55, 265.40, 13371
744.531, 0.602506, 0.121893, 5.29906e-05, 82.44, 265.35, 13379
745.254, 0.723008, 0.139033, 6.35291e-05, 82.32, 265.30, 13389
746.121, 0.867609, 0.160691, 7.61494e-05, 82.19, 265.25, 13403
746.642, 0.520565, 0.0439517, 4.56589e-05, 82.24, 265.69, 13430
747.267, 0.624679, 0.12489, 5.47464e-05, 82.13, 265.64, 13438
748.016, 0.749614, 0.139742, 6.56321e-05, 82.01, 265.60, 13449
748.916, 0.899537, 0.16392, 7.86672e-05, 81.88, 265.56, 13464
749.455, 0.539722, 0.0410555, 4.71675e-05, 81.92, 265.99, 13491
750.103, 0.647667, 0.125811, 5.65538e-05, 81.81, 265.94, 13500
750.880, 0.7772, 0.144714, 6.77967e-05, 81.69, 265.90, 13511
751.813, 0.93264, 0.170938, 8.12585e-05, 81.55, 265.83, 13527
752.372, 0.559584, 0.0441539, 4.87201e-05, 81.60, 266.29, 13554
753.044, 0.671501, 0.128735, 5.84137e-05, 81.49, 266.24, 13563
753.850, 0.805801, 0.150836, 7.00241e-05, 81.36, 266.18, 13575
754.817, 0.966961, 0.172249, 8.39249e-05, 81.22, 266.12, 13593
755.397, 0.580177, 0.04205, 5.03176e-05, 81.27, 266.57, 13621
756.093, 0.696212, 0.131702, 6.03274e-05, 81.16, 266.52, 13631
756.929, 0.835455, 0.150206, 7.23157e-05, 81.03, 266.48, 13644
757.931, 1.00255, 0.178948, 8.66679e-05, 80.89, 266.42, 13664
758.533, 0.601527, 0.0419195, 5.19609e-05, 80.93, 266.87, 13692
759.254, 0.721833, 0.135019, 6.22957e-05, 80.82, 266.82, 13702
760.121, 0.866199, 0.155897, 7.46726e-05, 80.69, 266.77, 13716
760.640, 0.51972, 0.0440381, 4.47739e-05, 80.74, 267.21, 13743
761.264, 0.623663, 0.121226, 5.36862e-05, 80.63, 267.15, 13751
762.012, 0.748396, 0.135645, 6.43622e-05, 80.52, 267.11, 13762
762.911, 0.898075, 0.158956, 7.71468e-05, 80.39, 267.07, 13777
763.449, 0.538845, 0.0412427, 4.62565e-05, 80.43, 267.50, 13804
764.096, 0.646614, 0.122056, 5.54624e-05, 80.32, 267.45, 13813
764.872, 0.775937, 0.140328, 6.64896e-05, 80.21, 267.40, 13824
765.803, 0.931125, 0.165478, 7.96937e-05, 80.07, 267.33, 13840
766.362, 0.558675, 0.0439661, 4.77825e-05, 80.12, 267.78, 13867
767.032, 0.67041, 0.124807, 5.72905e-05, 80.01, 267.74, 13876
767.837, 0.804492, 0.146067, 6.86789e-05, 79.89, 267.67, 13888
768.802, 0.96539, 0.166761, 8.23146e-05, 79.75, 267.62, 13906
769.381, 0.579234, 0.0418823, 4.93528e-05, 79.80, 268.06, 13934
770.076, 0.695081, 0.12555, 5.91717e-05, 79.69, 268.02, 13943
770.910, 0.834097, 0.147721, 7.09317e-05, 79.57, 267.97, 13956
771.911, 1.00092, 0.17303, 8.50113e-05, 79.43, 267.90, 13976
772.512, 0.60055, 0.0416635, 5.09684e-05, 79.48, 268.35, 14004
773.233, 0.72066, 0.130745, 6.11069e-05, 79.36, 268.30, 14014
774.097, 0.864792, 0.148348, 7.3249e-05, 79.24, 268.26, 14027
774.616, 0.518875, 0.0408553, 4.39209e-05, 79.29, 268.68, 14054
775.239, 0.62265, 0.117329, 5.26641e-05, 79.18, 268.62, 14062
775.986, 0.74718, 0.133537, 6.31381e-05, 79.07, 268.57, 14072
776.883, 0.896616, 0.154295, 7.56811e-05, 78.94, 268.51, 14086
777.421, 0.53797, 0.04391, 4.53782e-05, 79.00, 268.96, 14113
778.066, 0.645564, 0.118218, 5.44101e-05, 78.89, 268.91, 14122
778.841, 0.774676, 0.135903, 6.52293e-05, 78.78, 268.86, 14133
779.771, 0.929611, 0.160032, 7.81848e-05, 78.65, 268.79, 14149
780.328, 0.557767, 0.0434826, 4.68784e-05, 78.70, 269.24, 14176
780.998, 0.66932, 0.120867, 5.62074e-05, 78.59, 269.18, 14185
781.801, 0.803184, 0.141327, 6.73818e-05, 78.47, 269.12, 14197
782.765, 0.963821, 0.158695, 8.07618e-05, 78.34, 269.08, 14214
783.343, 0.578293, 0.0386025, 4.84224e-05, 78.39, 269.50, 14242
784.037, 0.693951, 0.121617, 5.80571e-05, 78.28, 269.46, 14251
784.870, 0.832742, 0.145331, 6.95969e-05, 78.16, 269.39, 14263
785.869, 0.99929, 0.162071, 8.34135e-05, 78.03, 269.35, 14282
786.468, 0.599574, 0.0383074, 5.00111e-05, 78.07, 269.78, 14310
787.188, 0.719489, 0.126551, 5.99602e-05, 77.97, 269.73, 14320
788.051, 0.863386, 0.143714, 7.18759e-05, 77.85, 269.68, 14333
788.569, 0.518032, 0.0405295, 4.30981e-05, 77.90, 270.11, 14360
789.191, 0.621638, 0.113537, 5.16782e-05, 77.79, 270.04, 14368
789.937, 0.745966, 0.129259, 6.19572e-05, 77.68, 269.99, 14378
790.832, 0.895159, 0.149315, 7.4267e-05, 77.56, 269.93, 14392
791.369, 0.537095, 0.0432924, 4.45309e-05, 77.61, 270.37, 14419
792.014, 0.644514, 0.116393, 5.3395e-05, 77.51, 270.30, 14427
792.787, 0.773417, 0.129577, 6.40134e-05, 77.40, 270.26, 14438
793.715, 0.928101, 0.152098, 7.6729e-05, 77.28, 270.21, 14453
794.272, 0.556861, 0.0400077, 4.60061e-05, 77.32, 270.64, 14480
794.940, 0.668233, 0.117028, 5.51624e-05, 77.22, 270.58, 14489
795.742, 0.801879, 0.134418, 6.61302e-05, 77.11, 270.53, 14500
796.704, 0.962255, 0.156226, 7.92633e-05, 76.98, 270.47, 14517
797.282, 0.577353, 0.0384155, 4.75246e-05, 77.03, 270.89, 14545
797.975, 0.692824, 0.11782, 5.69815e-05, 76.93, 270.85, 14554
798.806, 0.831388, 0.140573, 6.83088e-05, 76.81, 270.78, 14566
799.804, 0.997666, 0.157093, 8.18715e-05, 76.69, 270.73, 14585
800.402, 0.5986, 0.0381678, 4.90872e-05, 76.73, 271.16, 14613
801.121, 0.718319, 0.122532, 5.88535e-05, 76.62, 271.10, 14623
801.983, 0.861983, 0.139275, 7.05506e-05, 76.51, 271.06, 14636
802.500, 0.51719, 0.0401488, 4.23039e-05, 76.55, 271.47, 14663
803.120, 0.620628, 0.109907, 5.07266e-05, 76.46, 271.41, 14671
803.865, 0.744754, 0.125169, 6.08172e-05, 76.35, 271.35, 14681
804.759, 0.893704, 0.144565, 7.29021e-05, 76.23, 271.29, 14695
805.295, 0.536223, 0.0426539, 4.3713e-05, 76.28, 271.73, 14722
805.939, 0.643467, 0.112675, 5.24149e-05, 76.18, 271.66, 14730
806.711, 0.772161, 0.125606, 6.28395e-05, 76.08, 271.61, 14741
807.637, 0.926593, 0.147356, 7.53235e-05, 75.96, 271.56, 14756
808.193, 0.555956, 0.0396922, 4.51639e-05, 76.00, 271.98, 14783
808.860, 0.667147, 0.113379, 5.41534e-05, 75.91, 271.93, 14792
809.661, 0.800576, 0.130247, 6.49217e-05, 75.80, 271.87, 14803
810.622, 0.960691, 0.151353, 7.78164e-05, 75.68, 271.81, 14820
811.198, 0.576415, 0.0399246, 4.66577e-05, 75.72, 272.24, 14847
811.890, 0.691698, 0.11601, 5.59429e-05, 75.62, 272.18, 14856
812.720, 0.830037, 0.136069, 6.70649e-05, 75.51, 272.11, 14868
813.716, 0.996045, 0.155112, 8.03823e-05, 75.38, 272.04, 14886
814.314, 0.597627, 0.0409736, 4.8195e-05, 75.43, 272.48, 14914
815.031, 0.717152, 0.118747, 5.77846e-05, 75.33, 272.42, 14924
815.891, 0.860583, 0.135082, 6.92705e-05, 75.22, 272.37, 14937
816.408, 0.51635, 0.0397888, 4.15368e-05, 75.27, 272.79, 14964
817.027, 0.61962, 0.106487, 4.98075e-05, 75.17, 272.72, 14972
817.771, 0.743543, 0.121312, 5.97162e-05, 75.07, 272.66, 14982
818.663, 0.892252, 0.140085, 7.15836e-05, 74.95, 272.60, 14996
819.198, 0.535351, 0.0420595, 4.29229e-05, 75.00, 273.03, 15023
819.841, 0.642422, 0.109169, 5.14683e-05, 74.91, 272.96, 15031
820.612, 0.770906, 0.124135, 6.17056e-05, 74.80, 272.90, 15041
821.537, 0.925087, 0.140468, 7.39657e-05, 74.69, 272.85, 15056
822.092, 0.555052, 0.0394017, 4.43503e-05, 74.74, 273.28, 15083
822.758, 0.666063, 0.109945, 5.31785e-05, 74.64, 273.22, 15092
823.557, 0.799275, 0.126316, 6.37541e-05, 74.54, 273.16, 15103
824.516, 0.95913, 0.149308, 7.64185e-05, 74.42, 273.08, 15119
825.092, 0.575478, 0.0423819, 4.582e-05, 74.46, 273.52, 15146
825.782, 0.690574, 0.112531, 5.49393e-05, 74.37, 273.46, 15155
826.611, 0.828688, 0.131861, 6.5863e-05, 74.26, 273.39, 15167
827.605, 0.994426, 0.150348, 7.89433e-05, 74.14, 273.32, 15185
828.202, 0.596656, 0.0405015, 4.73328e-05, 74.18, 273.76, 15213
828.918, 0.715987, 0.113145, 5.67517e-05, 74.09, 273.71, 15222
829.777, 0.859184, 0.133238, 6.80335e-05, 73.98, 273.64, 15235
830.808, 1.03102, 0.156395, 8.15418e-05, 73.85, 273.56, 15255
831.427, 0.618613, 0.0404218, 4.88897e-05, 73.90, 274.00, 15283
832.169, 0.742335, 0.118104, 5.86168e-05, 73.80, 273.94, 15293
833.060, 0.890802, 0.136252, 7.0267e-05, 73.69, 273.87, 15307
833.595, 0.534481, 0.0421018, 4.21339e-05, 73.74, 274.31, 15334
834.236, 0.641378, 0.106232, 5.05229e-05, 73.64, 274.24, 15342
835.006, 0.769653, 0.120736, 6.05732e-05, 73.54, 274.17, 15352
835.929, 0.923584, 0.136657, 7.26097e-05, 73.43, 274.12, 15367
836.483, 0.55415, 0.0395483, 4.35378e-05, 73.48, 274.55, 15394
837.148, 0.66498, 0.10694, 5.2205e-05, 73.39, 274.49, 15403
837.946, 0.797976, 0.122811, 6.25879e-05, 73.28, 274.43, 15414
838.904, 0.957572, 0.144904, 7.50222e-05, 73.17, 274.34, 15430
839.478, 0.574543, 0.0421814, 4.49833e-05, 73.21, 274.79, 15457
840.168, 0.689452, 0.109384, 5.39369e-05, 73.12, 274.72, 15466
840.995, 0.827342, 0.128021, 6.46624e-05, 73.01, 274.65, 15478
841.988, 0.99281, 0.145936, 7.75059e-05, 72.90, 274.58, 15496
842.584, 0.595686, 0.0403174, 4.64715e-05, 72.94, 275.01, 15524
843.298, 0.714823, 0.10998, 5.57198e-05, 72.85, 274.96, 15533
844.156, 0.857788, 0.131799, 6.67977e-05, 72.74, 274.88, 15545
845.186, 1.02935, 0.149084, 8.00623e-05, 72.62, 274.81, 15565
845.803, 0.617607, 0.0401917, 4.80032e-05, 72.67, 275.25, 15593
846.544, 0.741129, 0.114694, 5.75548e-05, 72.57, 275.19, 15603
847.434, 0.889355, 0.129845, 6.89952e-05, 72.47, 275.14, 15616
847.967, 0.533613, 0.0391413, 4.13718e-05, 72.51, 275.55, 15643
848.608, 0.640335, 0.103107, 4.96097e-05, 72.42, 275.48, 15651
849.376, 0.768402, 0.117196, 5.94792e-05, 72.32, 275.42, 15661
850.298, 0.922083, 0.135296, 7.12997e-05, 72.21, 275.35, 15675
850.851, 0.55325, 0.042075, 4.27528e-05, 72.26, 275.78, 15702
851.515, 0.6639, 0.105761, 5.12644e-05, 72.17, 275.71, 15710
852.312, 0.79668, 0.117256, 6.14613e-05, 72.07, 275.66, 15721
853.268, 0.956016, 0.140502, 7.36731e-05, 71.96, 275.57, 15737
853.842, 0.573609, 0.0417399, 4.41749e-05, 72.01, 276.01, 15764
854.530, 0.688331, 0.106217, 5.29683e-05, 71.92, 275.95, 15773
855.356, 0.825997, 0.121829, 6.35022e-05, 71.82, 275.89, 15784
856.347, 0.991197, 0.141492, 7.61168e-05, 71.70, 275.82, 15801
856.942, 0.594718, 0.0371578, 4.56392e-05, 71.75, 276.24, 15829
857.656, 0.713662, 0.106806, 5.47227e-05, 71.66, 276.18, 15838
858.512, 0.856394, 0.127766, 6.56034e-05, 71.55, 276.10, 15850
859.540, 1.02767, 0.141945, 7.86325e-05, 71.44, 276.05, 15869
860.156, 0.616604, 0.0369053, 4.71465e-05, 71.48, 276.47, 15897
860.896, 0.739925, 0.111271, 5.65285e-05, 71.39, 276.40, 15907
861.784, 0.887909, 0.126096, 6.77661e-05, 71.29, 276.35, 15920
862.317, 0.532746, 0.0388127, 4.06352e-05, 71.33, 276.76, 15947
862.956, 0.639295, 0.100002, 4.8727e-05, 71.24, 276.69, 15955
863.723, 0.767154, 0.113703, 5.84218e-05, 71.15, 276.62, 15965
864.644, 0.920584, 0.131233, 7.00335e-05, 71.04, 276.55, 15979
865.196, 0.552351, 0.0414729, 4.19939e-05, 71.09, 276.98, 16006
865.859, 0.662821, 0.102571, 5.03551e-05, 71.00, 276.91, 16014
866.654, 0.795385, 0.113884, 6.03721e-05, 70.91, 276.85, 16025
867.609, 0.954462, 0.133621, 7.23689e-05, 70.80, 276.78, 16040
868.181, 0.572677, 0.0384039, 4.33934e-05, 70.84, 277.21, 16067
868.869, 0.687213, 0.103073, 5.20319e-05, 70.75, 277.14, 16076
869.693, 0.824655, 0.118247, 6.23806e-05, 70.66, 277.08, 16087
870.683, 0.989586, 0.137314, 7.47738e-05, 70.55, 277.00, 16104
871.277, 0.593752, 0.0386478, 4.48345e-05, 70.59, 277.43, 16131
871.989, 0.712502, 0.105473, 5.37585e-05, 70.50, 277.36, 16140
872.844, 0.855002, 0.123859, 6.44486e-05, 70.40, 277.28, 16152
873.870, 1.026, 0.137929, 7.72498e-05, 70.29, 277.22, 16171
874.486, 0.615602, 0.0367527, 4.63181e-05, 70.33, 277.64, 16199
875.225, 0.738722, 0.107983, 5.55359e-05, 70.24, 277.57, 16209
876.111, 0.886467, 0.122494, 6.65774e-05, 70.14, 277.52, 16222
876.643, 0.53188, 0.0384436, 3.99228e-05, 70.19, 277.93, 16249
877.281, 0.638256, 0.0970209, 4.78733e-05, 70.10, 277.85, 16257
878.047, 0.765907, 0.110356, 5.73991e-05, 70.01, 277.78, 16267
878.966, 0.919089, 0.127346, 6.88087e-05, 69.91, 277.71, 16281
879.518, 0.551453, 0.040861, 4.126e-05, 69.96, 278.14, 16308
880.179, 0.661744, 0.099515, 4.94757e-05, 69.87, 278.06, 16316
880.973, 0.794093, 0.110652, 5.93186e-05, 69.78, 278.00, 16327
881.926, 0.952911, 0.129757, 7.11073e-05, 69.68, 277.94, 16342
882.498, 0.571747, 0.0380948, 4.26374e-05, 69.72, 278.35, 16369
883.184, 0.686096, 0.100085, 5.11261e-05, 69.63, 278.29, 16378
884.007, 0.823315, 0.114841, 6.12956e-05, 69.54, 278.22, 16389
884.995, 0.987978, 0.136076, 7.34746e-05, 69.43, 278.13, 16405
885.588, 0.592787, 0.0412832, 4.40559e-05, 69.48, 278.57, 16432
886.300, 0.711344, 0.102454, 5.28257e-05, 69.39, 278.50, 16441
887.153, 0.853613, 0.120187, 6.33313e-05, 69.29, 278.41, 16453
888.178, 1.02434, 0.136795, 7.59121e-05, 69.19, 278.33, 16471
888.792, 0.614601, 0.0394857, 4.55165e-05, 69.23, 278.77, 16499
889.530, 0.737522, 0.102874, 5.45756e-05, 69.14, 278.71, 16508
890.415, 0.885026, 0.121232, 6.54272e-05, 69.05, 278.64, 16521
891.477, 1.06203, 0.14264, 7.84213e-05, 68.93, 278.54, 16541
892.114, 0.637219, 0.0394752, 4.702e-05, 68.98, 278.98, 16569
892.879, 0.764663, 0.107608, 5.63768e-05, 68.89, 278.91, 16579
893.796, 0.917595, 0.124058, 6.75843e-05, 68.79, 278.84, 16593
894.347, 0.550557, 0.0408803, 4.05262e-05, 68.84, 279.27, 16620
895.007, 0.660668, 0.0969909, 4.85964e-05, 68.75, 279.19, 16628
895.800, 0.792802, 0.110048, 5.82653e-05, 68.66, 279.12, 16638
896.752, 0.951363, 0.124098, 6.98459e-05, 68.56, 279.06, 16653
897.322, 0.570818, 0.0382546, 4.18815e-05, 68.61, 279.48, 16680
898.007, 0.684981, 0.0975241, 5.02204e-05, 68.52, 279.41, 16689
898.829, 0.821977, 0.111855, 6.02106e-05, 68.43, 279.34, 16700
899.816, 0.986373, 0.132274, 7.21754e-05, 68.32, 279.25, 16716
900.408, 0.591824, 0.0410865, 4.32774e-05, 68.37, 279.69, 16743
901.118, 0.710188, 0.099766, 5.18929e-05, 68.29, 279.62, 16752
901.970, 0.852226, 0.116882, 6.2214e-05, 68.19, 279.53, 16764
902.993, 1.02267, 0.132997, 7.45742e-05, 68.09, 279.45, 16782
903.606, 0.613603, 0.0392982, 4.47148e-05, 68.13, 279.89, 16810
904.343, 0.736323, 0.100176, 5.36151e-05, 68.05, 279.83, 16819
905.226, 0.883588, 0.120426, 6.42768e-05, 67.95, 279.73, 16831
906.286, 1.06031, 0.135871, 7.70439e-05, 67.84, 279.65, 16851
906.923, 0.636183, 0.0392351, 4.61947e-05, 67.89, 280.09, 16879
907.686, 0.76342, 0.104678, 5.5388e-05, 67.80, 280.02, 16889
908.602, 0.916104, 0.118104, 6.64001e-05, 67.70, 279.96, 16902
909.152, 0.549662, 0.0378353, 3.98165e-05, 67.75, 280.38, 16929
909.811, 0.659595, 0.094293, 4.7746e-05, 67.66, 280.30, 16937
910.603, 0.791514, 0.106997, 5.72465e-05, 67.58, 280.22, 16947
911.553, 0.949817, 0.123452, 6.86258e-05, 67.48, 280.14, 16961
912.123, 0.56989, 0.0409467, 4.11503e-05, 67.53, 280.58, 16988
912.807, 0.683868, 0.0967688, 4.93442e-05, 67.44, 280.49, 16996
913.627, 0.820642, 0.106813, 5.91611e-05, 67.35, 280.44, 17007
914.612, 0.98477, 0.128446, 7.09185e-05, 67.25, 280.34, 17023
915.203, 0.590862, 0.0406562, 4.25243e-05, 67.30, 280.78, 17050
915.912, 0.709034, 0.0970384, 5.09905e-05, 67.22, 280.71, 17059
916.763, 0.850841, 0.11114, 6.1133e-05, 67.13, 280.64, 17070
917.784, 1.02101, 0.128974, 7.32798e-05, 67.03, 280.56, 17087
918.396, 0.612606, 0.0376773, 4.39392e-05, 67.07, 280.99, 17114
919.131, 0.735127, 0.0992843, 5.26858e-05, 66.98, 280.91, 17123
920.014, 0.882152, 0.116902, 6.31637e-05, 66.89, 280.82, 17135
921.072, 1.05858, 0.129034, 7.57112e-05, 66.79, 280.76, 17154
921.707, 0.635149, 0.035637, 4.53961e-05, 66.83, 281.18, 17182
922.469, 0.762179, 0.101701, 5.44313e-05, 66.74, 281.10, 17192
923.384, 0.914615, 0.11488, 6.52542e-05, 66.65, 281.04, 17205
923.933, 0.548769, 0.0375225, 3.91298e-05, 66.70, 281.45, 17232
924.591, 0.658523, 0.091581, 4.6923e-05, 66.62, 281.37, 17240
925.382, 0.790228, 0.103958, 5.62605e-05, 66.53, 281.29, 17250
926.330, 0.948273, 0.119912, 6.7445e-05, 66.43, 281.21, 17264
926.899, 0.568964, 0.0403483, 4.04427e-05, 66.48, 281.64, 17291
927.582, 0.682757, 0.0939798, 4.84963e-05, 66.40, 281.56, 17299
928.401, 0.819308, 0.103904, 5.81453e-05, 66.31, 281.50, 17310
929.384, 0.98317, 0.121928, 6.97021e-05, 66.22, 281.42, 17325
929.974, 0.589902, 0.0371483, 4.17953e-05, 66.26, 281.84, 17352
930.682, 0.707882, 0.0943009, 5.0117e-05, 66.18, 281.77, 17361
931.531, 0.849458, 0.108031, 6.00867e-05, 66.09, 281.70, 17372
932.551, 1.01935, 0.125358, 7.20269e-05, 66.00, 281.62, 17389
933.162, 0.61161, 0.0373987, 4.31884e-05, 66.04, 282.04, 17416
933.896, 0.733932, 0.0965005, 5.17862e-05, 65.96, 281.96, 17425
934.777, 0.880719, 0.113484, 6.20861e-05, 65.86, 281.87, 17437
935.834, 1.05686, 0.125607, 7.44209e-05, 65.77, 281.81, 17456
936.468, 0.634117, 0.0355149, 4.46229e-05, 65.81, 282.22, 17484
937.229, 0.760941, 0.0988419, 5.35049e-05, 65.72, 282.15, 17494
938.142, 0.913129, 0.111779, 6.41447e-05, 65.64, 282.08, 17507
938.690, 0.547877, 0.0371803, 3.84648e-05, 65.68, 282.49, 17534
939.347, 0.657453, 0.0889781, 4.61261e-05, 65.60, 282.41, 17542
940.136, 0.788943, 0.101043, 5.53059e-05, 65.52, 282.33, 17552
941.083, 0.946732, 0.116524, 6.63016e-05, 65.43, 282.25, 17566
941.651, 0.568039, 0.0397508, 3.97575e-05, 65.47, 282.68, 17593
942.333, 0.681647, 0.0913072, 4.76751e-05, 65.39, 282.59, 17601
943.151, 0.817977, 0.101111, 5.71616e-05, 65.31, 282.53, 17612
944.132, 0.981572, 0.118584, 6.8524e-05, 65.22, 282.45, 17627
944.721, 0.588943, 0.0368643, 4.10893e-05, 65.26, 282.87, 17654
945.428, 0.706732, 0.0916999, 4.9271e-05, 65.18, 282.79, 17663
946.276, 0.848078, 0.105075, 5.90733e-05, 65.10, 282.72, 17674
947.294, 1.01769, 0.121914, 7.08133e-05, 65.00, 282.63, 17691
947.904, 0.610616, 0.0371188, 4.24612e-05, 65.04, 283.06, 17718
948.637, 0.732739, 0.0938528, 5.09148e-05, 64.96, 282.98, 17727
949.516, 0.879287, 0.110242, 6.10423e-05, 64.87, 282.89, 17739
950.571, 1.05514, 0.122328, 7.31711e-05, 64.78, 282.82, 17758
951.205, 0.633087, 0.0353756, 4.3874e-05, 64.82, 283.23, 17786
951.964, 0.759704, 0.0940773, 5.26076e-05, 64.74, 283.17, 17795
952.876, 0.911645, 0.110957, 6.30699e-05, 64.65, 283.09, 17808
953.423, 0.546987, 0.0368278, 3.78207e-05, 64.70, 283.49, 17835
954.079, 0.656385, 0.0864912, 4.53542e-05, 64.62, 283.41, 17843
954.867, 0.787661, 0.0982576, 5.4381e-05, 64.54, 283.33, 17853
955.812, 0.945194, 0.113291, 6.51939e-05, 64.45, 283.25, 17867
956.379, 0.567116, 0.0391693, 3.90936e-05, 64.50, 283.67, 17894
957.060, 0.680539, 0.0887549, 4.68796e-05, 64.42, 283.59, 17902
957.876, 0.816647, 0.100615, 5.62085e-05, 64.34, 283.51, 17912
958.856, 0.979977, 0.113105, 6.73826e-05, 64.25, 283.44, 17927
959.444, 0.587986, 0.0365831, 4.04052e-05, 64.29, 283.85, 17954
960.150, 0.705583, 0.0912224, 4.84513e-05, 64.21, 283.76, 17962
960.997, 0.8467, 0.100177, 5.80913e-05, 64.13, 283.70, 17973
962.013, 1.01604, 0.121291, 6.96374e-05, 64.04, 283.60, 17989
962.622, 0.609624, 0.0396865, 4.17565e-05, 64.08, 284.04, 18016
963.354, 0.731549, 0.091361, 5.00704e-05, 64.01, 283.96, 18025
964.232, 0.877859, 0.107193, 6.00308e-05, 63.92, 283.86, 18037
965.285, 1.05343, 0.121822, 7.19599e-05, 63.83, 283.77, 18055
965.917, 0.632058, 0.0380478, 4.31482e-05, 63.87, 284.21, 18083
966.676, 0.75847, 0.0916683, 5.1738e-05, 63.79, 284.14, 18092
967.586, 0.910164, 0.108025, 6.20283e-05, 63.71, 284.06, 18105
968.678, 1.0922, 0.127205, 7.43515e-05, 63.61, 283.95, 18125
969.333, 0.655318, 0.0380823, 4.45813e-05, 63.65, 284.39, 18153
970.120, 0.786381, 0.0960078, 5.3455e-05, 63.57, 284.31, 18163
971.063, 0.943658, 0.110592, 6.40848e-05, 63.48, 284.22, 18177
971.630, 0.566195, 0.0391913, 3.84289e-05, 63.53, 284.65, 18204
972.309, 0.679434, 0.0866812, 4.6083e-05, 63.45, 284.56, 18212
973.124, 0.81532, 0.0982195, 5.52542e-05, 63.37, 284.48, 18222
974.103, 0.978384, 0.110472, 6.62396e-05, 63.29, 284.41, 18237
974.690, 0.587031, 0.0367222, 3.97203e-05, 63.33, 284.83, 18264
975.394, 0.704437, 0.089007, 4.76305e-05, 63.25, 284.74, 18272
976.240, 0.845324, 0.0978214, 5.7108e-05, 63.17, 284.67, 18283
977.254, 1.01439, 0.118122, 6.84598e-05, 63.08, 284.57, 18299
977.863, 0.608633, 0.0394915, 4.10508e-05, 63.13, 285.00, 18326
978.593, 0.73036, 0.0891387, 4.92248e-05, 63.05, 284.93, 18335
979.469, 0.876432, 0.104445, 5.90178e-05, 62.97, 284.83, 18347
980.521, 1.05172, 0.118667, 7.07468e-05, 62.87, 284.74, 18365
981.152, 0.631031, 0.039609, 4.24213e-05, 62.92, 285.18, 18392
981.909, 0.757237, 0.0912621, 5.08669e-05, 62.84, 285.10, 18401
982.818, 0.908685, 0.10766, 6.09849e-05, 62.76, 285.00, 18413
983.908, 1.09042, 0.121234, 7.31022e-05, 62.66, 284.91, 18433
984.563, 0.654253, 0.0378327, 4.38327e-05, 62.71, 285.35, 18461
985.348, 0.785104, 0.0935692, 5.2558e-05, 62.63, 285.27, 18471
986.290, 0.942124, 0.105321, 6.30104e-05, 62.55, 285.20, 18484
986.855, 0.565275, 0.0362889, 3.7785e-05, 62.59, 285.61, 18511
987.534, 0.67833, 0.0844267, 4.53114e-05, 62.51, 285.52, 18519
988.348, 0.813995, 0.0956761, 5.43296e-05, 62.44, 285.44, 18529
989.324, 0.976795, 0.110303, 6.51323e-05, 62.35, 285.35, 18543
989.910, 0.586077, 0.0393031, 3.90566e-05, 62.39, 285.78, 18570
990.614, 0.703292, 0.0866815, 4.68353e-05, 62.32, 285.69, 18578
991.458, 0.84395, 0.0953988, 5.61553e-05, 62.24, 285.62, 18589
992.470, 1.01274, 0.114899, 6.73187e-05, 62.15, 285.52, 18605
993.078, 0.607644, 0.0390685, 4.03669e-05, 62.20, 285.95, 18632
993.807, 0.729173, 0.0868568, 4.84054e-05, 62.12, 285.87, 18641
994.682, 0.875008, 0.0993534, 5.80362e-05, 62.04, 285.79, 18652
995.732, 1.05001, 0.11519, 6.95713e-05, 61.96, 285.71, 18669
996.362, 0.630006, 0.0362103, 4.17168e-05, 62.00, 286.13, 18696
997.118, 0.756007, 0.0888794, 5.00228e-05, 61.92, 286.05, 18705
998.025, 0.907208, 0.1047, 5.99738e-05, 61.84, 285.94, 18717
999.114, 1.08865, 0.115078, 7.18914e-05, 61.75, 285.88, 18736
999.767, 0.65319, 0.0343107, 4.31071e-05, 61.79, 286.29, 18764
1000.551, 0.783828, 0.091077, 5.16887e-05, 61.71, 286.20, 18774
1001.492, 0.940593, 0.102646, 6.19691e-05, 61.63, 286.13, 18787
1002.056, 0.564356, 0.0359976, 3.71609e-05, 61.67, 286.54, 18814
1002.733, 0.677227, 0.0821481, 4.45634e-05, 61.60, 286.45, 18822
