Using Newton-Raphson.
t=0.100, dt=0.1, MaxDpr=658.406, MaxDsw=0.00311111, Qo=346.53, Qw=0.00, Gauss=3
t=278.931, dt=1.55384, MaxDpr=0.372689, MaxDsw=0.00334897, Qo=346.53, Qw=0.00, Gauss=2199
t=280.796, dt=1.86461, MaxDpr=0.446394, MaxDsw=0.00395372, Qo=346.53, Qw=0.00, Gauss=2204
t=283.033, dt=2.23753, MaxDpr=0.528505, MaxDsw=0.00478798, Qo=346.53, Qw=0.00, Gauss=2209
t=284.376, dt=1.34252, MaxDpr=0.318662, MaxDsw=0.00288239, Qo=346.53, Qw=0.00, Gauss=2219
t=285.987, dt=1.61102, MaxDpr=0.37421, MaxDsw=0.00346494, Qo=346.53, Qw=0.00, Gauss=2223
t=287.920, dt=1.93323, MaxDpr=0.435436, MaxDsw=0.00415361, Qo=346.53, Qw=0.00, Gauss=2228
t=289.080, dt=1.15994, MaxDpr=0.267605, MaxDsw=0.00248675, Qo=346.53, Qw=0.00, Gauss=2237
t=290.472, dt=1.39192, MaxDpr=0.333222, MaxDsw=0.00308232, Qo=346.53, Qw=0.00, Gauss=2241
t=292.142, dt=1.67031, MaxDpr=0.415964, MaxDsw=0.00383983, Qo=346.53, Qw=0.00, Gauss=2245
t=294.147, dt=2.00437, MaxDpr=0.51953, MaxDsw=0.00479156, Qo=346.53, Qw=0.00, Gauss=2250
t=295.349, dt=1.20262, MaxDpr=0.319337, MaxDsw=0.00293593, Qo=346.53, Qw=0.00, Gauss=2259
t=296.792, dt=1.44315, MaxDpr=0.391349, MaxDsw=0.00360296, Qo=346.53, Qw=0.00, Gauss=2263
t=298.524, dt=1.73178, MaxDpr=0.479023, MaxDsw=0.0044243, Qo=346.53, Qw=0.00, Gauss=2267
t=299.563, dt=1.03907, MaxDpr=0.289586, MaxDsw=0.00268694, Qo=346.53, Qw=0.00, Gauss=2276
t=300.810, dt=1.24688, MaxDpr=0.350194, MaxDsw=0.00326518, Qo=346.53, Qw=0.00, Gauss=2280
t=302.306, dt=1.49625, MaxDpr=0.421692, MaxDsw=0.00396691, Qo=346.53, Qw=0.00, Gauss=2284
t=304.102, dt=1.7955, MaxDpr=0.50434, MaxDsw=0.0048124, Qo=346.53, Qw=0.00, Gauss=2288
t=305.179, dt=1.0773, MaxDpr=0.298479, MaxDsw=0.00290098, Qo=346.53, Qw=0.00, Gauss=2297
t=306.472, dt=1.29276, MaxDpr=0.353639, MaxDsw=0.00349348, Qo=346.53, Qw=0.00, Gauss=2301
t=308.023, dt=1.55132, MaxDpr=0.414469, MaxDsw=0.00419739, Qo=346.53, Qw=0.00, Gauss=2305
t=308.954, dt=0.930789, MaxDpr=0.241658, MaxDsw=0.00251657, Qo=346.53, Qw=0.00, Gauss=2312
t=310.071, dt=1.11695, MaxDpr=0.281473, MaxDsw=0.00301253, Qo=346.53, Qw=0.00, Gauss=2316
t=311.411, dt=1.34034, MaxDpr=0.324889, MaxDsw=0.00359618, Qo=346.53, Qw=0.00, Gauss=2320
t=313.020, dt=1.6084, MaxDpr=0.367804, MaxDsw=0.00427439, Qo=346.53, Qw=0.00, Gauss=2324
t=313.985, dt=0.965043, MaxDpr=0.212571, MaxDsw=0.00254566, Qo=346.53, Qw=0.00, Gauss=2331
t=315.143, dt=1.15805, MaxDpr=0.256836, MaxDsw=0.00302267, Qo=346.53, Qw=0.00, Gauss=2335
t=316.533, dt=1.38966, MaxDpr=0.310844, MaxDsw=0.00357279, Qo=346.53, Qw=0.00, Gauss=2339
t=318.200, dt=1.66759, MaxDpr=0.374114, MaxDsw=0.00419616, Qo=346.53, Qw=0.00, Gauss=2343
t=320.201, dt=2.00111, MaxDpr=0.446667, MaxDsw=0.00488465, Qo=346.53, Qw=0.00, Gauss=2348
t=321.402, dt=1.20067, MaxDpr=0.263426, MaxDsw=0.00287071, Qo=346.53, Qw=0.00, Gauss=2357
t=322.843, dt=1.4408, MaxDpr=0.311913, MaxDsw=0.00335302, Qo=346.53, Qw=0.00, Gauss=2361
t=324.572, dt=1.72896, MaxDpr=0.366268, MaxDsw=0.00394774, Qo=346.53, Qw=0.00, Gauss=2365
t=326.646, dt=2.07475, MaxDpr=0.424569, MaxDsw=0.00475889, Qo=346.53, Qw=0.00, Gauss=2370
t=327.891, dt=1.24485, MaxDpr=0.243757, MaxDsw=0.00285678, Qo=346.53, Qw=0.00, Gauss=2379
t=329.385, dt=1.49382, MaxDpr=0.282532, MaxDsw=0.00342221, Qo=346.53, Qw=0.00, Gauss=2383
t=331.178, dt=1.79259, MaxDpr=0.323479, MaxDsw=0.00408473, Qo=346.53, Qw=0.00, Gauss=2387
t=333.329, dt=2.1511, MaxDpr=0.40641, MaxDsw=0.00484822, Qo=346.53, Qw=0.00, Gauss=2392
t=334.619, dt=1.29066, MaxDpr=0.260576, MaxDsw=0.00288326, Qo=346.53, Qw=0.00, Gauss=2401
t=336.168, dt=1.54879, MaxDpr=0.331262, MaxDsw=0.00341571, Qo=346.53, Qw=0.00, Gauss=2405
t=338.027, dt=1.85855, MaxDpr=0.422427, MaxDsw=0.0040238, Qo=346.53, Qw=0.00, Gauss=2409
t=340.257, dt=2.23026, MaxDpr=0.539257, MaxDsw=0.004851, Qo=346.53, Qw=0.00, Gauss=2414
t=341.595, dt=1.33816, MaxDpr=0.336602, MaxDsw=0.00301166, Qo=346.53, Qw=0.00, Gauss=2423
t=343.201, dt=1.60579, MaxDpr=0.418096, MaxDsw=0.00374907, Qo=346.53, Qw=0.00, Gauss=2427
t=345.128, dt=1.92695, MaxDpr=0.519786, MaxDsw=0.00467456, Qo=346.53, Qw=0.00, Gauss=2431
t=346.284, dt=1.15617, MaxDpr=0.318123, MaxDsw=0.00286307, Qo=346.53, Qw=0.00, Gauss=2440
t=347.672, dt=1.3874, MaxDpr=0.389164, MaxDsw=0.00351202, Qo=346.53, Qw=0.00, Gauss=2444
t=349.336, dt=1.66488, MaxDpr=0.475295, MaxDsw=0.00431094, Qo=346.53, Qw=0.00, Gauss=2448
t=350.335, dt=0.99893, MaxDpr=0.287625, MaxDsw=0.0026176, Qo=346.54, Qw=0.00, Gauss=2455
t=351.534, dt=1.19872, MaxDpr=0.346879, MaxDsw=0.00318066, Qo=346.53, Qw=0.00, Gauss=2459
t=352.973, dt=1.43846, MaxDpr=0.41841, MaxDsw=0.00386433, Qo=346.53, Qw=0.00, Gauss=2463
t=354.699, dt=1.72615, MaxDpr=0.501548, MaxDsw=0.00468933, Qo=346.53, Qw=0.00, Gauss=2467
t=355.734, dt=1.03569, MaxDpr=0.298422, MaxDsw=0.00282761, Qo=346.54, Qw=0.00, Gauss=2475
t=356.977, dt=1.24283, MaxDpr=0.354011, MaxDsw=0.00340709, Qo=346.53, Qw=0.00, Gauss=2479
t=358.469, dt=1.49139, MaxDpr=0.417907, MaxDsw=0.00409736, Qo=346.53, Qw=0.00, Gauss=2483
t=360.258, dt=1.78967, MaxDpr=0.48661, MaxDsw=0.00491026, Qo=346.53, Qw=0.00, Gauss=2487
t=361.332, dt=1.0738, MaxDpr=0.28166, MaxDsw=0.00293797, Qo=346.54, Qw=0.00, Gauss=2495
t=362.621, dt=1.28857, MaxDpr=0.340515, MaxDsw=0.0035067, Qo=346.53, Qw=0.00, Gauss=2499
t=364.167, dt=1.54628, MaxDpr=0.411567, MaxDsw=0.00416843, Qo=346.53, Qw=0.00, Gauss=2503
t=366.022, dt=1.85553, MaxDpr=0.493098, MaxDsw=0.00492459, Qo=346.53, Qw=0.00, Gauss=2507
t=367.136, dt=1.11332, MaxDpr=0.291656, MaxDsw=0.0029207, Qo=346.53, Qw=0.00, Gauss=2516
t=368.472, dt=1.33598, MaxDpr=0.345515, MaxDsw=0.00344877, Qo=346.53, Qw=0.00, Gauss=2520
t=370.075, dt=1.60318, MaxDpr=0.404723, MaxDsw=0.00404671, Qo=346.53, Qw=0.00, Gauss=2524
t=371.999, dt=1.92382, MaxDpr=0.466358, MaxDsw=0.00479483, Qo=346.53, Qw=0.00, Gauss=2528
t=373.153, dt=1.15429, MaxDpr=0.265877, MaxDsw=0.00286955, Qo=346.53, Qw=0.00, Gauss=2537
t=374.538, dt=1.38515, MaxDpr=0.305006, MaxDsw=0.00342475, Qo=346.53, Qw=0.00, Gauss=2541
t=376.200, dt=1.66218, MaxDpr=0.343085, MaxDsw=0.00406922, Qo=346.53, Qw=0.00, Gauss=2545
t=378.195, dt=1.99461, MaxDpr=0.375899, MaxDsw=0.00480283, Qo=346.53, Qw=0.00, Gauss=2549
t=379.392, dt=1.19677, MaxDpr=0.203925, MaxDsw=0.00284642, Qo=346.53, Qw=0.00, Gauss=2558
t=380.828, dt=1.43612, MaxDpr=0.225164, MaxDsw=0.00335783, Qo=346.53, Qw=0.00, Gauss=2562
t=382.551, dt=1.72335, MaxDpr=0.262975, MaxDsw=0.00393531, Qo=346.53, Qw=0.00, Gauss=2566
t=384.619, dt=2.06802, MaxDpr=0.323209, MaxDsw=0.00457139, Qo=346.53, Qw=0.00, Gauss=2570
t=385.860, dt=1.24081, MaxDpr=0.202243, MaxDsw=0.00268399, Qo=346.53, Qw=0.00, Gauss=2579
t=387.349, dt=1.48897, MaxDpr=0.243559, MaxDsw=0.00313227, Qo=346.53, Qw=0.00, Gauss=2583
t=389.136, dt=1.78677, MaxDpr=0.31494, MaxDsw=0.00362654, Qo=346.53, Qw=0.00, Gauss=2587
t=391.280, dt=2.14412, MaxDpr=0.41651, MaxDsw=0.00415681, Qo=346.53, Qw=0.00, Gauss=2592
t=392.566, dt=1.28647, MaxDpr=0.266598, MaxDsw=0.00242221, Qo=346.53, Qw=0.00, Gauss=2601
t=394.110, dt=1.54377, MaxDpr=0.339241, MaxDsw=0.0030416, Qo=346.53, Qw=0.00, Gauss=2605
t=395.963, dt=1.85252, MaxDpr=0.43392, MaxDsw=0.00385557, Qo=346.53, Qw=0.00, Gauss=2609
t=398.186, dt=2.22302, MaxDpr=0.55703, MaxDsw=0.00490275, Qo=346.53, Qw=0.00, Gauss=2614
t=399.519, dt=1.33381, MaxDpr=0.349373, MaxDsw=0.00303586, Qo=346.53, Qw=0.00, Gauss=2623
t=401.120, dt=1.60058, MaxDpr=0.436071, MaxDsw=0.00376958, Qo=346.53, Qw=0.00, Gauss=2627
t=403.041, dt=1.92069, MaxDpr=0.545205, MaxDsw=0.00468893, Qo=346.53, Qw=0.00, Gauss=2631
t=404.193, dt=1.15241, MaxDpr=0.335097, MaxDsw=0.00286843, Qo=346.53, Qw=0.00, Gauss=2640
t=405.576, dt=1.3829, MaxDpr=0.411149, MaxDsw=0.00351425, Qo=346.53, Qw=0.00, Gauss=2644
t=407.236, dt=1.65948, MaxDpr=0.503567, MaxDsw=0.00430811, Qo=346.53, Qw=0.00, Gauss=2648
t=408.231, dt=0.995686, MaxDpr=0.305113, MaxDsw=0.00261396, Qo=346.53, Qw=0.00, Gauss=2655
t=409.426, dt=1.19482, MaxDpr=0.368241, MaxDsw=0.00317349, Qo=346.53, Qw=0.00, Gauss=2659
t=410.860, dt=1.43379, MaxDpr=0.443804, MaxDsw=0.00385148, Qo=346.53, Qw=0.00, Gauss=2663
t=412.580, dt=1.72055, MaxDpr=0.530584, MaxDsw=0.00466706, Qo=346.53, Qw=0.00, Gauss=2667
t=413.613, dt=1.03233, MaxDpr=0.314417, MaxDsw=0.00281145, Qo=346.53, Qw=0.00, Gauss=2674
t=414.852, dt=1.23879, MaxDpr=0.371351, MaxDsw=0.00338319, Qo=346.53, Qw=0.00, Gauss=2678
t=416.338, dt=1.48655, MaxDpr=0.435077, MaxDsw=0.00406126, Qo=346.53, Qw=0.00, Gauss=2682
t=418.122, dt=1.78386, MaxDpr=0.50088, MaxDsw=0.00485459, Qo=346.53, Qw=0.00, Gauss=2686
t=419.192, dt=1.07032, MaxDpr=0.286358, MaxDsw=0.00289959, Qo=346.54, Qw=0.00, Gauss=2693
t=420.477, dt=1.28438, MaxDpr=0.327136, MaxDsw=0.00345288, Qo=346.53, Qw=0.00, Gauss=2697
t=422.018, dt=1.54126, MaxDpr=0.367443, MaxDsw=0.00409189, Qo=346.53, Qw=0.00, Gauss=2701
t=423.867, dt=1.84951, MaxDpr=0.400556, MaxDsw=0.00481468, Qo=346.53, Qw=0.00, Gauss=2705
t=424.977, dt=1.1097, MaxDpr=0.217023, MaxDsw=0.00284799, Qo=346.54, Qw=0.00, Gauss=2713
t=426.309, dt=1.33165, MaxDpr=0.247296, MaxDsw=0.00335218, Qo=346.53, Qw=0.00, Gauss=2717
t=427.907, dt=1.59798, MaxDpr=0.300871, MaxDsw=0.00391785, Qo=346.53, Qw=0.00, Gauss=2721
t=429.824, dt=1.91757, MaxDpr=0.365579, MaxDsw=0.00453568, Qo=346.53, Qw=0.00, Gauss=2725
t=430.975, dt=1.15054, MaxDpr=0.218814, MaxDsw=0.00265725, Qo=346.54, Qw=0.00, Gauss=2733
t=432.355, dt=1.38065, MaxDpr=0.263795, MaxDsw=0.00309309, Qo=346.53, Qw=0.00, Gauss=2737
t=434.012, dt=1.65678, MaxDpr=0.319832, MaxDsw=0.00356973, Qo=346.53, Qw=0.00, Gauss=2741
t=436.000, dt=1.98814, MaxDpr=0.387764, MaxDsw=0.00407556, Qo=346.53, Qw=0.00, Gauss=2745
t=438.386, dt=2.38576, MaxDpr=0.491278, MaxDsw=0.00477112, Qo=346.53, Qw=0.00, Gauss=2750
t=439.818, dt=1.43146, MaxDpr=0.322877, MaxDsw=0.00288476, Qo=346.53, Qw=0.00, Gauss=2759
t=441.535, dt=1.71775, MaxDpr=0.419238, MaxDsw=0.00348554, Qo=346.53, Qw=0.00, Gauss=2763
t=443.597, dt=2.0613, MaxDpr=0.546499, MaxDsw=0.00446081, Qo=346.53, Qw=0.00, Gauss=2767
t=444.833, dt=1.23678, MaxDpr=0.345747, MaxDsw=0.00278743, Qo=346.53, Qw=0.00, Gauss=2776
t=446.318, dt=1.48414, MaxDpr=0.435473, MaxDsw=0.0034962, Qo=346.53, Qw=0.00, Gauss=2780
t=448.099, dt=1.78096, MaxDpr=0.549655, MaxDsw=0.00439757, Qo=346.53, Qw=0.00, Gauss=2784
t=449.167, dt=1.06858, MaxDpr=0.340863, MaxDsw=0.00270721, Qo=346.54, Qw=0.00, Gauss=2791
t=450.449, dt=1.28229, MaxDpr=0.420395, MaxDsw=0.00334101, Qo=346.53, Qw=0.00, Gauss=2795
t=451.988, dt=1.53875, MaxDpr=0.520139, MaxDsw=0.00412993, Qo=346.53, Qw=0.00, Gauss=2799
t=452.911, dt=0.923251, MaxDpr=0.317831, MaxDsw=0.00251812, Qo=346.53, Qw=0.00, Gauss=2806
t=454.019, dt=1.1079, MaxDpr=0.387282, MaxDsw=0.00307465, Qo=346.54, Qw=0.00, Gauss=2809
t=455.349, dt=1.32948, MaxDpr=0.47103, MaxDsw=0.00375717, Qo=346.53, Qw=0.00, Gauss=2813
t=456.944, dt=1.59538, MaxDpr=0.572319, MaxDsw=0.00458999, Qo=346.53, Qw=0.00, Gauss=2817
t=457.901, dt=0.957227, MaxDpr=0.344277, MaxDsw=0.00277877, Qo=346.53, Qw=0.00, Gauss=2824
t=459.050, dt=1.14867, MaxDpr=0.412751, MaxDsw=0.00336405, Qo=346.53, Qw=0.00, Gauss=2828
t=460.428, dt=1.37841, MaxDpr=0.493016, MaxDsw=0.00406811, Qo=346.53, Qw=0.00, Gauss=2832
t=462.083, dt=1.65409, MaxDpr=0.583069, MaxDsw=0.00490709, Qo=346.53, Qw=0.00, Gauss=2836
t=463.075, dt=0.992453, MaxDpr=0.342409, MaxDsw=0.00294752, Qo=346.53, Qw=0.00, Gauss=2843
t=464.266, dt=1.19094, MaxDpr=0.401223, MaxDsw=0.00353429, Qo=346.53, Qw=0.00, Gauss=2847
t=465.695, dt=1.42913, MaxDpr=0.46533, MaxDsw=0.00422399, Qo=346.53, Qw=0.00, Gauss=2851
t=466.553, dt=0.857479, MaxDpr=0.268753, MaxDsw=0.00252427, Qo=346.53, Qw=0.00, Gauss=2858
t=467.582, dt=1.02898, MaxDpr=0.311011, MaxDsw=0.00300972, Qo=346.53, Qw=0.00, Gauss=2861
t=468.816, dt=1.23477, MaxDpr=0.354575, MaxDsw=0.00357578, Qo=346.53, Qw=0.00, Gauss=2865
t=470.298, dt=1.48172, MaxDpr=0.430173, MaxDsw=0.00422575, Qo=346.53, Qw=0.00, Gauss=2869
t=472.076, dt=1.77807, MaxDpr=0.524168, MaxDsw=0.00495564, Qo=346.53, Qw=0.00, Gauss=2873
t=473.143, dt=1.06684, MaxDpr=0.314666, MaxDsw=0.0029254, Qo=346.54, Qw=0.00, Gauss=2880
t=474.423, dt=1.28021, MaxDpr=0.377685, MaxDsw=0.00343496, Qo=346.53, Qw=0.00, Gauss=2884
t=475.959, dt=1.53625, MaxDpr=0.452065, MaxDsw=0.00400307, Qo=346.53, Qw=0.00, Gauss=2888
t=477.803, dt=1.8435, MaxDpr=0.535966, MaxDsw=0.00461852, Qo=346.53, Qw=0.00, Gauss=2892
t=478.909, dt=1.1061, MaxDpr=0.313858, MaxDsw=0.00271513, Qo=346.54, Qw=0.00, Gauss=2899
t=480.236, dt=1.32732, MaxDpr=0.3688, MaxDsw=0.00326349, Qo=346.53, Qw=0.00, Gauss=2903
t=481.829, dt=1.59279, MaxDpr=0.430326, MaxDsw=0.00391098, Qo=346.53, Qw=0.00, Gauss=2907
t=483.740, dt=1.91134, MaxDpr=0.494767, MaxDsw=0.00466402, Qo=346.53, Qw=0.00, Gauss=2911
t=484.887, dt=1.14681, MaxDpr=0.281192, MaxDsw=0.00278158, Qo=346.53, Qw=0.00, Gauss=2920
t=486.263, dt=1.37617, MaxDpr=0.324125, MaxDsw=0.00330602, Qo=346.53, Qw=0.00, Gauss=2924
t=487.915, dt=1.6514, MaxDpr=0.368801, MaxDsw=0.003909, Qo=346.53, Qw=0.00, Gauss=2928
t=489.897, dt=1.98168, MaxDpr=0.413579, MaxDsw=0.00458774, Qo=346.53, Qw=0.00, Gauss=2932
t=491.086, dt=1.18901, MaxDpr=0.235451, MaxDsw=0.00270997, Qo=346.53, Qw=0.00, Gauss=2941
t=492.512, dt=1.42681, MaxDpr=0.307163, MaxDsw=0.00318478, Qo=346.53, Qw=0.00, Gauss=2945
t=494.225, dt=1.71217, MaxDpr=0.403964, MaxDsw=0.0037167, Qo=346.53, Qw=0.00, Gauss=2949
t=496.279, dt=2.05461, MaxDpr=0.535856, MaxDsw=0.00429756, Qo=346.53, Qw=0.00, Gauss=2953
t=497.512, dt=1.23276, MaxDpr=0.343242, MaxDsw=0.00264871, Qo=346.53, Qw=0.00, Gauss=2962
t=498.991, dt=1.47932, MaxDpr=0.438524, MaxDsw=0.0033343, Qo=346.53, Qw=0.00, Gauss=2966
t=500.766, dt=1.77518, MaxDpr=0.563384, MaxDsw=0.00421515, Qo=346.53, Qw=0.00, Gauss=2970
t=501.832, dt=1.06511, MaxDpr=0.35375, MaxDsw=0.0026035, Qo=346.54, Qw=0.00, Gauss=2977
t=503.110, dt=1.27813, MaxDpr=0.442138, MaxDsw=0.00322653, Qo=346.53, Qw=0.00, Gauss=2981
t=504.643, dt=1.53376, MaxDpr=0.555699, MaxDsw=0.00400946, Qo=346.53, Qw=0.00, Gauss=2985
t=506.484, dt=1.84051, MaxDpr=0.699314, MaxDsw=0.00499114, Qo=346.53, Qw=0.00, Gauss=2989
t=507.588, dt=1.1043, MaxDpr=0.431432, MaxDsw=0.00305432, Qo=346.53, Qw=0.00, Gauss=2997
t=508.913, dt=1.32516, MaxDpr=0.530728, MaxDsw=0.00374267, Qo=346.53, Qw=0.00, Gauss=3001
t=510.504, dt=1.5902, MaxDpr=0.651396, MaxDsw=0.00458729, Qo=346.53, Qw=0.00, Gauss=3005
t=511.458, dt=0.954119, MaxDpr=0.39448, MaxDsw=0.0027824, Qo=346.53, Qw=0.00, Gauss=3012
t=512.603, dt=1.14494, MaxDpr=0.47605, MaxDsw=0.00337564, Qo=346.53, Qw=0.00, Gauss=3016
t=513.977, dt=1.37393, MaxDpr=0.572248, MaxDsw=0.0040915, Qo=346.53, Qw=0.00, Gauss=3020
t=515.625, dt=1.64872, MaxDpr=0.680723, MaxDsw=0.00494646, Qo=346.53, Qw=0.00, Gauss=3024
t=516.614, dt=0.98923, MaxDpr=0.400381, MaxDsw=0.0029744, Qo=346.53, Qw=0.00, Gauss=3031
t=517.802, dt=1.18708, MaxDpr=0.469829, MaxDsw=0.00356995, Qo=346.53, Qw=0.00, Gauss=3035
t=519.226, dt=1.42449, MaxDpr=0.544574, MaxDsw=0.00426919, Qo=346.53, Qw=0.00, Gauss=3039
t=520.081, dt=0.854695, MaxDpr=0.313358, MaxDsw=0.00255149, Qo=346.53, Qw=0.00, Gauss=3046
t=521.106, dt=1.02563, MaxDpr=0.361527, MaxDsw=0.00304151, Qo=346.53, Qw=0.00, Gauss=3049
t=522.337, dt=1.23076, MaxDpr=0.410171, MaxDsw=0.00361094, Qo=346.53, Qw=0.00, Gauss=3053
t=523.814, dt=1.47691, MaxDpr=0.455864, MaxDsw=0.00426078, Qo=346.53, Qw=0.00, Gauss=3057
t=525.586, dt=1.7723, MaxDpr=0.490821, MaxDsw=0.00498312, Qo=346.53, Qw=0.00, Gauss=3061
t=526.650, dt=1.06338, MaxDpr=0.261622, MaxDsw=0.00293564, Qo=346.53, Qw=0.00, Gauss=3069
t=527.926, dt=1.27605, MaxDpr=0.284424, MaxDsw=0.00343701, Qo=346.53, Qw=0.00, Gauss=3073
t=529.457, dt=1.53126, MaxDpr=0.301012, MaxDsw=0.00398997, Qo=346.53, Qw=0.00, Gauss=3077
t=531.295, dt=1.83752, MaxDpr=0.374141, MaxDsw=0.0045801, Qo=346.53, Qw=0.00, Gauss=3081
t=532.397, dt=1.10251, MaxDpr=0.254116, MaxDsw=0.00266905, Qo=346.53, Qw=0.00, Gauss=3089
t=533.720, dt=1.32301, MaxDpr=0.34128, MaxDsw=0.00308666, Qo=346.53, Qw=0.00, Gauss=3093
t=535.308, dt=1.58761, MaxDpr=0.461433, MaxDsw=0.00353494, Qo=346.53, Qw=0.00, Gauss=3097
t=537.213, dt=1.90514, MaxDpr=0.627454, MaxDsw=0.00424362, Qo=346.53, Qw=0.00, Gauss=3101
t=538.356, dt=1.14308, MaxDpr=0.407804, MaxDsw=0.00269328, Qo=346.53, Qw=0.00, Gauss=3110
t=539.728, dt=1.3717, MaxDpr=0.526534, MaxDsw=0.0034367, Qo=346.53, Qw=0.00, Gauss=3114
t=541.374, dt=1.64604, MaxDpr=0.683231, MaxDsw=0.00440425, Qo=346.53, Qw=0.00, Gauss=3118
t=542.361, dt=0.987623, MaxDpr=0.431388, MaxDsw=0.00273988, Qo=346.53, Qw=0.00, Gauss=3126
t=543.546, dt=1.18515, MaxDpr=0.542486, MaxDsw=0.00342085, Qo=346.53, Qw=0.00, Gauss=3130
t=544.969, dt=1.42218, MaxDpr=0.684435, MaxDsw=0.00428316, Qo=346.53, Qw=0.00, Gauss=3134
t=545.822, dt=0.853306, MaxDpr=0.424279, MaxDsw=0.00263049, Qo=346.53, Qw=0.00, Gauss=3141
t=546.846, dt=1.02397, MaxDpr=0.523882, MaxDsw=0.00323822, Qo=346.53, Qw=0.00, Gauss=3145
t=548.075, dt=1.22876, MaxDpr=0.648308, MaxDsw=0.00399275, Qo=346.53, Qw=0.00, Gauss=3149
t=549.549, dt=1.47451, MaxDpr=0.80151, MaxDsw=0.00492587, Qo=346.53, Qw=0.00, Gauss=3153
t=550.434, dt=0.884708, MaxDpr=0.488592, MaxDsw=0.00299847, Qo=346.53, Qw=0.00, Gauss=3160
t=551.496, dt=1.06165, MaxDpr=0.593192, MaxDsw=0.00365209, Qo=346.53, Qw=0.00, Gauss=3164
t=552.769, dt=1.27398, MaxDpr=0.718121, MaxDsw=0.00444539, Qo=346.53, Qw=0.00, Gauss=3168
t=553.534, dt=0.764387, MaxDpr=0.430585, MaxDsw=0.0026856, Qo=346.53, Qw=0.00, Gauss=3175
t=554.451, dt=0.917265, MaxDpr=0.515293, MaxDsw=0.00324326, Qo=346.53, Qw=0.00, Gauss=3178
t=555.552, dt=1.10072, MaxDpr=0.612605, MaxDsw=0.00391122, Qo=346.53, Qw=0.00, Gauss=3182
t=556.873, dt=1.32086, MaxDpr=0.721365, MaxDsw=0.00470265, Qo=346.53, Qw=0.00, Gauss=3186
t=557.665, dt=0.792517, MaxDpr=0.421634, MaxDsw=0.00281935, Qo=346.53, Qw=0.00, Gauss=3193
t=558.616, dt=0.95102, MaxDpr=0.49275, MaxDsw=0.0033729, Qo=346.53, Qw=0.00, Gauss=3196
t=559.757, dt=1.14122, MaxDpr=0.568223, MaxDsw=0.0040207, Qo=346.53, Qw=0.00, Gauss=3200
t=561.127, dt=1.36947, MaxDpr=0.643582, MaxDsw=0.00476564, Qo=346.53, Qw=0.00, Gauss=3204
t=561.949, dt=0.821681, MaxDpr=0.362527, MaxDsw=0.00283189, Qo=346.53, Qw=0.00, Gauss=3211
t=562.935, dt=0.986018, MaxDpr=0.410466, MaxDsw=0.00335161, Qo=346.53, Qw=0.00, Gauss=3214
t=564.118, dt=1.18322, MaxDpr=0.455194, MaxDsw=0.00394363, Qo=346.53, Qw=0.00, Gauss=3218
t=565.538, dt=1.41987, MaxDpr=0.516084, MaxDsw=0.00460184, Qo=346.53, Qw=0.00, Gauss=3222
t=566.390, dt=0.851919, MaxDpr=0.310807, MaxDsw=0.00270878, Qo=346.53, Qw=0.00, Gauss=3229
t=567.412, dt=1.0223, MaxDpr=0.377212, MaxDsw=0.00317022, Qo=346.53, Qw=0.00, Gauss=3232
t=568.639, dt=1.22676, MaxDpr=0.457994, MaxDsw=0.00368179, Qo=346.53, Qw=0.00, Gauss=3236
t=570.111, dt=1.47212, MaxDpr=0.557767, MaxDsw=0.0042324, Qo=346.53, Qw=0.00, Gauss=3240
t=571.877, dt=1.76654, MaxDpr=0.68006, MaxDsw=0.00480191, Qo=346.53, Qw=0.00, Gauss=3244
t=572.937, dt=1.05992, MaxDpr=0.406591, MaxDsw=0.0027783, Qo=346.53, Qw=0.00, Gauss=3252
t=574.209, dt=1.27191, MaxDpr=0.493381, MaxDsw=0.00318592, Qo=346.53, Qw=0.00, Gauss=3256
t=575.735, dt=1.52629, MaxDpr=0.599663, MaxDsw=0.00361265, Qo=346.53, Qw=0.00, Gauss=3260
t=577.567, dt=1.83155, MaxDpr=0.730506, MaxDsw=0.00429323, Qo=346.53, Qw=0.00, Gauss=3264
t=578.666, dt=1.09893, MaxDpr=0.436064, MaxDsw=0.00257271, Qo=346.53, Qw=0.00, Gauss=3273
t=579.985, dt=1.31871, MaxDpr=0.529196, MaxDsw=0.00307671, Qo=346.53, Qw=0.00, Gauss=3277
t=581.567, dt=1.58246, MaxDpr=0.643296, MaxDsw=0.00366702, Qo=346.53, Qw=0.00, Gauss=3281
t=583.466, dt=1.89895, MaxDpr=0.784062, MaxDsw=0.00434806, Qo=346.53, Qw=0.00, Gauss=3285
t=584.605, dt=1.13937, MaxDpr=0.468202, MaxDsw=0.00261377, Qo=346.53, Qw=0.00, Gauss=3294
t=585.973, dt=1.36724, MaxDpr=0.579263, MaxDsw=0.0033087, Qo=346.53, Qw=0.00, Gauss=3298
t=587.613, dt=1.64069, MaxDpr=0.756691, MaxDsw=0.0042109, Qo=346.53, Qw=0.00, Gauss=3302
t=588.598, dt=0.984415, MaxDpr=0.47996, MaxDsw=0.00261168, Qo=346.53, Qw=0.00, Gauss=3310
t=589.779, dt=1.1813, MaxDpr=0.608458, MaxDsw=0.00325265, Qo=346.53, Qw=0.00, Gauss=3314
t=591.197, dt=1.41756, MaxDpr=0.776277, MaxDsw=0.00406635, Qo=346.53, Qw=0.00, Gauss=3318
