    i	               t	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
    0	               0	             400	             400	               0	               0	               0	               0
    1	     7.142857143	     293.7667702	     293.7578847	  0.008885486946	     2477.738465	     2458.215134	     19.52333056
    2	     14.28571429	     215.7472881	      215.734237	   0.01305110663	     4263.843735	     4263.515329	    0.3284060602
    3	     21.42857143	       158.44846	     158.4340828	   0.01437721297	     5600.257122	     5589.318245	     10.93887619
    4	     28.57142857	     116.3672308	     116.3531526	   0.01407827848	     6563.625543	     6562.980896	    0.6446468354
    5	     35.71428571	      85.4620639	     85.44913994	   0.01292396204	     7284.444452	     7278.033597	     6.410855214
    6	     42.85714286	     62.76478621	     62.75339649	   0.01138971951	     7804.054763	      7803.16452	    0.8902434852
    7	              50	     46.09552131	     46.08576252	  0.009758788999	     8192.841576	     8188.817892	     4.023683609
    8	     57.14285714	     33.85333104	     33.84514028	  0.008190755916	     8473.102864	     8472.039689	     1.063174935
    9	     64.28571429	      24.8624593	     24.85569204	  0.006767256157	     8682.802116	      8680.03628	     2.765835966
   10	     71.42857143	     18.25941091	     18.25388879	  0.005522124778	     8833.966148	     8832.787875	     1.178272566
   11	     78.57142857	     13.41002042	      13.4055594	  0.004461028628	      8947.07126	      8944.96784	     2.103420281
   12	     85.71428571	      9.84854597	     9.844971927	  0.003574042237	     9028.604335	     9027.352212	     1.252122978
   13	     92.85714286	     7.232938851	      7.23009532	  0.002843530535	     9089.609638	      9087.85486	     1.754778436
   14	             100	     5.311992713	     5.309743768	  0.002248944247	     9133.585988	     9132.287684	     1.298303743
   15	     107.1428571	     3.901217356	     3.899447744	  0.001769611866	     9166.490309	     9164.918915	     1.571394189
   16	     114.2857143	     2.865120056	     2.863733802	  0.001386254136	     9190.209755	     9188.883119	     1.326635991
   17	     121.4285714	     2.104192662	      2.10311096	  0.001081702674	       9207.9573	     9206.482303	     1.474996983
   18	     128.5714286	     1.545354706	     1.544513567	 0.0008411386644	     9220.750815	     9219.407051	     1.343764087
   19	     135.7142857	     1.134934652	     1.134282596	 0.0006520558596	     9230.323277	     9228.898918	     1.424359513
   20	     142.8571429	    0.8335152174	    0.8330111399	 0.0005040774926	     9237.223693	     9235.869694	     1.353998366
   21	             150	    0.6121476832	    0.6117589759	 0.0003887073163	     9242.386775	     9240.988996	     1.397778676
   22	     157.1428571	    0.4495716194	    0.4492725568	 0.0002990626731	     9246.108639	     9244.748584	     1.360055549
   23	     164.2857143	    0.3301730065	    0.3299433898	 0.0002296167025	     9248.893442	     9247.509605	     1.383836289
   24	     171.4285714	    0.2424846443	    0.2423086806	 0.0001759636619	     9250.900897	     9249.537285	       1.3636123
   25	     178.5714286	    0.1780848269	    0.1779502137	 0.0001346132681	     9252.402931	     9251.026402	     1.376528961
   26	     185.7142857	    0.1307885111	    0.1306856959	 0.0001028151982	     9253.485689	     9252.120002	     1.365686943
   27	     192.8571429	   0.09605329617	   0.09597488393	 7.841223688e-05	     9254.295838	     9252.923136	     1.372702366
   28	             200	   0.07054316645	   0.07048344722	 5.971923287e-05	     9254.879843	     9253.512953	     1.366890208
