    i	               t	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
  337	     171.9387755	    0.2181117294	    0.2370241029	   0.07979092948	     9147.732995	     9249.659559	   0.01101949351
  338	     172.4489796	    0.2133022312	     0.231854778	   0.08001796205	     9147.843041	     9249.779166	   0.01102038475
  339	     172.9591837	    0.2085987853	    0.2267981924	   0.08024493862	     9147.950668	     9249.896164	   0.01102125842
  340	     173.4693878	    0.2039990534	    0.2218518872	   0.08047185918	     9148.055914	     9250.010611	   0.01102211678
  341	     173.9795918	    0.1995007483	    0.2170134574	   0.08069872376	     9148.158848	     9250.122562	   0.01102295821
  342	     174.4897959	    0.1951016337	    0.2122805502	   0.08092553237	     9148.259503	     9250.232072	   0.01102378487
  343	             175	    0.1907995223	    0.2076508644	   0.08115228502	     9148.357947	     9250.339193	   0.01102459522
  344	     175.5102041	     0.186592275	    0.2031221487	   0.08137898173	     9148.454213	     9250.443977	   0.01102539131
  345	     176.0204082	    0.1824778002	     0.198692201	   0.08160562251	     9148.548363	     9250.546477	   0.01102617169
  346	     176.5306122	    0.1784540521	    0.1943588672	   0.08183220737	      9148.64043	     9250.646741	   0.01102693831
  347	     177.0408163	    0.1745190301	    0.1901200404	   0.08205873632	     9148.730474	     9250.744818	   0.01102768979
  348	     177.5510204	    0.1706707778	    0.1859736593	   0.08228520939	     9148.818525	     9250.840757	   0.01102842801
  349	     178.0612245	    0.1669073818	    0.1819177078	   0.08251162658	     9148.904642	     9250.934603	   0.01102915164
  350	     178.5714286	     0.163226971	    0.1779502137	   0.08273798792	     9148.988853	     9251.026402	   0.01102986247
  351	     179.0816327	    0.1596277156	    0.1740692477	    0.0829642934	     9149.071214	     9251.116199	   0.01103055924
  352	     179.5918367	    0.1561078259	    0.1702729228	   0.08319054305	     9149.151752	     9251.204038	   0.01103124368
  353	     180.1020408	     0.152665552	    0.1665593931	   0.08341673688	     9149.230521	     9251.289961	   0.01103191457
  354	     180.6122449	    0.1492991824	    0.1629268527	   0.08364287491	     9149.307546	     9251.374011	   0.01103257356
  355	      181.122449	    0.1460070433	    0.1593735355	   0.08386895714	     9149.382879	     9251.456227	    0.0110332195
  356	     181.6326531	    0.1427874978	    0.1558977135	   0.08409498359	     9149.456545	      9251.53665	   0.01103385398
  357	     182.1428571	    0.1396389454	    0.1524976967	   0.08432095428	     9149.528593	     9251.615319	   0.01103447587
  358	     182.6530612	    0.1365598205	    0.1491718318	   0.08454686922	     9149.599046	     9251.692272	   0.01103508671
  359	     183.1632653	    0.1335485921	    0.1459185016	   0.08477272842	     9149.667951	     9251.767547	   0.01103568543
  360	     183.6734694	    0.1306037633	    0.1427361243	   0.08499853189	     9149.735331	     9251.841181	   0.01103627349
  361	     184.1836735	    0.1277238697	    0.1396231522	   0.08522427966	     9149.801231	     9251.913208	   0.01103684988
  362	     184.6938776	    0.1249074795	    0.1365780719	   0.08544997173	     9149.865672	     9251.983665	   0.01103741599
  363	     185.2040816	    0.1221531925	    0.1335994026	   0.08567560812	     9149.928698	     9252.052585	   0.01103797086
  364	     185.7142857	    0.1194596392	    0.1306856959	   0.08590118884	     9149.990329	     9252.120002	   0.01103851581
  365	     186.2244898	    0.1168254804	     0.127835535	    0.0861267139	     9150.050606	     9252.185948	   0.01103904994
  366	     186.7346939	    0.1142494065	    0.1250475341	   0.08635218332	     9150.109548	     9252.250457	   0.01103957452
  367	      187.244898	    0.1117301366	    0.1223203375	   0.08657759712	     9150.167196	     9252.313558	   0.01104008867
  368	      187.755102	    0.1092664181	     0.119652619	    0.0868029553	     9150.223568	     9252.375284	   0.01104059361
  369	     188.2653061	    0.1068570261	    0.1170430816	   0.08702825788	     9150.278702	     9252.435663	    0.0110410885
  370	     188.7755102	    0.1045007628	    0.1144904564	   0.08725350488	     9150.332615	     9252.494725	   0.01104157452
  371	     189.2857143	    0.1021964565	     0.111993502	    0.0874786963	     9150.385344	     9252.552499	   0.01104205086
  372	     189.7959184	   0.09994296152	    0.1095510044	   0.08770383217	     9150.436906	     9252.609013	   0.01104251865
  373	     190.3061224	   0.09773915753	     0.107161776	   0.08792891248	     9150.487335	     9252.664295	   0.01104297712
  374	     190.8163265	   0.09558394878	    0.1048246548	   0.08815393727	     9150.536648	     9252.718371	   0.01104342735
  375	     191.3265306	   0.09347626372	    0.1025385046	   0.08837890654	     9150.584878	     9252.771268	    0.0110438686
  376	     191.8367347	   0.09141505441	    0.1003022137	   0.08860382031	      9150.63204	     9252.823011	   0.01104430191
  377	     192.3469388	   0.08939929604	   0.09811469473	   0.08882867858	     9150.678166	     9252.873625	   0.01104472658
  378	     192.8571429	   0.08742798639	   0.09597488393	   0.08905348138	     9150.723271	     9252.923136	   0.01104514359
  379	     193.3673469	   0.08550014533	   0.09388174087	   0.08927822872	     9150.767385	     9252.971567	   0.01104555228
  380	      193.877551	   0.08361481436	   0.09183424774	    0.0895029206	     9150.810523	     9253.018941	    0.0110459536
  381	     194.3877551	    0.0817710561	   0.08983140897	   0.08972755705	     9150.852714	     9253.065283	    0.0110463469
  382	     194.8979592	   0.07996795384	   0.08787225067	   0.08995213808	      9150.89397	     9253.110613	   0.01104673309
  383	     195.4081633	   0.07820461111	    0.0859558202	    0.0901766637	      9150.93432	     9253.154955	   0.01104711157
  384	     195.9183673	   0.07648015116	   0.08408118569	   0.09040113393	     9150.973777	      9253.19833	    0.0110474832
  385	     196.4285714	   0.07479371663	   0.08224743562	   0.09062554877	     9151.012368	      9253.24076	    0.0110478474
  386	     196.9387755	   0.07314446902	   0.08045367831	   0.09084990825	     9151.050104	     9253.282263	   0.01104820501
  387	     197.4489796	   0.07153158833	   0.07869904155	   0.09107421237	     9151.087011	     9253.322862	   0.01104855546
  388	     197.9591837	   0.06995427266	   0.07698267216	   0.09129846116	     9151.123101	     9253.362575	   0.01104889955
  389	     198.4693878	   0.06841173777	   0.07530373555	   0.09152265461	     9151.158399	     9253.401422	   0.01104923676
  390	     198.9795918	   0.06690321673	   0.07366141534	   0.09174679276	     9151.192915	     9253.439422	   0.01104956785
  391	     199.4897959	   0.06542795951	   0.07205491295	    0.0919708756	     9151.226673	     9253.476593	    0.0110498923
  392	             200	   0.06398523262	   0.07048344722	   0.09219490316	     9151.259684	     9253.512953	   0.01105021086
