    i	            Time	       Res.Pres.	        Aq.Pres.	        Wat.Flow	      Cumulative	         ExactQw	           Error	        ErrorRel	         ExactWe	         ErrorWe	      ErrorRelWe
  178	     181.6326531	     240.9941202	     241.0007705	    0.1330074221	     9252.066282	    0.1558977135	   0.02289029138	    0.1468289102	      9251.53665	    0.5296323452	 5.724804054e-05
  179	     182.6530612	     240.9942819	     241.0006382	     0.127125583	     9252.202375	    0.1491718318	   0.02204624885	    0.1477909642	     9251.692272	    0.5101030077	 5.513618403e-05
  180	     183.6734694	     240.9944364	     241.0005116	    0.1215038498	      9252.33245	    0.1427361243	   0.02123227443	    0.1487519333	     9251.841181	     0.491269382	 5.309963416e-05
  181	     184.6938776	     240.9945842	     241.0003907	    0.1161307204	     9252.456773	    0.1365780719	   0.02044735154	    0.1497118187	     9251.983665	    0.4731079466	 5.113583895e-05
  182	     185.7142857	     240.9947254	     241.0002751	    0.1109952008	     9252.575598	    0.1306856959	   0.01969049506	    0.1506706218	     9252.120002	    0.4555959077	 4.924232582e-05
  183	     186.7346939	     240.9948603	     241.0001647	    0.1060867836	     9252.689168	    0.1250475341	   0.01896075049	    0.1516283438	     9252.250457	    0.4387111803	 4.741669957e-05
  184	      187.755102	     240.9949893	     241.0000591	    0.1013954259	     9252.797716	     0.119652619	   0.01825719318	    0.1525849858	     9252.375284	      0.42243237	 4.565664028e-05
  185	     188.7755102	     240.9951126	     240.9999582	   0.09691152883	     9252.901464	    0.1144904564	   0.01757892753	     0.153540549	     9252.494725	    0.4067387548	  4.39599013e-05
  186	     189.7959184	     240.9952304	     240.9998617	   0.09262591819	     9253.000624	    0.1095510044	   0.01692508624	    0.1544950348	     9252.609013	    0.3916102669	 4.232430727e-05
  187	     190.8163265	      240.995343	     240.9997695	   0.08852982532	     9253.095398	    0.1048246548	   0.01629482951	    0.1554484442	     9252.718371	    0.3770274753	  4.07477522e-05
  188	     191.8367347	     240.9954507	     240.9996814	   0.08461486942	     9253.185982	    0.1003022137	   0.01568734432	    0.1564007786	     9252.823011	    0.3629715684	 3.922819749e-05
  189	     192.8571429	     240.9955536	     240.9995972	   0.08087304024	      9253.27256	   0.09597488393	   0.01510184369	    0.1573520391	     9252.923136	     0.349424337	 3.776367013e-05
  190	      193.877551	     240.9956519	     240.9995167	   0.07729668182	     9253.355309	   0.09183424774	   0.01453756592	    0.1583022269	     9253.018941	    0.3363681574	 3.635226077e-05
  191	     194.8979592	     240.9957459	     240.9994398	   0.07387847671	     9253.434399	   0.08787225067	   0.01399377396	    0.1592513433	     9253.110613	    0.3237859753	 3.499212198e-05
  192	     195.9183673	     240.9958357	     240.9993663	   0.07061143108	     9253.509992	   0.08408118569	   0.01346975461	    0.1601993894	      9253.19833	    0.3116612893	 3.368146647e-05
  193	     196.9387755	     240.9959216	      240.999296	   0.06748886038	     9253.582241	   0.08045367831	   0.01296481793	    0.1611463665	     9253.282263	    0.2999781354	 3.241856531e-05
  194	     197.9591837	     240.9960036	     240.9992288	   0.06450437564	     9253.651296	   0.07698267216	   0.01247829652	    0.1620922757	     9253.362575	    0.2887210715	  3.12017463e-05
  195	     198.9795918	      240.996082	     240.9991646	   0.06165187045	     9253.717297	   0.07366141534	    0.0120095449	    0.1630371184	     9253.439422	    0.2778751621	 3.002939226e-05
  196	             200	      240.996157	     240.9991033	   0.05892550841	     9253.780379	   0.07048344722	    0.0115579388	    0.1639808956	     9253.512953	    0.2674259638	 2.889993942e-05
