    i	               t	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
   33	     117.8571429	     2.454196428	     2.454129162	 2.740923281e-05	     9198.456138	     9198.360493	 1.039800749e-05
   34	     121.4285714	     2.103170351	      2.10311096	 2.823982735e-05	      9206.55942	     9206.482303	 8.376303112e-06
   35	             125	     1.802351872	     1.802299478	 2.907042258e-05	     9213.533566	     9213.442437	  9.89091029e-06
   36	     128.5714286	     1.544559749	     1.544513567	  2.99010185e-05	     9219.484583	     9219.407051	 8.409663058e-06
   37	     132.1428571	     1.323639882	     1.323599206	  3.07316151e-05	     9224.606368	     9224.518537	 9.521550811e-06
   38	     135.7142857	     1.134318396	     1.134282596	 3.156221241e-05	     9228.976771	     9228.898918	 8.435811449e-06
   39	     139.2857143	    0.9720757445	    0.9720442572	  3.23928104e-05	     9232.738189	     9232.652766	 9.252322642e-06
   40	     142.8571429	    0.8330388154	    0.8330111399	 3.322340907e-05	     9235.947795	     9235.869694	 8.456234251e-06
   41	     146.4285714	     0.713888472	    0.7138641621	 3.405400844e-05	     9238.710165	       9238.6265	 9.055978614e-06
   42	             150	    0.6117803169	    0.6117589759	  3.48846085e-05	     9241.067287	     9240.988996	 8.472133297e-06
   43	     153.5714286	    0.5242767895	    0.5242580655	 3.571520925e-05	      9243.09596	      9243.01358	  8.91273444e-06
   44	     157.1428571	    0.4492889758	    0.4492725568	 3.654581069e-05	     9244.827021	     9244.748584	 8.484473825e-06
   45	     160.7142857	    0.3850267412	    0.3850123509	 3.737641282e-05	      9246.31687	     9246.235427	   8.8082019e-06
   46	     164.2857143	    0.3299559959	    0.3299433898	 3.820701564e-05	     9247.588154	     9247.509605	 8.494026239e-06
   47	     167.8571429	    0.2827620723	    0.2827510344	 3.903761914e-05	     9248.682293	     9248.601535	 8.731904993e-06
   48	     171.4285714	     0.242318341	    0.2423086806	 3.986822334e-05	     9249.615919	     9249.537285	 8.501402019e-06
   49	             175	    0.2076593156	    0.2076508644	 4.069882823e-05	      9250.41945	     9250.339193	 8.676209757e-06
   50	     178.5714286	    0.1779576038	    0.1779502137	 4.152943381e-05	     9251.105101	     9251.026402	 8.507084096e-06
   51	     182.1428571	    0.1525041565	    0.1524976967	 4.236004007e-05	     9251.695212	     9251.615319	  8.63554986e-06
   52	     185.7142857	    0.1306913403	    0.1306856959	 4.319064703e-05	     9252.198751	     9252.120002	 8.511452174e-06
   53	     189.2857143	    0.1119984321	     0.111993502	 4.402125468e-05	     9252.632125	     9252.552499	 8.605864797e-06
   54	     192.8571429	   0.09597918858	   0.09597488393	 4.485186302e-05	     9253.001923	     9252.923136	   8.5148036e-06
   55	     196.4285714	   0.08225119288	   0.08224743562	 4.568247205e-05	     9253.320191	      9253.24076	 8.584191594e-06
   56	             200	   0.07048672562	   0.07048344722	 4.651308176e-05	     9253.591769	     9253.512953	 8.517370385e-06
