    i	               t	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
    0	               0	             400	             400	               0	               0	               0	             nan
    1	     3.571428571	     342.7876151	     342.7873304	 8.305717746e-07	     1326.406456	      1323.77871	  0.001985034129
    2	     7.142857143	     293.7583727	     293.7578847	 1.661144239e-06	     2458.224801	     2458.215134	 3.932489383e-06
    3	     10.71428571	     251.7418299	     251.7412027	 2.491717394e-06	     3432.332306	     3430.391218	 0.0005658502537
    4	     14.28571429	     215.7349538	      215.734237	 3.322291238e-06	     4263.535094	     4263.515329	 4.635870415e-06
    5	     17.85714286	     184.8781757	      184.877408	 4.152865772e-06	     4978.915683	     4977.476304	 0.0002891784136
    6	     21.42857143	     158.4348724	     158.4340828	 4.983440996e-06	     5589.347629	     5589.318245	 5.257086806e-06
    7	              25	     135.7737801	     135.7729907	 5.814016909e-06	     6114.720223	      6113.64741	 0.0001754783839
    8	     28.57142857	     116.3539257	     116.3531526	 6.644593513e-06	      6563.01896	     6562.980896	 5.799903929e-06
    9	     32.14285714	     99.71171173	     99.71096638	 7.475170806e-06	     6948.850456	     6948.045461	 0.0001158591497
   10	     35.71428571	     85.44984966	     85.44913994	  8.30574879e-06	     7278.079225	     7278.033597	 6.269255075e-06
   11	     39.28571429	     73.22787543	     73.22720641	 9.136327463e-06	     7561.432306	     7560.822978	 8.059015037e-05
   12	     42.85714286	     62.75402195	     62.75339649	 9.966906826e-06	     7803.216574	      7803.16452	 6.670952969e-06
   13	     46.42857143	      53.7782538	     53.77767314	 1.079748688e-05	     8011.309924	     8010.843545	 5.821840371e-05
   14	              50	     46.08629841	     46.08576252	 1.162806762e-05	     8188.875307	     8188.817892	 7.011379226e-06
   15	     53.57142857	      39.4945308	     39.49403876	 1.245864905e-05	     8341.698216	      8341.33627	 4.339186148e-05
   16	     57.14285714	     33.84559006	     33.84514028	 1.328923118e-05	     8472.101511	     8472.039689	 7.297181293e-06
   17	     60.71428571	     29.00462274	     29.00421321	 1.411981399e-05	     8584.334034	      8584.04838	 3.327736915e-05
   18	     64.28571429	     24.85606364	     24.85569204	 1.495039749e-05	     8680.101684	      8680.03628	 7.535000713e-06
   19	     67.85714286	     21.30087694	      21.3005408	 1.578098168e-05	     8762.524792	     8762.294869	 2.623997834e-05
   20	     71.42857143	     18.25419202	     18.25388879	 1.661156656e-05	     8832.856164	     8832.787875	 7.731248684e-06
   21	              75	     15.64327737	     15.64300452	 1.744215214e-05	     8893.387359	     8893.198149	 2.127585961e-05
   22	     78.57142857	     13.40580435	      13.4055594	  1.82727384e-05	     8945.038433	      8944.96784	 7.891936527e-06
   23	     82.14285714	     11.48835926	     11.48813979	 1.910332535e-05	     8989.492296	     8989.332825	 1.774007153e-05
   24	     85.71428571	     9.845168176	     9.844971927	 1.993391299e-05	     9027.424635	     9027.352212	 8.022561478e-06
   25	     89.28571429	     8.437004298	     8.436829112	 2.076450132e-05	     9060.071371	     9059.933623	 1.520413615e-05
   26	     92.85714286	     7.230251455	      7.23009532	 2.159509034e-05	     9087.928726	      9087.85486	 8.128042813e-06
   27	     96.42857143	     6.196101632	     6.195962683	 2.242568005e-05	     9111.904357	     9111.782475	 1.337623589e-05
   28	             100	     5.309867253	     5.309743768	 2.325627045e-05	     9132.362685	     9132.287684	  8.21270006e-06
   29	     103.5714286	     4.550391831	     4.550282228	 2.408686154e-05	      9149.97029	     9149.859998	 1.205393975e-05
   30	     107.1428571	     3.899544908	     3.899447744	 2.491745333e-05	     9164.994803	     9164.918915	 8.280263689e-06
   31	     110.7142857	     3.341789248	     3.341703205	  2.57480458e-05	     9177.925757	      9177.82393	 1.109489997e-05
   32	     114.2857143	     2.863809916	     2.863733802	 2.657863896e-05	     9188.959698	     9188.883119	 8.333908764e-06
