    i	               t	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
    0	               0	             400	             400	               0	               0	               0	             nan
    1	     4.081632653	      329.438025	     335.3113857	   0.01751613853	     1488.649031	     1496.756067	  0.005416404614
    2	     8.163265306	     271.3235308	     281.0843135	   0.03472546195	     2706.225348	     2751.454444	   0.01643825009
    3	     12.24489796	     223.4607203	     235.6269266	   0.05163334448	     3715.989126	     3803.241073	   0.02294147164
    4	     16.32653061	     184.0411459	     197.5209782	   0.06824506619	      4541.88189	     4684.931153	    0.0305339094
    5	     20.40816327	     151.5753791	     165.5775822	   0.08456581469	     5226.813574	     5424.032959	   0.03636028528
    6	     24.48979592	     124.8367338	     138.8001214	    0.1006006867	     5787.023925	     6043.606086	   0.04245514304
    7	     28.57142857	     102.8149176	     116.3531526	    0.1163546897	     6251.619133	     6562.980896	   0.04744212549
    8	     32.65306122	      84.6778585	     97.53634205	    0.1318327433	     6631.614759	     6998.361613	   0.05240467333
    9	     36.73469388	     69.74026617	     81.76261502	    0.1470396813	     6946.753789	     7363.331893	   0.05657467429
   10	     40.81632653	     57.43773888	     68.53983935	    0.1619802524	     7204.508177	     7669.278618	   0.06060158512
   11	     44.89795918	     47.30543814	     57.45547127	    0.1766591224	     7418.269763	     7925.747169	   0.06402896728
   12	     48.97959184	     38.96052529	     48.16368422	    0.1910808752	     7593.106839	     8140.739232	   0.06727059756
   13	     53.06122449	     32.08769626	     40.37457924	    0.2052500147	      7738.10321	     8320.962448	   0.07004709399
   14	     57.14285714	     26.42726821	     33.84514028	    0.2191709655	     7856.696742	     8472.039689	   0.07263220783
   15	      61.2244898	     21.76536761	     28.37165222	     0.232848075	      7955.04906	     8598.684487	   0.07485277871
   16	     65.30612245	      17.9258493	     23.78334505	    0.2462856144	       8035.4921	     8704.848094	   0.07689462087
   17	      69.3877551	     14.76364098	     19.93706596	      0.25948778	     8102.205345	     8793.842759	   0.07865019109
   18	     73.46938776	     12.15926181	     16.71281304	    0.2724586947	     8156.770569	      8868.44507	   0.08024794594
   19	     77.55102041	     10.01430799	     14.00999125	    0.2852024089	     8202.022752	      8930.98258	   0.08162145895
   20	     81.63265306	     8.247734618	     11.74427395	    0.2977229026	     8239.034825	     8983.406429	   0.08286072876
   21	     85.71428571	     6.792793509	     9.844971927	    0.3100240855	     8269.729781	     9027.352212	   0.08392521013
   22	     89.79591837	     5.594511195	     8.252827948	    0.3221097992	     8294.835397	     9064.191016	   0.08487857524
   23	     93.87755102	     4.607611797	     6.918167938	    0.3339838179	     8315.656056	     9095.072192	   0.08569653097
   24	     97.95918367	     3.794806327	     5.799351194	    0.3456498496	     8332.685417	     9120.959216	   0.08642444076
   25	     102.0408163	     3.125383754	     4.861471213	    0.3571115375	     8346.808254	     9142.659751	   0.08704813691
   26	      106.122449	     2.574050628	     4.075266622	    0.3683724608	     8358.359419	     9160.850843	    0.0876000971
   27	     110.2040816	     2.119975388	     3.416208246	    0.3794361363	     8367.939064	     9176.100043	   0.08807238094
   28	     114.2857143	     1.746001262	     2.863733802	    0.3903060189	     8375.774322	     9188.883119	   0.08848831641
   29	     118.3673469	     1.437998019	     2.400606373	    0.4009855031	      8382.27228	     9199.598896	   0.08884372305
   30	     122.4489796	     1.184328068	     2.012376624	     0.411477924	     8387.587004	     9208.581702	   0.08915539048
   31	     126.5306122	    0.9754067495	     1.686931986	    0.4217865583	     8391.994626	     9216.111794	     0.089421351
   32	     130.6122449	    0.8033401829	     1.414118754	     0.431914625	     8395.599651	     9222.424108	   0.08965370141
   33	     134.6938776	    0.6616270082	     1.185425298	    0.4418652871	      8398.58938	     9227.715585	   0.08985172958
   34	     138.7755102	    0.5449127372	     0.993716498	    0.4516416521	       8401.0347	     9232.151316	   0.09002415453
   35	     142.8571429	    0.4487874399	    0.8330111399	    0.4612467729	     8403.062659	     9235.869694	   0.09017093817
   36	     146.9387755	    0.3696191196	    0.6982952991	     0.470683649	     8404.721341	     9238.986731	   0.09029836427
   37	     151.0204082	    0.3044164819	    0.5853659109	    0.4799552275	     8406.096924	     9241.599675	   0.09040672395
   38	     155.1020408	    0.2507159115	    0.4906996368	    0.4890644038	     8407.222023	      9243.79005	   0.09050054387
   39	     159.1836735	    0.2064883868	     0.411342938	    0.4980140225	     8408.155093	     9245.626194	   0.09058024665
   40	     163.2653061	    0.1700628158	    0.3448199263	    0.5068068784	     8408.918257	     9247.165394	   0.09064909094
   41	     167.3469388	    0.1400628954	    0.2890551183	    0.5154457175	     8409.551167	     9248.455672	   0.09070752298
   42	     171.4285714	    0.1153551091	    0.2423086806	    0.5239332374	     8410.068828	     9249.537285	   0.09075788669
   43	     175.5102041	   0.09500589832	    0.2031221487	    0.5322720888	     8410.498136	     9250.443977	   0.09080059759
   44	     179.5918367	   0.07824638877	    0.1702729228	    0.5404648757	      8410.84927	     9251.204038	   0.09083734012
   45	     183.6734694	   0.06444333946	    0.1427361243	    0.5485141566	     8411.140474	     9251.841181	   0.09086847584
   46	      187.755102	   0.05307521619	     0.119652619	    0.5564224451	     8411.378651	     9252.375284	    0.0908952141
   47	     191.8367347	     0.043712486	    0.1003022137	     0.564192211	     8411.576177	     9252.823011	   0.09091785636
   48	     195.9183673	   0.03600138764	   0.08408118569	    0.5718258806	     8411.737735	      9253.19833	   0.09093727005
   49	             200	    0.0296505651	   0.07048344722	    0.5793258378	     8411.871719	     9253.512953	   0.09095369928
