    i	               t	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
   51	     156.9230769	    0.4062140219	    0.4535604066	    0.1043882668	      9090.36528	     9244.649372	     0.016689015
   52	             160	    0.3549265746	    0.3970833777	    0.1061661239	     9091.532463	      9245.95613	   0.01670175202
   53	     163.0769231	    0.3101168768	    0.3476388294	    0.1079337217	     9092.555607	     9247.100171	   0.01671275977
   54	     166.1538462	    0.2709664892	    0.3043510822	    0.1096910606	     9093.446679	     9248.101757	   0.01672289962
   55	     169.2307692	    0.2367604133	    0.2664534954	    0.1114381408	     9094.227798	     9248.978626	   0.01673166674
   56	     172.3076923	    0.2068740132	      0.23327489	    0.1131749619	     9094.908097	     9249.746308	   0.01673972513
   57	     175.3846154	    0.1807615922	    0.2042276616	    0.1149015232	     9095.504459	     9250.418398	   0.01674669536
   58	     178.4615385	    0.1579464135	    0.1787973741	    0.1166178236	     9096.023858	     9251.006801	   0.01675308929
   59	     181.5384615	    0.1380119826	    0.1565336484	    0.1183238617	     9096.479178	     9251.521936	   0.01675862181
   60	     184.6153846	    0.1205944332	    0.1370421865	    0.1200196357	     9096.875744	     9251.972926	   0.01676368748
   61	     187.6923077	    0.1053758741	     0.119977788	    0.1217051434	      9097.22339	      9252.36776	    0.0167680721
   62	     190.7692308	   0.09207857883	    0.1050382366	     0.123380382	     9097.526181	     9252.713429	   0.01677207982
   63	     193.8461538	   0.08045990914	   0.09195894783	    0.1250453486	     9097.791625	     9253.016056	   0.01677554974
   64	     196.9230769	   0.07030788041	   0.08050828308	    0.1267000398	     9098.022823	        9253.281	   0.01677871629
   65	             200	   0.06143728783	   0.07048344722	    0.1283444516	     9098.225508	     9253.512953	   0.01678145865
