               x	               y	           dy/dx	         d2y/dx2	          Int(y)	         ylinear
               0	               1	     1.465997614	               0	               0	               1
           0.015	     1.021990816	     1.466167906	   0.02270557929	   0.01516492792	     1.025774227
            0.03	      1.04398674	     1.466678782	   0.04541115857	   0.03065975001	     1.051548455
           0.045	     1.065992882	     1.467530241	   0.06811673786	   0.04648458122	     1.077322682
            0.06	      1.08801435	     1.468722284	   0.09082231714	   0.06263961311	      1.10309691
           0.075	     1.110056253	      1.47025491	    0.1135278964	    0.0791251139	     1.128871137
            0.09	       1.1321237	     1.472128121	    0.1362334757	   0.09594142843	     1.154645365
           0.105	       1.1542218	     1.474341915	     0.158939055	    0.1130889782	     1.180419592
            0.12	     1.176355661	     1.476896292	    0.1816446343	    0.1305682612	     1.206193819
           0.135	     1.198530392	     1.479791254	    0.2043502136	    0.1483798523	     1.231968047
            0.15	     1.220751101	     1.483026799	    0.2270557929	    0.1665244029	     1.257742274
           0.165	     1.243022899	     1.486602927	    0.2497613721	    0.1850026408	     1.283516502
            0.18	     1.265350892	      1.49051964	    0.2724669514	    0.2038153708	     1.309290729
           0.195	     1.287740191	     1.494776936	    0.2951725307	    0.2229634741	     1.335064957
            0.21	     1.310195903	     1.499374816	      0.31787811	    0.2424479086	     1.360839184
           0.225	     1.332723138	     1.504313279	    0.3405836893	    0.2622697088	     1.386613411
            0.24	     1.355327004	     1.509592326	    0.3632892686	    0.2824299859	     1.412387639
           0.255	     1.378012611	     1.515211957	    0.3859948479	    0.3029299277	     1.438161866
            0.27	     1.400785066	     1.521172172	    0.4087004271	    0.3237707985	     1.463936094
           0.285	     1.423649479	      1.52747297	    0.4314060064	    0.3449539394	     1.489710321
             0.3	     1.446610958	     1.534114352	    0.4541115857	    0.3664807682	     1.515484549
           0.315	     1.469674612	     1.541096318	     0.476817165	     0.388352779	     1.541258776
            0.33	      1.49284555	     1.548418867	    0.4995227443	     0.410571543	     1.567033003
           0.345	     1.516128881	        1.556082	    0.5222283236	    0.4331387075	     1.592807231
            0.36	     1.539529713	     1.564085717	    0.5449339029	    0.4560559969	     1.618581458
           0.375	     1.563053156	     1.572430017	    0.5676394821	     0.479325212	     1.644355686
            0.39	     1.586704317	     1.581114901	    0.5903450614	    0.5029482302	     1.670129913
           0.405	     1.610488306	     1.590140369	    0.6130506407	    0.5269270056	     1.695904141
            0.42	     1.634410231	      1.59950642	      0.63575622	     0.551263569	     1.721678368
           0.435	     1.658475201	     1.609213056	    0.6584617993	    0.5759600278	     1.747452595
            0.45	     1.682688325	     1.619260274	    0.6811673786	    0.6010185658	     1.773226823
           0.465	     1.707054712	     1.629648077	    0.7038729579	    0.6264414438	      1.79900105
            0.48	     1.731579471	     1.640376463	    0.7265785371	    0.6522309991	     1.824775278
           0.495	     1.756267709	     1.651445433	    0.7492841164	    0.6783896454	     1.850549505
            0.51	     1.781124537	     1.662854987	    0.7719896957	    0.7049198733	     1.876323733
