 LIQ	 GLR	WCUT	 LFG	 WHP	True            	Spline          	eSpline         	Linear          	eLinear         
   1	   1	   1	   1	   1	      386.800431	     370.7844754	     16.01595558	     370.5643895	      16.2360415
   2	   1	   1	   1	   1	      371.634409	     381.0117984	    -9.377389381	     382.4584367	    -10.82402767
   3	   1	   1	   1	   1	      373.774448	     361.3765293	      12.3979187	     376.3015223	    -2.527074333
   4	   1	   1	   1	   1	      385.635749	     389.9921808	     -4.35643184	      388.218959	        -2.58321
   5	   1	   1	   1	   1	       402.66347	     401.1467301	     1.516739891	      404.262593	       -1.599123
   6	   1	   1	   1	   1	      422.889437	      419.691191	        3.198246	      419.691191	        3.198246
   1	   1	   1	   1	   2	      399.960828	     391.4692298	      8.49159822	     391.3320535	       8.6287745
   2	   1	   1	   1	   2	      392.304161	     397.2574772	    -4.953316162	     398.0566773	    -5.752516333
   3	   1	   1	   1	   2	      394.248376	      387.719645	     6.528730986	     395.9088667	    -1.660490667
   4	   1	   1	   1	   2	      403.118278	     405.4011868	    -2.282908845	     405.4389275	      -2.3206495
   5	   1	   1	   1	   2	      416.629479	     416.1931687	    0.4363103281	      418.546917	       -1.917438
   6	   1	   1	   1	   2	      433.975556	       430.14068	        3.834876	       430.14068	        3.834876
   1	   1	   1	   1	   3	      411.342884	     407.4508137	     3.892070299	     407.3567725	       3.9861115
   2	   1	   1	   1	   3	      408.427362	      410.669479	    -2.242117007	     411.0847697	    -2.657407667
   3	   1	   1	   1	   3	      410.568541	      407.668503	     2.900037984	     411.7441707	    -1.175629667
   4	   1	   1	   1	   3	      418.377788	     419.3040138	    -0.926225755	     420.3320655	      -1.9542775
   5	   1	   1	   1	   3	       430.09559	     430.3064584	   -0.2108683828	     432.0247085	      -1.9291185
   6	   1	   1	   1	   3	      445.671629	      441.813392	        3.858237	      441.813392	        3.858237
   1	   1	   1	   2	   1	      147.338174	     154.6316681	    -7.293494112	      156.591838	       -9.253664
   2	   1	   1	   2	   1	      191.325362	     188.7381115	     2.587250533	     185.1562527	     6.169109333
   3	   1	   1	   2	   1	       260.79241	      259.528131	     1.264278996	     239.0790527	     21.71335733
   4	   1	   1	   2	   1	      334.586434	     339.2910885	    -4.704654525	     318.4730625	      16.1133715
   5	   1	   1	   2	   1	      376.153715	     376.4394294	   -0.2857143828	     371.6269535	       4.5267615
   6	   1	   1	   2	   1	      408.667473	      417.720996	       -9.053523	      417.720996	       -9.053523
   1	   1	   1	   2	   2	       191.62109	     190.1294467	     1.491643302	     192.0350305	      -0.4139405
