            True	          Spline	         eSpline	          Linear	         eLinear
      412.164964	     431.2178528	    -19.05288882	     406.3606355	       5.8043285
        345.9453	     372.5618604	    -26.61656041	     374.9364967	    -28.99119667
      363.208754	     346.8106187	     16.39813527	      368.182345	       -4.973591
       420.89845	     432.7905333	    -11.89208327	      411.418807	        9.479643
      369.084714	     391.1408729	    -22.05615892	     393.1010833	    -24.01636933
      382.539944	     369.5172133	     13.02273073	      387.159107	       -4.619163
      432.414561	     440.0029947	    -7.588433727	      422.361101	        10.05346
      192.812644	      186.954158	      5.85848602	     185.1872083	     7.625435667
      311.918531	     318.8591848	    -6.940653818	      302.956638	        8.961893
      405.712249	     405.2071052	    0.5051438182	      421.109652	      -15.397403
      225.929195	     226.5897197	   -0.6605247222	     225.5120853	    0.4171096667
      327.093155	      330.177884	       -3.084729	     320.4791745	       6.6139805
      412.632668	      413.695294	       -1.062626	     423.3940035	     -10.7613355
      254.758058	     261.4657213	    -6.707663288	      260.857656	       -6.099598
      344.731552	     344.7734631	  -0.04191109091	     339.3008755	       5.4306765
      422.523629	     425.0418109	    -2.518181909	     430.5143985	      -7.9907695
      162.778981	     154.9163775	     7.862603485	      152.722758	       10.056223
      297.804038	     308.1955256	    -10.39148764	       288.45295	        9.351088
      403.192705	     401.4243344	     1.768370636	       421.16691	      -17.974205
      189.265149	     179.5690626	     9.696086439	      177.558275	       11.706874
      309.587082	     319.8975635	    -10.31048155	     301.8004755	       7.7866065
      408.745149	     405.1223285	     3.622820545	     423.2194165	     -14.4742675
      216.654041	     206.2778492	     10.37619181	     204.4526043	     12.20143667
      324.792037	     334.3866837	    -9.594646727	       317.95948	        6.832557
      417.208213	     412.7193903	     4.488822727	      429.146594	      -11.938381
      319.326435	     354.7297823	    -35.40334732	     357.8289637	    -38.50252867
      347.479023	     324.0535299	     23.42549309	      351.946162	       -4.467139
      419.282701	     440.1770481	    -20.89434709	      412.284416	        6.998285
      348.876247	     379.9181578	    -31.04191076	     382.6350267	    -33.75877967
      366.416314	     347.4761264	     18.94018764	     371.9279465	      -5.5116325
      427.973954	     441.8747756	    -13.90082164	     417.4229555	      10.5509985
       371.73935	      398.366605	    -26.62725504	     400.6773087	    -28.93795867
      385.646988	     369.9436658	     15.70332218	     390.7399985	      -5.0930105
       439.40151	     449.1220642	    -9.720554182	     428.3257315	      11.0757785
      199.923495	     195.6102292	     4.313265813	     193.9786107	     5.944884333
      317.023582	     323.9981942	    -6.974612182	     309.3136275	       7.7099545
      413.647552	     412.5134758	     1.134076182	     427.1980425	     -13.5504905
      233.614959	     236.7960462	    -3.181087247	     235.9718477	    -2.356888667
      332.223853	     334.0462357	    -1.822382727	     326.6284485	       5.5954045
       420.48357	     421.9537603	    -1.470190273	     429.3715475	      -8.8879775
      263.038644	     272.6262541	    -9.587610096	     272.3575537	    -9.318909667
      349.729623	     347.5779514	     2.151671636	     345.1596475	       4.5699755
      430.226451	     433.8993926	    -3.672941636	     436.3176965	      -6.0912455
      168.305613	     160.2924444	     8.013168616	     157.9936427	     10.31197033
      303.376766	     316.5679235	    -13.19115745	      295.878708	        7.498058
      412.031328	     408.4626085	     3.568719455	      429.151824	      -17.120496
      195.479159	     185.9838102	     9.495348828	     183.8960587	     11.58310033
      315.206037	     328.1894385	    -12.98340155	      309.399675	        5.806362
      417.467726	     412.0175335	     5.450192545	      430.807297	      -13.339571
      223.388868	     214.5412184	     8.847649606	      212.716905	       10.671963
      330.515418	     342.0577975	    -11.54237955	      325.638977	        4.876441
      425.769245	     419.6480245	     6.121220545	      436.066845	        -10.2976
      323.397683	     368.0391268	    -44.64144381	     371.8261133	    -48.42843033
      352.214684	     323.1122838	     29.10240018	     357.1951625	      -4.9804785
      429.369363	     455.0838102	    -25.71444718	     421.0009315	       8.3684315
      352.601358	     392.7906452	    -40.18928724	     396.1756883	    -43.57433033
       371.14315	     346.5095526	     24.63359736	     376.9749405	      -5.8317905
      437.999342	     456.3102794	    -18.31093736	     425.8448915	      12.1544505
      375.151868	     411.0378459	    -35.88597786	     414.0204573	    -38.86858933
      390.129793	     368.7815687	     21.34822427	      395.625072	       -5.495279
      449.303409	     463.5588473	    -14.25543827	      436.715344	       12.588065
      207.258225	     205.3444598	     1.913765172	     203.8384543	     3.419770667
      321.867334	     330.9455765	    -9.078242455	      317.391527	        4.475807
      425.864581	     422.1094535	     3.755127455	      435.663503	       -9.798922
      241.752798	     248.4199131	    -6.667115121	      247.859077	       -6.106279
      337.433759	     339.8028101	    -2.369051091	      334.755285	        2.678474
      432.927884	     433.2309759	   -0.3030919091	      438.278501	       -5.350617
       272.01207	      286.219721	    -14.20765103	      286.359819	      -14.347749
      355.398721	     352.0141583	     3.384562727	       353.27504	        2.123681
      443.140377	     446.8383717	    -3.697994727	       445.57749	       -2.437113
      174.020952	     165.9270986	     8.093853369	     163.5142313	     10.50672067
      309.612279	     325.3942502	    -15.78197118	     303.6784445	       5.9338345
      425.227594	     415.7651758	     9.462418182	     437.4809815	     -12.2533875
      201.910291	     193.4793162	     8.430974823	     191.3526773	     10.55761367
      321.395721	     336.7895571	    -15.39383609	     317.6498075	       3.7459135
      430.992158	     420.1201769	     10.87198109	     439.2599265	      -8.2677685
      230.481463	     223.9720455	      6.50941751	     222.1852387	     8.296224333
      336.685163	     350.5512089	    -13.86604591	     334.4699475	       2.2152155
      439.877567	     428.7918811	     11.08568591	     444.8731425	      -4.9955755
      272.529968	     302.5028404	    -29.97287236	     305.1071543	    -32.57718633
      312.931011	     290.7567037	     22.17430727	     314.1955295	      -1.2645185
      384.832335	     407.0470963	    -22.21476127	     383.6082705	       1.2240645
      306.282577	     332.2813997	    -25.99882273	      334.651617	       -28.36904
      330.242745	     312.6000155	     17.64272945	      333.931971	       -3.689226
        391.8447	     406.4491785	    -14.60447845	      385.117223	        6.727477
      331.933333	     352.8595754	    -20.92624235	     354.7817987	    -22.84846567
      349.100578	     335.8279962	     13.27258182	      353.128006	       -4.027428
      401.893816	     410.5118718	    -8.618055818	      393.211862	        8.681954
      168.223255	     160.4933635	      7.72989154	     158.6432767	     9.579978333
      289.857104	     295.9083996	    -6.051295636	     279.2576185	      10.5994855
      381.858026	     382.7240504	   -0.8660243636	     399.3748315	     -17.5168055
      199.834652	     195.8071307	     4.027521273	      194.415332	         5.41932
      303.481518	     308.1014845	    -4.619966545	      295.575296	        7.906222
      387.526146	     387.3094875	    0.2166585455	      399.835676	       -12.30953
      228.269349	      228.446046	   -0.1766970354	     227.3430647	    0.9262843333
       320.26223	     323.8358578	    -3.573627818	     313.9090255	       6.3532045
      396.203587	     395.1378842	     1.065702818	     405.0647165	      -8.8611295
      146.385387	     140.6244022	     5.760984823	     138.7561973	     7.629189667
      279.290534	     285.5645091	    -6.273975091	     268.7506655	      10.5398685
      381.408045	     384.1622729	    -2.754227909	     400.9761165	     -19.5680715
       170.43296	     162.8932384	     7.539721641	     161.1765603	     9.256399667
      289.688174	     296.1379997	    -6.449825727	     280.6878975	       9.0002765
      386.037139	     386.8193283	   -0.7821892727	     402.2694305	     -16.2322915
      196.297407	     187.6855765	      8.61183054	     186.0683947	     10.22901233
      303.968659	     310.5873156	    -6.618656636	     296.0326795	       7.9359795
      393.509868	     392.5190904	    0.9907776364	     407.0737265	     -13.5638585
      275.653485	     306.3524289	    -30.69894393	     309.0373283	    -33.38384333
      315.671385	     293.1278899	     22.54349509	     317.2919845	      -1.6205995
      389.076156	     411.5300741	    -22.45391809	     387.3659795	       1.7101765
      309.176705	     336.0333949	    -26.85668989	     338.4797943	    -29.30308933
      333.002761	      315.000349	       18.002412	      337.017944	       -4.015183
      396.083074	      410.907193	      -14.824119	      388.889598	        7.193476
      334.712181	     356.6505952	    -21.93841416	     358.6578863	    -23.94570533
      351.860519	     338.1084385	     13.75208055	      356.174059	        -4.31354
      406.112549	     415.0883155	    -8.975766545	      397.022695	        9.089854
      171.842106	     164.1705754	     7.671530551	     162.3648313	     9.477274667
      292.493565	     298.7017505	    -6.208185545	     282.4500535	      10.0435115
      386.028865	     386.5856155	   -0.5567504545	     402.8373125	     -16.8084475
       203.75622	     200.1210713	     3.635148667	      198.829481	        4.926739
      306.100087	      310.295055	       -4.194968	      298.670742	        7.429345
      391.683743	      391.753123	        -0.06938	      403.377436	      -11.693693
      232.198967	     233.0896073	   -0.8906403384	     232.1131257	   0.08584133333
      322.821289	     325.7457415	    -2.924452545	     316.9574065	       5.8638825
      400.331899	     399.8121825	    0.5197165455	     408.6005175	      -8.2686185
      149.198579	     143.0098398	     6.188739237	     141.1161217	     8.082457333
      282.157163	     288.9299874	    -6.772824364	     271.8865245	      10.2706385
      385.600836	     387.5418006	    -1.940964636	     404.5852635	     -18.9844275
      173.587713	     165.5352483	     8.052464697	      163.808654	        9.779059
      292.510925	     299.3647147	    -6.853789727	      283.825366	        8.685559
      390.212603	     390.3232253	   -0.1106222727	      405.862574	      -15.649971
      199.770362	     190.4997642	     9.270597753	     188.8888017	     10.88156033
      306.712108	     313.6142177	    -6.902109727	     299.1155545	       7.5965535
      397.658016	     396.1447183	     1.513297727	     410.6433815	     -12.9853655
      281.159042	     313.9196338	    -32.76059176	     316.7985617	    -35.63951967
      320.596493	     297.0302074	     23.56628564	     322.9405585	      -2.3440655
      397.189741	     420.3766526	    -23.18691164	     394.4663015	       2.7234395
      314.231907	     343.3153885	    -29.08348155	      345.951848	      -31.719941
      337.934749	     318.8562009	     19.07854809	      342.584336	       -4.649587
      404.191606	     419.8245631	    -15.63295709	      396.096428	        8.095178
       339.53773	     363.9377167	     -24.3999867	      366.148064	      -26.610334
      356.792389	     341.7448773	     15.04751173	      361.638003	       -4.845614
      414.190618	     424.1453547	    -9.954736727	      404.252229	        9.938389
      178.817741	     171.7202873	     7.097453747	     169.9971603	     8.820580667
      297.630156	     304.3300843	    -6.699928273	      288.821942	        8.808214
      394.192246	     393.8380497	    0.3541962727	      409.346192	      -15.153946
      211.186853	     208.9615706	     2.225282379	      207.856192	        3.330661
       311.14126	     314.8302671	    -3.689007091	     304.8818595	       6.2594005
       399.81356	     399.9826789	   -0.1691189091	     409.9310865	     -10.1175265
      239.942745	     242.5597839	    -2.617038944	     241.8415517	    -1.898806667
      327.717243	      329.393255	       -1.676012	     322.9291645	       4.7880785
      408.410719	      408.780781	       -0.370062	     415.2448715	      -6.8341525
      154.636463	     148.0129582	     6.623504848	      146.024635	        8.611828
      287.966063	     296.4271474	    -8.461084364	      278.532239	        9.433824
      393.940739	     393.5710266	    0.3697123636	      411.465935	      -17.525196
       179.68597	     171.1515811	     8.534388909	      169.345511	       10.340459
      298.323486	     306.8377168	    -8.514230818	      290.583086	          7.7404
      398.524817	     396.2450132	     2.279803818	      412.499644	      -13.974827
      206.291132	     196.4570119	     9.834120071	     194.7959057	     11.49522633
      312.409187	     320.7054234	    -8.296236364	      305.755467	         6.65372
      405.884818	     402.2072546	     3.677563364	      417.157211	      -11.272393
      285.876717	     321.6442579	    -35.76754087	     324.7799323	    -38.90321533
      324.795863	     299.6783934	     25.11746964	     327.8994635	      -3.1036005
      404.907514	     429.2647466	    -24.35723264	     401.0436765	       3.8638375
      318.386611	      350.591875	    -32.20526403	     353.4831953	    -35.09658433
      342.051321	     321.3296727	     20.72164827	     347.3515555	      -5.3002345
      411.887837	     428.8069653	    -16.91912827	     402.7850825	       9.1027545
      343.378681	     371.0877316	    -27.70905064	     373.5634687	    -30.18478767
      360.831506	     343.9607873	     16.87071873	     366.2424205	      -5.4109145
      421.799101	     433.2288707	    -11.42976973	     410.9472375	      10.8518635
      185.732524	     179.6477741	     6.084749899	     178.0199533	     7.712570667
      302.964512	     309.8668289	    -6.902316909	      295.216442	         7.74807
      402.302431	     401.0159831	     1.286447909	       415.66637	      -13.363939
      218.506022	      218.240198	    0.2658240354	     217.3308673	     1.175154667
      316.379051	     319.3238462	    -2.944795182	     311.1398705	       5.2391805
      407.868368	     408.0292918	   -0.1609238182	     416.2132675	      -8.3448995
      247.656623	      252.731331	    -5.074707965	     252.2911243	    -4.634501333
      332.699257	     332.9110112	   -0.2117541818	     328.9491515	       3.7501055
      416.362533	     417.5134488	    -1.150915818	     421.4753085	      -5.1127755
      160.061285	     153.1269423	     6.934342657	     151.0401023	     9.021182667
      293.669858	     304.2492341	    -10.57937609	      285.467674	        8.202184
      402.502733	     400.0123959	     2.490337091	      418.793956	      -16.291223
       185.72613	     176.9278269	     8.798303126	     175.0357723	     10.69035767
      304.084553	     314.6638974	    -10.57934436	     297.6354065	       6.4491465
      407.025663	     402.4478946	     4.577768364	     419.4763855	     -12.4507225
      212.752793	      202.990927	      9.76186596	     201.2680113	     11.48478167
      318.303452	     328.3698784	    -10.06642636	      312.863637	        5.439815
      414.267641	     408.2474176	     6.020223364	      423.753659	       -9.486018
      290.622121	     331.0376342	    -40.41551322	     334.5420127	    -43.91989167
      328.989582	     301.2758375	     27.71374455	     332.8152435	      -3.8256615
      412.789521	     439.1486165	    -26.35909555	     407.6092105	       5.1803105
      322.408587	     359.2451039	    -36.83651694	       362.49484	      -40.086253
      345.955128	     322.6973995	     23.25772855	      351.945024	       -5.989896
      419.661672	     438.6204205	    -18.95874855	      409.372796	       10.288876
      346.789314	     379.3355466	    -32.54623262	     382.1828343	    -35.39352033
      364.425283	     344.8331955	     19.59208745	      370.458785	       -6.033502
      429.429446	     443.0926385	    -13.66319245	      417.467049	       11.962397
      192.671327	     188.3416818	     4.329645167	      186.821815	        5.849512
       308.28212	      316.115861	       -7.833741	     302.4370595	       5.8450605
      411.129487	      409.474847	         1.65464	     423.1536485	     -12.0241615
      226.032814	     228.3610976	    -2.328283636	      227.665369	       -1.632555
      321.770068	     324.4309297	    -2.660861727	      318.169372	        3.600696
      416.590116	     417.2737883	   -0.6836722727	      423.535346	        -6.94523
      255.704006	     264.1139958	    -8.409989798	     263.9883403	    -8.284334333
       338.22631	     336.8131992	     1.413110818	        335.6823	         2.54401
      424.902418	     427.3789268	    -2.476508818	      428.509826	       -3.607408
      165.543271	     158.4030853	     7.140185722	     156.2208717	     9.322399333
      299.544995	      312.712423	      -13.167428	     293.0725005	       6.4724945
      412.212948	      407.892717	        4.320231	     427.5326395	     -15.3196915
      191.860501	     183.1688047	     8.691696348	      181.211137	       10.649364
      309.995135	     323.1277774	    -13.13264236	     305.5087685	       4.4863665
      416.611825	     410.5512466	     6.060578364	     428.1702555	     -11.5584305
      219.397091	     210.9610977	     8.435993283	     209.2460347	     10.15105633
      324.167852	     336.4109915	    -12.24313945	      320.975424	        3.192428
      423.686268	     416.7809885	     6.905279455	      432.216556	       -8.530288
      296.116415	     346.8442889	     -50.7278739	     351.1501797	    -55.03376467
      334.381068	     300.6567221	     33.72434591	      339.409739	       -5.028671
      426.161921	     457.2384319	    -31.07651091	      418.485415	        7.676506
      327.697209	     375.2826526	    -47.58544364	     379.3465207	    -51.64931167
      351.758311	     322.0667813	     29.69152973	     358.6415935	      -6.8832825
        433.4991	     457.0149327	    -23.51583273	     420.4401205	      13.0589795
      352.191517	     395.8780446	    -43.68652757	     399.5534023	    -47.36188533
      370.593928	     344.2531566	     26.34077136	     377.3313765	      -6.7374485
      443.887414	     461.6380994	    -17.75068536	     428.5598795	      15.3275345
      199.806047	     197.9420418	     1.864005187	     196.5224223	     3.283624667
      313.855487	     323.5646068	    -9.709119818	     310.7880315	       3.0674555
      425.389395	     419.1339732	     6.255421818	     431.9105485	      -6.5211535
      233.947316	     240.0379136	    -6.090597626	     239.5478727	    -5.600556667
      327.394445	     331.3280056	    -3.933560636	      326.917637	        0.476808
      431.394934	     428.2193864	     3.175547636	      432.629755	       -1.234821
      264.402092	      277.716739	    -13.31464705	      277.918006	      -13.515914
      344.019991	     342.9086969	     1.111294091	     344.7200995	      -0.7001085
      440.480373	     440.0288331	    0.4515399091	     438.2174305	       2.2629425
      171.361117	     163.9334845	     7.427632475	     161.6474633	     9.713653667
      306.783078	     321.5927127	    -14.80963473	      301.018522	        5.764556
      426.784244	     415.9799433	     10.80430073	      436.554134	        -9.76989
      198.200976	       190.42122	      7.77975603	      188.428274	        9.772702
      317.089694	     331.7375967	    -14.64790273	      313.801083	        3.288611
      431.790462	     419.1835033	     12.60695873	      437.120017	       -5.329555
       226.37166	     220.2061137	     6.165546283	     218.5360287	     7.835631333
      331.209281	     344.7784615	    -13.56918045	      329.747696	        1.461585
      439.748332	     426.2572825	     13.49104945	      441.288048	       -1.539716
      247.725364	     280.6595587	    -32.93419469	     283.4348903	    -35.70952633
      299.412162	     274.6089317	     24.80323027	     299.5869165	      -0.1747545
      381.223435	     407.1582323	    -25.93479727	     382.1802475	      -0.9568125
       283.38177	     313.2373266	    -29.85555663	     315.9582227	    -32.57645267
      314.930204	     293.8433616	     21.08684236	      318.331426	       -3.401222
      386.918532	     405.8434744	    -18.92494236	       381.35541	        5.563122
      310.759635	     335.8261358	    -25.06650081	     338.1395157	    -27.37988067
      332.939545	     316.4358123	     16.50373273	      337.256231	       -4.316686
       395.61912	     407.7932937	    -12.17417373	      386.972875	        8.646245
      162.537437	     155.1528301	     7.384606939	       153.45455	        9.082887
      283.075122	     288.9483245	    -5.873202545	      273.663804	        9.411318
      380.636888	     381.2961275	   -0.6592394545	      396.580648	       -15.94376
      193.727108	     188.8034057	     4.923702288	      187.585786	        6.141322
      295.066097	     299.3389009	    -4.272803909	     288.3803235	       6.6857735
      385.285923	     385.0268291	    0.2590939091	     395.9854065	     -10.6994835
      222.278357	     220.8071754	     1.471181591	      219.884041	        2.394316
      310.632784	     313.9733312	    -3.340547182	     305.6651215	       4.9676625
      392.784237	     391.4227288	     1.361508182	     399.7309385	      -6.9467015
      144.352317	     139.4566435	       4.8956735	        137.6466	        6.705717
      276.617741	      283.291872	       -6.674131	     267.0014805	       9.6162605
      382.036968	      383.363306	       -1.326338	     399.6536975	     -17.6167295
      167.563541	     160.8293689	     6.734172091	      159.194623	        8.368918
      285.740182	     292.5500672	    -6.809885182	      277.837354	        7.902828
      385.879145	     385.3505388	    0.5286061818	      400.063252	      -14.184107
      193.187726	     185.0993875	      8.08833848	     183.5866417	     9.601084333
       298.85744	     305.7590632	    -6.901623182	     292.1443505	       6.7130895
      392.338117	     389.9928408	     2.345276182	     403.6075535	     -11.2694365
       250.82632	     284.4798989	    -33.65357887	     287.3432793	    -36.51695933
      301.968742	     276.7693184	     25.19942364	     302.5397425	      -0.5710005
       385.33614	     411.5664876	    -26.23034764	     385.7960635	      -0.4599235
      286.172216	     316.8247969	    -30.65258093	     319.6237757	    -33.45155967
      317.494778	     296.0497434	     21.44503464	      321.240552	       -3.745774
      391.023738	     410.1645946	    -19.14085664	      384.973786	        6.049952
      313.360793	     339.3953757	    -26.03458274	      341.792329	      -28.431536
      335.468873	     318.5424252	     16.92644782	     340.1150045	      -4.6461315
      399.708572	     412.1841228	    -12.47555082	     390.6115435	       9.0970285
      166.084268	     158.6934352	     7.390832813	     157.0351607	     9.049107333
      285.759195	     291.7501762	    -5.990981182	     276.8257055	       8.9334895
      384.793432	     385.1399218	   -0.3464898182	     400.0643925	     -15.2709605
      197.468535	     193.0257486	     4.442786404	     191.8937027	     5.574832333
      297.708524	     301.7026244	    -3.994100364	      291.514211	        6.194313
      389.432475	     389.2481316	    0.1843433636	      399.436545	       -10.00407
      226.169992	     225.3791194	    0.7908726111	     224.5804383	     1.589553667
      313.206873	      315.865885	       -2.659012	     308.6777555	       4.5291175
      396.900229	      396.048399	         0.85183	     403.2365285	      -6.3362995
       147.12785	     141.7508115	       5.3770385	      139.923154	        7.204696
      279.538852	       286.54216	       -7.003308	     270.0932425	       9.4456095
      386.266187	      386.995978	       -0.729791	     403.4448955	     -17.1787085
      170.675658	     163.4664226	     7.209235384	     161.8254193	     8.850238667
      288.675417	     295.7499685	    -7.074551545	      280.980939	        7.694478
      390.093503	     388.9838635	     1.109639545	      403.752893	       -13.65939
      196.491989	     187.8934357	     8.598553328	     186.3872897	     10.10469933
      301.733163	     308.7953995	    -7.062236545	     295.2400855	       6.4930775
      396.516127	     393.6866205	     2.829506545	     407.2419345	     -10.7258075
      256.514774	     292.2657167	    -35.75094273	      295.337085	      -38.822311
      306.754205	     280.4840795	     26.27012545	      308.126394	       -1.372189
      393.422912	     420.3912225	    -26.96831045	      392.748908	        0.674004
      291.214908	     324.0750823	    -32.86017433	     327.0662763	    -35.85136833
      322.207723	     299.7704665	     22.43725655	     326.6912125	      -4.4834895
      399.077942	     418.9181415	    -19.84019955	     391.9973955	       7.0805465
      318.006892	     346.4841972	     -28.4773052	      349.085796	      -31.078904
      340.103161	     321.9615013	     18.14165973	     345.3758905	      -5.2727295
      407.700478	     421.0789127	    -13.37843473	     397.6645235	      10.0359545
      172.894744	     166.0316317	     6.863112328	     164.4369797	     8.457764333
      291.252526	     297.6740995	    -6.421573545	     283.3222315	       7.9302945
      393.092978	     392.4016885	    0.6912895455	     406.7535565	     -13.6605785
      204.700058	     201.7158958	     2.984162197	      200.746571	        3.953487
      303.086599	     306.6254797	    -3.538880727	     297.9015565	       5.1850425
       397.68629	     397.3924683	    0.2938217273	     406.1163915	      -8.4301015
      233.632258	     234.9492634	    -1.317005374	     234.3885683	   -0.7563103333
      318.381109	     319.9290574	    -1.547948364	      314.882802	        3.498307
      405.072322	     404.8269006	    0.2454213636	      409.873156	       -4.800834
      152.497667	     146.6218062	     5.875860763	     144.7188403	     7.778826667
      285.327274	     293.8427486	    -8.515474636	     276.7160555	       8.6112185
      394.812503	     393.7203994	     1.092103636	     410.8470925	     -16.0345895
      176.694544	     169.0078586	     7.686685369	     167.3099913	     9.384552667
      294.518011	     302.9983182	    -8.480307182	     287.7175125	       6.8004985
      398.595683	     395.6269878	     2.968695182	     410.9077935	     -12.3121105
      202.887996	     193.8031516	     9.084844359	     192.2511047	     10.63689133
      307.651239	     315.9520113	    -8.300772273	     301.9835885	       5.6676505
      404.941063	     400.1801107	     4.760952273	     414.1485335	      -9.2074705
      262.054375	     300.8924921	    -38.83811714	      304.234677	      -42.180302
      311.324678	     283.4759337	     27.84874427	     313.5555975	      -2.2309195
      401.469357	     429.5912223	    -28.12186527	     399.5115585	       1.9577985
      295.980218	     331.9696057	    -35.98938773	     335.2183987	    -39.23818067
      326.616072	     302.6211631	     23.99490891	     331.8602995	      -5.2442275
      407.070621	     428.0954149	    -21.02479391	     398.8562785	       8.2143425
      322.230978	     354.0410076	    -31.81002963	     356.9117633	    -34.68078533
      344.304756	     324.4185722	     19.88618382	     350.2553735	      -5.9506175
      415.595608	     430.3736138	    -14.77800582	     404.5368125	      11.0587955
      179.603488	     173.8132515	     5.790236495	     172.2879607	     7.315527333
      296.748028	     303.8694445	    -7.121416545	      290.141827	        6.606201
      401.622653	     399.9962995	     1.626353545	      413.723917	      -12.101264
      211.892548	     210.9395566	    0.9529914343	     210.1432537	     1.749294333
      308.660635	     311.7588761	    -3.098241091	       304.59215	        4.068485
       406.16935	     405.8386219	    0.3307280909	      413.005348	       -6.835998
      241.158716	      245.123587	    -3.964871005	     244.8158927	    -3.657176667
      323.969375	     324.1219745	   -0.1525995455	     321.3527255	       2.6166495
      413.438926	     413.8633115	   -0.4243854545	     416.6325605	      -3.1936345
      157.858798	     151.6508679	     6.207930131	     149.6617117	     8.197086333
      291.228838	     301.8229948	    -10.59415682	      283.920589	        7.308249
      403.813437	     401.2685832	     2.544853818	      419.170989	      -15.357552
      182.654807	     174.7245969	     7.930210111	     172.9592383	     9.695568667
      300.346695	      310.901825	       -10.55513	      295.013598	        5.333097
      407.544943	      403.026629	        4.518314	      418.914856	      -11.369913
      209.266676	     200.1340544	     9.132621591	      198.520327	       10.746349
      313.494793	     323.8962152	    -10.40142218	     309.3726685	       4.1221245
      413.790217	     407.1502408	     6.639976182	     421.6737875	      -7.8835705
      267.994954	     312.1381111	    -44.14315709	     315.9205483	    -47.92559433
      316.592356	     285.4570683	     31.13528773	     319.4990035	      -2.9066475
      410.312979	     441.5258317	    -31.21285273	     407.4838965	       2.8290825
      301.361807	      342.308909	    -40.94710203	      345.953655	      -44.591848
      331.838206	     304.7888843	     27.04932173	      337.591598	       -5.753392
      415.796568	     439.4293137	    -23.63274573	        406.6266	        9.169968
      327.230106	     363.9116737	    -36.68156774	     367.1594723	    -39.92936633
        349.2382	     326.5099206	     22.72827936	      355.740108	       -6.501908
      424.134006	     441.1960454	    -17.06203936	      411.965858	       12.168148
      186.415756	     182.2952304	     4.120525631	     180.8461717	     5.569584333
      302.545301	     310.9208548	    -8.375553818	     297.8793265	       4.6659745
      411.379062	     409.0027132	     2.376348818	     422.0442415	     -10.6651795
      219.257205	     221.0882261	    -1.831021146	     220.4735143	    -1.216309333
      314.435698	     317.9011008	    -3.465402818	     312.3686945	       2.0670035
      415.807447	     415.8395352	  -0.03208818182	     421.3719415	      -5.5644945
       249.02836	     256.4870892	    -7.458729172	     256.4577487	    -7.429388667
      329.740821	     329.2459065	    0.4949144545	      328.981842	        0.758979
      422.884337	     424.7710775	    -1.886740455	      425.035142	       -2.150805
      163.512423	     156.8651802	     6.647242833	      154.783956	        8.728467
      297.664613	      310.154936	      -12.490323	     291.4239185	       6.2406945
       414.33454	      409.092586	        5.241954	     427.8236035	     -13.4890635
      188.704144	     180.7530981	     7.951045869	     178.9209883	     9.783155667
      306.738842	     319.3160752	    -12.57723318	      302.827087	        3.911755
       417.96521	     411.2398148	     6.725395182	      427.728803	       -9.763593
      215.813246	     207.8746529	     7.938593051	     206.2709553	     9.542290667
      319.822582	     332.0037565	    -12.18117455	      317.570478	        2.252104
      424.006839	     416.2552155	     7.751623545	      430.688494	       -6.681655
      275.071278	       328.35879	    -53.28751204	     332.8911497	    -57.81987167
      321.677663	     285.9524848	     35.72517818	     326.7437215	      -5.0660585
      425.257033	     459.0502992	    -33.79326618	     418.2590625	       6.9979705
       307.96241	     359.8947391	     -51.9323291	     364.4009417	    -56.43853167
      337.375113	     304.3994714	     32.97564164	     344.9552945	      -7.5801815
      431.321209	     458.7200446	    -27.39883564	     418.1642215	      13.1569875
      333.768389	     382.2672374	    -48.49884841	     386.4330997	    -52.66471067
      355.396187	     325.8757217	     29.52046527	      363.368482	       -7.972295
      440.711233	     461.7573883	    -21.04615527	      424.264628	       16.446605
      193.684855	     191.5060748	     2.178780202	     190.1491143	     3.535740667
      308.697992	     318.4585412	    -9.760549182	      306.245897	        2.452095
      426.566607	     418.9758328	     7.590774182	      431.188477	        -4.62187
      227.012564	     232.6013622	    -5.588798187	     232.1766877	    -5.164123667
      320.777194	     325.0232112	    -4.246017182	     321.2011405	      -0.4239465
      431.633581	     426.7355008	     4.898080182	     430.5575715	       1.0760095
      257.480267	     270.0206012	    -12.54033416	     270.2745533	    -12.79428633
       336.15402	     336.0224995	    0.1315205455	      338.308069	       -2.154049
      439.861187	     436.8919405	     2.969246455	      434.606371	        5.254816
      169.423815	     162.3027612	     7.121053843	     160.1298737	     9.293941333
      305.512667	     319.1750699	    -13.66240291	     299.6190825	       5.8935845
      429.683946	     418.2451821	     11.43876391	     437.8011695	      -8.1172235
        195.2606	       187.73162	         7.52898	      185.867593	        9.393007
      314.769578	      328.087855	      -13.318277	      311.311612	        3.457966
      433.934172	      420.785467	       13.148705	       437.56171	       -3.627538
      222.749535	     216.8513678	     5.898167177	     215.2972997	     7.452235333
      327.875541	     340.4354899	    -12.55994891	     326.4488765	       1.4266645
      441.158955	     426.4748661	     14.68408891	     440.4614795	       0.6974755
      227.013085	     261.8212575	     -34.8081725	      264.649884	      -37.636799
      289.531275	       263.17557	       26.355705	     288.6332085	       0.8980665
       379.91375	      408.298396	      -28.384646	     382.8407575	      -2.9270075
      263.719921	     296.0588592	    -32.33893819	     298.9958813	    -35.27596033
      303.303495	     279.7390187	     23.56447627	      306.172218	       -2.868723
