            True	          Spline	         eSpline	          Linear	         eLinear
       458.09441	     458.5515385	   -0.4571285455	      451.203979	        6.890431
      434.546686	     440.0706514	    -5.523965429	     440.6314147	    -6.084728667
       443.97871	     441.0322724	     2.946437636	     446.0791415	      -2.1004315
       471.84388	     470.7264376	     1.117442364	     465.6795685	       6.1643115
      209.358515	     206.1758097	     3.182705348	      203.915042	        5.443473
      343.828903	     350.2216124	    -6.392709364	     329.8747035	      13.9541995
       424.88975	     427.7371216	    -2.847371636	     448.0840305	     -23.1942805
      242.755497	     248.1432296	    -5.387732601	     246.5825453	    -3.827048333
      362.746138	     364.7398449	    -1.993706909	     350.6936865	      12.0524515
      435.733904	     441.1273291	    -5.393425091	     455.1734875	     -19.4395835
       270.92783	     282.5043665	    -11.57653648	     281.4097063	    -10.48187633
      382.089826	     380.7996508	     1.290175182	     370.9477095	      11.1421165
      448.809268	     456.3972492	    -7.587981182	     466.2491905	     -17.4399225
      169.384791	     159.9242309	     9.460560091	      157.575969	       11.808822
       312.63243	     321.1904932	    -8.558063182	      300.056136	       12.576294
      413.497126	     417.2335728	    -3.736446818	       438.36793	      -24.870804
      197.183449	     186.2120833	     10.97136569	     183.9993043	     13.18414467
      327.682493	     336.2930708	    -8.610577818	       316.37806	       11.304433
       422.11381	     424.2869192	    -2.173109182	       444.20193	       -22.08812
      225.053001	     214.5886401	     10.46436093	     212.5705193	     12.48248167
      345.272136	     353.0568136	    -7.784677636	      334.893727	       10.378409
       433.55851	     435.4295944	    -1.871084364	      453.592681	      -20.034171
      403.772233	     419.1207458	    -15.34851278	     420.5025947	    -16.73036167
       414.75983	      405.795948	        8.963882	      418.232588	       -3.472758
      453.544465	      458.043228	       -4.498763	      445.606588	        7.937877
      424.533715	     435.6925473	    -11.15883228	     436.7059373	    -12.17222233
      434.124576	     427.8202165	     6.304359455	      436.940727	       -2.816151
      467.035383	     468.6688715	    -1.633488455	      459.548361	        7.487022
      441.449719	     449.4619129	    -8.012193919	     450.2117423	    -8.762023333
       451.17039	     446.7310403	     4.439349727	      453.479505	       -2.309115
      481.028901	     481.0812337	  -0.05233272727	      474.332769	        6.696132
      217.398002	     214.8781958	     2.519806167	      212.829133	        4.568869
      347.677091	      353.736491	         -6.0594	     335.2949255	      12.3821655
      432.401877	      435.061701	       -2.659824	     453.5032665	     -21.1013895
      251.331289	      258.188702	    -6.857413015	      256.954739	        -5.62345
      366.522464	     367.0634926	   -0.5410286364	     355.9578255	      10.5646385
      443.287598	     449.7090874	    -6.421489364	     460.8147545	     -17.5271565
      279.814545	     293.9531384	    -14.13859339	     293.2951583	    -13.48061333
      385.789318	      382.018365	        3.770953	     376.0965445	       9.6927735
      456.367535	      466.101011	       -9.733476	     472.0228315	     -15.6552965
      175.655494	      165.319722	     10.33577199	     162.7825087	     12.87298533
      318.064178	     329.7136765	    -11.64949855	     306.8787565	      11.1854215
      420.981054	     420.3534735	    0.6275805455	     443.1883935	     -22.2073395
      204.159848	     193.0867159	     11.07313208	     190.7713533	     13.38849467
      333.098899	     344.0279073	    -10.92900827	      323.189644	        9.909255
      429.565115	     427.9711247	     1.593990273	      448.809388	      -19.244273
      232.547802	     223.0589985	     9.488803505	     221.0605453	     11.48725667
      350.517713	     359.4797515	    -8.962038455	      341.493673	         9.02404
      440.924002	     440.1191285	    0.8048734545	      458.105207	      -17.181205
      405.978193	      425.908929	    -19.93073602	     427.6310677	    -21.65287467
      417.523593	     405.8153632	     11.70822982	      421.314611	       -3.791018
      459.676485	     466.2789668	    -6.602481818	      450.779719	        8.896766
      426.620905	     442.4440241	    -15.82311914	     443.8024967	    -17.18159167
      436.913525	     427.8099753	     9.103549727	      440.036228	       -3.122703
      473.247444	     477.1271847	    -3.879740727	      464.900932	        8.346512
      443.640594	     456.2131357	    -12.57254171	      457.300021	      -13.659427
      454.107336	     446.9477059	     7.159630091	     456.7296735	      -2.6223375
      487.398186	     489.6626541	    -2.264468091	     479.8806865	       7.5174995
      225.414497	     224.1971653	     1.217331707	     222.3663887	     3.048108333
      352.348296	     357.3035516	    -4.955255636	      340.826562	       11.521734
      439.313247	     442.0193844	    -2.706137364	      458.496374	      -19.183127
      260.256066	     269.1401626	    -8.884096636	      268.250121	       -7.994055
      371.240313	     369.1941417	     2.046171273	      361.183767	       10.056546
      450.091691	     457.5040043	    -7.412313273	      465.514379	      -15.422688
      289.620134	     307.0530045	    -17.43287051	     306.8794193	    -17.25928533
      390.422322	     382.6815211	     7.740800909	     381.1192545	       9.3030675
      462.987109	     474.7245609	    -11.73745191	     476.2868275	     -13.2997185
      181.496772	     171.4250916	     10.07168037	     168.7586467	     12.73812533
      322.859242	     338.8299656	    -15.97072364	      314.831961	        8.027281
      430.516994	     426.9365864	     3.580407636	      450.934591	      -20.417597
       210.98742	     201.1424215	      9.84499851	     198.7704197	     12.21700033
      338.211466	     352.9004859	    -14.68901991	     331.5524695	       6.6589965
      438.922446	     435.0631461	     3.859299909	     456.4111625	     -17.4887165
      240.161287	     232.8119693	     7.349317732	     230.8194483	     9.341838667
      356.172415	     368.0644839	    -11.89206891	     350.1317955	       6.0406195
      450.002703	     447.4467761	     2.555926909	     465.3794645	     -15.3767615
      335.622245	      354.534125	    -18.91188005	      356.259931	      -20.637686
      354.564761	     341.8531559	     12.71160509	     357.3854095	      -2.8206485
       402.18019	     412.3860321	    -10.20584209	     396.8537785	       5.3264115
      362.332618	     375.7544027	    -13.42178473	     377.0046597	    -14.67204167
      374.442297	     366.2892741	     8.153022909	     377.5415865	      -3.0992895
       412.94756	     417.0154539	    -4.067893909	     405.7631415	       7.1844185
      382.576883	      391.541963	    -8.965080005	     392.4086207	    -9.831737667
      392.909977	     387.7974485	     5.112528455	     395.5973675	      -2.6873905
      425.907762	     426.7154175	   -0.8076554545	     418.9154985	       6.9922635
      181.400934	     175.6867741	     5.714159874	     173.3015297	     8.099404333
      312.316954	     320.1342546	    -7.817300636	     298.6670545	      13.6498995
      391.705566	     391.8785094	   -0.1729433636	     413.3457095	     -21.6401435
      213.970455	     213.8339779	    0.1364771364	      211.904849	        2.065606
      329.475276	     335.5367903	    -6.061514273	     318.1746305	      11.3006455
      400.325596	     400.0646777	    0.2609182727	     417.4268375	     -17.1012415
      243.187532	     246.7715155	     -3.58398352	     245.1275027	    -1.939970667
      348.276642	     353.0493722	    -4.772730182	     338.2532565	      10.0233855
      411.826028	     411.4565298	    0.3694981818	     426.2526455	     -14.4266175
      151.143868	     144.2589746	     6.884893379	      142.275596	        8.868272
      290.265806	     294.1654671	    -3.899661091	     276.3150595	      13.9507465
       385.86707	     393.5496069	    -7.682536909	     411.4000145	     -25.5329445
       176.39184	     168.2975581	     8.094281909	      166.377304	       10.014536
      303.776236	     308.4268398	    -4.650603818	      291.144553	       12.631683
      392.797976	     397.9730082	    -5.175032182	      415.255295	      -22.457319
      202.898123	     194.1750358	     8.723087212	      192.296454	       10.601669
      320.461497	     325.7150751	    -5.253578091	      308.807839	       11.653658
      402.766852	     405.9203169	    -3.153464909	      422.827553	      -20.060701
      339.750284	     359.2878756	    -19.53759155	     361.0686027	    -21.31831867
      358.494048	     345.5247575	     12.96929055	     361.5513015	      -3.0572535
      407.048201	     417.3974405	    -10.34923955	     401.3708965	       5.6773045
      366.367681	     380.5823773	    -14.21469626	      381.897465	      -15.529784
      378.423937	     369.8731348	     8.550802182	     381.7089245	      -3.2849875
      417.850863	     422.2252572	    -4.374394182	     410.3894675	       7.4613955
      386.638548	       396.44247	    -9.803922005	     397.3764467	    -10.73789867
      396.987776	     391.3985285	     5.589247455	     399.8043185	      -2.8165425
       430.84277	     431.9947575	    -1.151987455	     423.5889675	       7.2538025
      185.433747	     179.5922656	     5.841481409	      177.288348	        8.145399
      315.233309	     322.6834478	    -7.450138818	     301.9481895	      13.2851195
      396.180585	     396.7398662	   -0.5592811818	     417.4751245	     -21.2945395
      217.991027	     218.3414607	    -0.350433697	      216.538557	         1.45247
      332.414777	     337.6592503	    -5.244473273	      321.433117	        10.98166
      404.832492	     405.4025157	   -0.5700237273	      421.628649	      -16.796157
      246.911702	     251.5409351	    -4.629233056	     250.0481783	    -3.136476333
      351.218834	      354.906689	       -3.687855	     341.4718785	       9.7469555
      416.328122	      417.094687	       -0.766565	     430.5294975	     -14.2013755
      154.309002	     146.6748563	     7.634145667	      144.654886	        9.654116
      293.032065	      297.775034	       -4.742969	      279.595301	       13.436764
      390.224154	      396.896774	        -6.67262	      415.076507	      -24.852353
      179.886723	     171.0417145	     8.845008485	      169.109543	        10.77718
      306.490219	     311.7983506	    -5.308131636	      294.408807	       12.081412
      397.150527	     401.5771754	    -4.426648364	      418.966719	      -21.816192
      206.576748	      197.095875	      9.48087301	     195.2238967	     11.35285133
      323.134425	     328.8631829	    -5.728757909	      312.015378	       11.119047
      407.115584	     409.7060251	    -2.590441091	       426.55383	      -19.438246
      347.039885	     368.2847065	    -21.24482147	      370.209956	      -23.170071
      365.495953	     351.7225707	     13.77338227	     369.0498165	      -3.5538635
      416.266613	     427.1856993	    -10.91908627	     409.8584535	       6.4081595
      373.519023	     389.6898114	    -16.17078836	       391.16284	      -17.643817
      385.569127	     375.9653713	     9.603755727	      389.222629	       -3.653502
      427.139937	     432.2995687	    -5.159631727	      419.042311	        8.097626
      393.867659	     405.7206729	    -11.85301392	      406.817701	      -12.950042
      404.310779	     397.5559168	     6.754862182	     407.4291695	      -3.1183905
      440.185398	     442.2523312	    -2.066933182	     432.3790785	       7.8063195
       193.20212	     187.4343243	     5.767795677	     185.2970677	     7.905052333
      320.541956	     327.4564419	    -6.914485909	      308.221132	       12.320824
      404.838005	     405.8649281	    -1.026923091	      425.100238	      -20.262233
      225.957147	     227.3507213	    -1.393574283	     225.8041573	    0.1529896667
      337.711434	     341.5482825	    -3.836848545	      327.629207	       10.082227
      413.501016	     415.4524575	    -1.951441455	      429.371533	      -15.870517
      254.389758	     261.1819265	    -6.792168545	      260.012714	       -5.622956
      356.540231	     358.0403829	    -1.500151909	       347.51747	        9.022761
      424.999482	     427.9448891	    -2.945407091	      438.467802	       -13.46832
      160.388715	     151.9068296	     8.481885389	     149.7734437	     10.61527133
      298.367884	      305.566455	       -7.198571	     286.3659815	      12.0019025
      398.587619	      402.354401	       -3.766782	     421.5548745	     -22.9672555
      186.632885	     176.5931832	     10.03970183	      174.579109	       12.053776
      311.748472	      319.216857	       -7.468385	     301.0901895	      10.6582825
      405.508786	      407.335331	       -1.826545	     425.4619985	     -19.9532125
       213.69642	      203.068358	     10.62806197	     201.1595593	     12.53686067
      328.252787	     335.7391007	    -7.486313727	     318.5599125	       9.6928745
      415.434153	     415.9209573	   -0.4868042727	     433.1001455	     -17.6659925
      352.813136	     376.5424408	    -23.72930483	      378.669994	      -25.856858
      371.136373	      356.050202	       15.086171	     375.1981805	      -4.0618075
      424.653684	      436.523244	       -11.86956	     417.3752655	       7.2784185
      379.170615	     398.0027066	    -18.83209158	      399.686824	      -20.516209
      391.340669	     380.2504162	     11.09025282	      395.407473	       -4.066804
      435.584645	     441.9093118	    -6.324666818	      426.752255	         8.83239
      399.599206	     414.2070958	    -14.60788976	     415.5199207	    -15.92071467
      410.256465	     401.9081424	     8.348322636	     413.7235665	      -3.4671015
      448.677361	     452.0259996	    -3.348638636	     440.2105755	       8.4667855
      200.830318	     195.4676484	     5.362669621	       193.47942	        7.350898
      325.101025	     332.0462789	    -6.945253909	     314.1522235	      10.9488015
      412.805272	     413.4142151	   -0.6089430909	     431.3082705	     -18.5029985
      233.961773	     236.6106109	    -2.648837904	     235.3288123	    -1.367039333
      342.227834	     344.8725286	    -2.644694636	     333.3363415	       8.8914925
      421.479547	     424.2772914	    -2.797744364	     435.8134785	     -14.3339315
      262.426354	     271.4301775	     -9.00382346	     270.6076217	    -8.181267667
      360.967972	     360.5047246	    0.4632473636	     353.1017225	       7.8662495
      432.959358	     437.5946274	    -4.635269364	     444.9976295	     -12.0382715
      166.079668	     157.2064936	     8.873174404	     154.9270577	     11.15261033
      303.900456	     313.6600514	    -9.759595364	      293.145128	       10.755328
      406.560523	     406.7733746	   -0.2128516364	      427.288298	      -20.727775
      193.274064	     182.5294016	     10.74466241	      180.412316	       12.861748
      317.167529	     326.8715758	    -9.704046818	     307.8178055	       9.3497235
      413.441005	     412.0621382	     1.378866818	     431.1159085	     -17.6749035
       220.76794	      209.982297	     10.78564297	     208.0494003	     12.71853967
      333.420133	     342.5202097	    -9.100076727	     325.1241395	       8.2959935
       423.30099	     421.3039943	     1.996995727	     438.7000645	     -15.3990745
      356.543575	     383.9583042	    -27.41472922	     386.3755267	    -29.83195167
      374.958473	     357.7632035	     17.19526955	     379.5182055	      -4.5597325
      431.825241	     445.3090065	    -13.48376555	     423.5540045	       8.2712365
      382.699478	     405.3594479	    -22.65996994	     407.3390977	    -24.63961967
      395.214826	      381.872881	       13.341945	     399.6897285	      -4.4749025
      442.804724	      450.859711	       -8.054987	     433.0428635	       9.7618605
      403.137928	     421.6536649	     -18.5157369	     423.2657147	    -20.12778667
       414.24783	     403.5499711	     10.69785891	      418.058419	       -3.810589
      455.908429	     461.0889009	    -5.180471909	      446.580453	        9.327976
      208.245501	     204.3917931	     3.853707939	      202.581399	        5.664102
      329.565867	     336.1602675	    -6.594400545	      319.866721	        9.699146
      420.117567	     420.1249345	 -0.007367454546	      436.418481	      -16.300914
      242.105993	     246.4241655	    -4.318172455	        245.4038	       -3.297807
      346.442265	     348.0037951	    -1.561530091	      338.820506	        7.621759
      428.754538	     431.7447849	    -2.990246909	      440.928074	      -12.173536
      271.103106	     282.6282609	     -11.5251549	     282.1840983	    -11.08099233
      364.916479	     362.3363166	     2.580162364	     358.3388535	       6.5776255
      440.134189	     446.1094874	    -5.975298364	     450.1069505	      -9.9727615
       171.68202	     162.6512138	     9.030806232	     160.2276253	     11.45439467
        309.3691	     322.0409389	    -12.67183891	      300.228643	        9.140457
      414.579303	     411.7654251	     2.813877909	      433.577721	      -18.998418
      199.628764	     189.3654838	     10.26328016	     187.1546863	     12.47407767
      322.787286	     334.9429861	    -12.15570009	     315.0458085	       7.7414775
      421.391826	     417.0325819	     4.359244091	     436.9297595	     -15.5379335
      227.849021	     218.4943486	     9.354672409	      216.566016	       11.283005
      339.228351	     349.6207598	    -10.39240882	     332.2657665	       6.9625845
       431.11025	     426.7537902	     4.356459818	     444.1087835	     -12.9985335
      358.495302	      392.968639	    -34.47333701	     395.9007223	    -37.40542033
      377.400028	     355.9639941	     21.43603391	      382.352744	       -4.952716
      438.461312	     455.1833559	    -16.72204391	      428.794606	        9.666706
      383.901761	     413.8081225	    -29.90636154	     416.3142087	    -32.41244767
      397.274452	     379.5397058	     17.73474618	      402.094481	       -4.820029
      449.277955	     460.8235142	    -11.54555918	      438.268739	       11.009216
      403.904342	     429.8040113	     -25.8996693	      431.952041	      -28.047699
      416.009733	     400.8151537	     15.19457927	      420.147421	       -4.137688
      462.200806	     470.9968483	    -8.796042273	      451.664581	       10.536225
      215.785204	     213.9872827	     1.797921308	     212.3675653	     3.417638667
      334.527835	     341.4358387	    -6.908003727	     326.8583825	       7.6694525
      429.692301	     429.3015673	    0.3907337273	     443.8790235	     -14.1867225
      250.482259	      258.043106	    -7.560846975	     257.3669007	    -6.884641667
      351.708977	     351.7850813	  -0.07610427273	     345.6992335	       6.0097435
       438.21839	     442.5133127	    -4.294922727	     448.5991605	     -10.3807705
      280.384915	     295.8684801	    -15.48356511	     295.8893517	    -15.50443667
      370.415906	      364.839947	        5.575959	      365.027791	        5.388115
       449.42638	      457.859395	       -8.433015	      457.671551	       -8.245171
       177.41246	     168.3117848	     9.100675177	     165.7634237	     11.64903633
      314.732234	     330.9481999	    -16.21596591	     308.0129495	       6.7192845
      426.348665	     418.6797881	     7.668876909	     441.6150385	     -15.2663735
      206.145102	     197.0607614	     9.084340571	     194.8076487	     11.33745333
      328.134426	     343.6078264	    -15.47340036	     323.3298115	       4.8046145
       433.37644	     424.8461996	     8.530240364	     445.1242145	     -11.7477745
      235.054975	     228.2500024	     6.804972646	     226.3612277	     8.693747333
      344.595743	     358.1365872	    -13.54084418	      341.137615	        3.458128
      443.525515	     435.6207828	     7.904732182	      452.619755	        -9.09424
      301.862676	     327.4772794	    -25.61460345	     329.7567563	    -27.89408033
      331.053194	     312.7315395	     18.32165445	     333.2468315	      -2.1936375
      391.491794	     408.5640485	    -17.07225445	     388.0487565	       3.4430375
       332.69903	     353.2307793	     -20.5317493	      355.105032	      -22.406002
      349.951813	     336.7084187	     13.24339427	      353.576693	        -3.62488
      400.172362	     409.6407413	    -9.468379273	      392.772467	        7.399895
      356.044743	     371.5261603	    -15.48141731	     372.9574167	    -16.91267367
      369.107081	     359.6927553	     9.414325727	     372.5740625	      -3.4669815
       411.71925	     416.4318707	    -4.712620727	     403.5505635	       8.1686865
      174.554157	     167.2944192	     7.259737813	     165.2256457	     9.328511333
      299.392438	     305.9964072	    -6.603969182	     287.3774455	      12.0149925
      385.327666	     386.1145328	   -0.7868668182	     404.7334945	     -19.4058285
      206.438396	     204.1877939	     2.250602081	     202.5641443	     3.874251667
      314.759694	     319.9688803	    -5.209186273	      305.356034	         9.40366
      392.287316	     392.0787497	    0.2085662727	      406.691596	       -14.40428
      235.172135	     237.0525671	    -1.880432121	      235.710422	       -0.538287
      332.687718	     336.7174911	    -4.029773091	      324.638185	        8.049533
      402.307646	     401.6020369	    0.7056090909	      413.681343	      -11.373697
      148.972449	     142.2208029	     6.751646111	     140.3022413	     8.670207667
      283.699475	      288.982662	       -5.283187	      271.715608	       11.983867
      382.561298	      387.458022	       -4.896724	      404.725076	      -22.163778
      173.412451	     165.3472109	     8.065240066	     163.5374083	     9.875042667
      295.574729	     301.2913899	    -5.716660909	     285.0031665	      10.5715625
      388.184306	     390.8536301	    -2.669324091	     407.1418535	     -18.9575475
      199.458619	      190.696739	      8.76187996	     188.9591453	     10.49947367
      311.055102	     317.1136584	    -6.058556364	      301.475315	        9.579787
      396.831524	     397.6314696	   -0.7999456364	      413.269813	      -16.438289
      305.221123	     331.5454049	     -26.3242819	     333.8951623	    -28.67403933
      334.133289	     315.4991866	     18.63410236	     336.6470035	      -2.5137145
      395.890885	     413.1586054	    -17.26772036	     392.0107885	       3.8800965
      335.898574	     357.3101144	     -21.4115404	     359.2591343	    -23.36056033
      353.078566	     339.4305446	     13.64802136	      356.971724	       -3.893158
      404.595242	     414.3414614	    -9.746219364	      396.800282	         7.79496
       359.20101	     375.6993565	    -16.49834653	      377.213967	      -18.012957
      372.279161	     362.3380343	     9.941126727	     375.9695285	      -3.6903675
      416.146562	     421.2632017	    -5.116639727	     407.6317075	       8.5148545
      178.430894	     171.0915967	     7.339297293	     169.0869943	     9.343899667
      302.083254	     308.6211814	    -6.537927364	       290.57976	       11.503494
      389.615465	     390.4274406	   -0.8119756364	      408.468862	      -18.853397
        210.4625	     208.5675599	     1.894940141	     207.0546073	     3.407892667
       317.44697	     322.1149287	    -4.667958727	      308.498356	        8.948614
      396.578018	     396.8551593	   -0.2771412727	      410.471732	      -13.893714
      239.009888	      241.758695	     -2.74880698	     240.5581803	    -1.548292333
      335.359039	     338.5095888	    -3.150549818	      327.704957	        7.654082
      406.578787	     406.6847052	   -0.1059181818	      417.489337	       -10.91055
      151.798129	     144.6085122	     7.189616813	     142.6577957	     9.140333333
      286.473136	     292.4554612	    -5.982325182	     274.8990125	      11.5741235
      386.760893	     390.7484228	    -3.987529818	     408.3048715	     -21.5439785
       176.78813	     168.0428889	     8.745241136	      166.222662	       10.565468
      298.309221	     304.5500373	    -6.240816273	     288.1679955	      10.1412255
      392.382997	     394.3347407	    -1.951743727	     410.7167825	     -18.3337855
      203.032283	     193.4927759	     9.539507076	      191.757118	       11.275165
       313.71343	     320.2073038	    -6.493873818	     304.5863825	       9.1270475
      401.003998	     401.2200062	   -0.2160081818	     416.8409275	     -15.8369295
      311.161356	     339.4923101	    -28.33095407	     342.0192603	    -30.85790433
      339.714363	     320.1241886	     19.59017436	      342.866741	       -3.152378
      404.375248	     422.3321734	    -17.95692536	      399.589621	        4.785627
        341.5662	     365.2118808	    -23.64568078	     367.3462067	    -25.78000667
       358.73093	       343.94094	        14.78999	      363.149873	       -4.418943
      413.107725	      423.718864	      -10.611139	      404.509931	        8.597794
      364.806465	     383.7408035	    -18.93433845	      385.452404	      -20.645939
      378.018638	     366.7483471	     11.27029091	      382.152752	       -4.134114
      424.644983	     430.8128329	    -6.167849909	      415.408428	        9.236555
      185.795196	     178.8356675	      6.95952853	      176.947676	         8.84752
      307.130691	     313.8450747	    -6.714383727	     296.8531515	      10.2775395
      397.864435	     398.1993833	   -0.3349482727	     415.1913065	     -17.3268715
      218.254767	     217.3745015	    0.8802654848	      216.081089	        2.173678
      322.440026	     326.1955006	    -3.755474636	      314.554788	        7.885238
      404.823325	     405.7572654	   -0.9339403636	      417.397978	      -12.574653
      246.735671	     251.3680205	     -4.63234946	     250.4510887	    -3.715417667
      340.268303	     341.9097576	    -1.641454636	     333.6573715	       6.6109315
      414.779868	     416.1741964	    -1.394328364	     424.4265825	      -9.6467145
      157.311561	     149.7101926	     7.601368359	     147.6401767	     9.671384333
      292.105332	     300.2586413	    -8.153309273	     281.6284975	      10.4768345
      395.013316	     396.1090967	    -1.095780727	     414.7392405	     -19.7259245
      183.162361	     173.6926409	     9.469720101	     171.7908487	     11.37151233
      303.818353	     311.9769771	    -8.158624091	      294.860847	        8.957506
      400.612326	     399.9986189	    0.6137070909	      417.114749	      -16.502423
      209.939022	     199.4410368	     10.49798518	     197.6562537	     12.28276833
      319.046551	     327.2136179	    -8.167066909	     311.1505695	       7.8959815
      409.175644	     407.1480461	     2.027597909	     423.2110945	     -14.0354505
      315.854529	     346.9901833	     -31.1356543	     349.7520963	    -33.89756733
      344.163638	     323.1147872	     21.04885082	     347.9720045	      -3.8083665
