 LIQ	 GLR	WCUT	 LFG	 WHP	True            	Spline          	eSpline         	Linear          	eLinear         
   2	   1	   1	   1	   1	       372.03369	     370.3732587	     1.660431346	      382.747526	      -10.713836
   3	   1	   1	   1	   1	      373.436986	      365.773608	     7.663378039	      375.842914	       -2.405928
   4	   1	   1	   1	   1	      383.461362	      386.365611	    -2.904249005	     386.1027015	      -2.6413395
   5	   1	   1	   1	   1	      398.768417	     397.3527099	     1.415707072	      400.530214	       -1.761797
   2	   1	   1	   1	   2	      392.836606	     392.1197835	    0.7168225025	     398.5425767	    -5.705970667
   3	   1	   1	   1	   2	       394.44704	     390.2515561	     4.195483931	     395.9812093	    -1.534169333
   4	   1	   1	   1	   2	      402.270416	     403.9222943	    -1.651878348	     404.4961575	      -2.2257415
   5	   1	   1	   1	   2	      414.545275	     413.7269379	    0.8183370758	     416.4533695	      -1.9080945
   2	   1	   1	   1	   3	      409.009834	     408.9152415	   0.09459251919	      411.651129	       -2.641295
   3	   1	   1	   1	   3	      410.992713	      408.922464	     2.070249016	     412.0675373	    -1.074824333
   4	   1	   1	   1	   3	      418.182944	     419.0339343	   -0.8509902727	      420.053461	       -1.870517
   5	   1	   1	   1	   3	      429.114209	     428.6100668	    0.5041422195	     430.9653775	      -1.8511685
   2	   1	   1	   2	   1	      189.170815	     205.3776357	    -16.20682072	     182.8667133	     6.304101667
   3	   1	   1	   2	   1	      257.131056	     241.8586958	     15.27236023	     235.9375973	     21.19345867
   4	   1	   1	   2	   1	      329.471162	     340.0628719	    -10.59170986	     313.5959695	      15.8751925
   5	   1	   1	   2	   1	      370.060883	     366.6106582	     3.450224754	     365.6413055	       4.4195775
   2	   1	   1	   2	   2	      222.918666	     236.9741821	     -14.0555161	      222.566939	        0.351727
   3	   1	   1	   2	   2	      285.361203	     266.4200942	     18.94110878	     264.6903687	     20.67083433
   4	   1	   1	   2	   2	      348.233774	     360.7834343	    -12.54966033	     334.5974575	      13.6363165
   5	   1	   1	   2	   2	      383.833712	     380.0956274	     3.738084603	       380.36612	        3.467592
   2	   1	   1	   2	   3	      252.498519	     265.1243264	    -12.62580744	     255.5923293	    -3.093810333
   3	   1	   1	   2	   3	       310.92238	     290.1160064	     20.80637359	     290.7955173	     20.12686267
   4	   1	   1	   2	   3	      367.389514	     380.8405982	    -13.45108423	      355.098916	       12.290598
   5	   1	   1	   2	   3	      399.275452	     395.4840167	      3.79143532	     396.4187015	       2.8567505
   2	   1	   1	   3	   1	      153.453972	     167.8369118	    -14.38293976	     144.7478567	     8.706115333
   3	   1	   1	   3	   1	      213.613904	     206.3400902	     7.273813786	      202.109797	       11.504107
   4	   1	   1	   3	   1	      299.421447	     302.5788405	    -3.157393475	     282.9440475	      16.4773995
   5	   1	   1	   3	   1	      352.274191	     349.3519821	     2.922208903	      345.697297	        6.576894
   2	   1	   1	   3	   2	      179.655577	      193.385071	    -13.72949399	     169.6293357	     10.02624133
   3	   1	   1	   3	   2	      235.636169	     230.2048162	     5.431352847	     224.6521157	     10.98405333
   4	   1	   1	   3	   2	      314.645193	     317.1504073	    -2.505214295	     299.4822405	      15.1629525
   5	   1	   1	   3	   2	      363.328312	     360.8428901	     2.485421948	      357.590204	        5.738108
   2	   1	   1	   3	   3	      206.597793	     219.7642606	    -13.16646764	     196.1284037	     10.46938933
   3	   1	   1	   3	   3	      259.445025	     254.8215821	     4.623442946	     248.5602583	     10.88476667
   4	   1	   1	   3	   3	      332.485189	     334.8824251	    -2.397236095	      318.377017	       14.108172
   5	   1	   1	   3	   3	      377.309009	     375.1007475	     2.208261525	      372.246317	        5.062692
   2	   1	   2	   1	   1	      377.595509	     375.8469003	      1.74860868	      388.734842	      -11.139333
   3	   1	   2	   1	   1	      378.922238	      370.939625	      7.98261299	     381.3523387	    -2.430100667
   4	   1	   2	   1	   1	      388.865998	     391.9360185	    -3.070020457	     391.6241325	      -2.7581345
   5	   1	   2	   1	   1	      404.326027	     402.8529551	     1.473071909	      406.124946	       -1.798919
   2	   1	   2	   1	   2	      398.368639	     397.5495412	    0.8190978328	      404.587919	        -6.21928
   3	   1	   2	   1	   2	      399.916905	     395.3515101	     4.565394905	     401.4975183	    -1.580613333
   4	   1	   2	   1	   2	      407.755277	     409.5503128	    -1.795035815	      410.041756	       -2.286479
   5	   1	   2	   1	   2	      420.166607	     419.3095895	     0.857017482	     422.1179405	      -1.9513335
   2	   1	   2	   1	   3	      414.639924	     414.4575382	    0.1823858242	     417.7613323	    -3.121408333
   3	   1	   2	   1	   3	      416.600429	     414.1740452	     2.426383795	     417.7100253	    -1.109596333
   4	   1	   2	   1	   3	      423.850228	     424.8501633	   -0.9999353236	      425.764923	       -1.914695
   5	   1	   2	   1	   3	      434.929417	      434.372893	    0.5565240258	     436.7811695	      -1.8517525
   2	   1	   2	   2	   1	      193.338357	      209.223835	    -15.88547803	     187.0655247	     6.272832333
