               x	               y	           dy/dx	         d2y/dx2	          Int(y)	         ylinear
     2048.484848	     410.5778724	   0.02630056746	-3.333855875e-06	     732924.0592	     410.1163436
     2078.787879	     411.3736903	   0.02623535515	-9.701562703e-07	     745377.8757	      410.984039
     2109.090909	     412.1686174	   0.02624177011	 1.393543334e-06	      757855.789	     411.8517344
     2139.393939	     412.9648241	   0.02631981232	 3.757242938e-06	     770357.8049	     412.7194297
      2169.69697	     413.7644811	    0.0264694818	 6.120942543e-06	      782883.995	     413.5871251
            2200	     414.5697587	   0.02669077854	 8.484642147e-06	     795434.4969	     414.4548205
      2230.30303	     415.3828275	   0.02698370254	 1.084834175e-05	     808009.5136	     415.3225159
     2260.606061	     416.2058581	    0.0273482538	 1.321204136e-05	     820609.3143	     416.1902113
     2290.909091	     417.0410209	   0.02778443232	 1.557574096e-05	     833234.2336	     417.0579066
     2321.212121	     417.8904866	    0.0282922381	 1.793944056e-05	     845884.6722	      417.925602
     2351.515152	     418.7564255	   0.02887167114	 2.030314017e-05	     858561.0962	     418.7932974
     2381.818182	     419.6410083	   0.02952273144	 2.266683977e-05	     871264.0378	     419.6609928
            2400	       420.18161	   0.02994774871	 2.408505954e-05	     878898.7772	       420.18161
     2442.424242	     421.4734118	   0.03094244618	 2.280782153e-05	     896751.9163	      421.724598
     2472.727273	     422.4213939	   0.03161976937	 2.189550867e-05	     909538.1494	     422.8267323
     2503.030303	     423.3894822	   0.03226944671	 2.098319581e-05	      922353.416	     423.9288666
     2533.333333	     424.3768387	   0.03289147821	 2.007088295e-05	     935198.3127	     425.0310008
     2563.636364	     425.3826258	   0.03348586386	 1.915857009e-05	     948073.4106	     426.1331351
     2593.939394	     426.4060058	   0.03405260367	 1.824625722e-05	     960979.2556	     427.2352694
     2624.242424	     427.4461407	   0.03459169763	 1.733394436e-05	      973916.368	     428.3374037
     2654.545455	      428.502193	   0.03510314575	  1.64216315e-05	     986885.2431	      429.439538
     2684.848485	     429.5733249	   0.03558694802	 1.550931864e-05	     999886.3502	     430.5416722
