               x	               y	           dy/dx	         d2y/dx2	          Int(y)	         ylinear
     2048.484848	     423.7961531	    0.0144286446	 7.549518915e-06	     766230.2719	     425.3488537
     2078.787879	     424.2368206	   0.01465440772	 7.350847365e-06	      779079.239	     425.8330368
     2109.090909	     424.6842382	    0.0148741505	 7.152175815e-06	     791941.6625	     426.3172199
     2139.393939	     425.1382235	   0.01508787292	 6.953504264e-06	     804817.7441	      426.801403
      2169.69697	      425.598594	     0.015295575	 6.754832714e-06	     817707.6799	      427.285586
            2200	     426.0651672	   0.01549725672	 6.556161163e-06	     830611.6609	     427.7697691
      2230.30303	     426.5377608	    0.0156929181	 6.357489613e-06	     843529.8721	     428.2539522
     2260.606061	     427.0161924	   0.01588255912	 6.158818063e-06	     856462.4932	     428.7381353
     2290.909091	     427.5002794	    0.0160661798	 5.960146512e-06	     869409.6985	     429.2223184
     2321.212121	     427.9898394	   0.01624378012	 5.761474962e-06	     882371.6564	     429.7065015
     2351.515152	     428.4846901	    0.0164153601	 5.562803411e-06	     895348.5301	     430.1906846
     2381.818182	     428.9846489	   0.01658091973	 5.364131861e-06	     908340.4771	     430.6748676
            2400	     429.2870002	   0.01667736573	 5.244928931e-06	     916142.9439	     430.9653775
     2442.424242	     429.9991614	   0.01689397793	  4.96678876e-06	     934370.1937	     431.6432338
     2472.727273	     430.5133501	    0.0170414765	  4.76811721e-06	     947408.2507	     432.1274169
     2503.030303	     431.0319173	   0.01718295473	 4.569445659e-06	     960461.9561	        432.6116
     2533.333333	     431.5546805	    0.0173184126	 4.370774109e-06	     973531.4396	     433.0957831
     2563.636364	     432.0814573	   0.01744785013	 4.172102558e-06	     986616.8258	     433.5799662
     2593.939394	     432.6120652	    0.0175712673	 3.973431008e-06	     999718.2333	     434.0641493
     2624.242424	     433.1463217	   0.01768866413	 3.774759458e-06	     1012835.776	     434.5483323
     2654.545455	     433.6840446	    0.0178000406	 3.576087907e-06	     1025969.561	     435.0325154
     2684.848485	     434.2250513	   0.01790539673	 3.377416357e-06	      1039119.69	     435.5166985
     2715.151515	     434.7691593	    0.0180047325	 3.178744806e-06	     1052286.262	     436.0008816
     2745.454545	     435.3161864	   0.01809804793	 2.980073256e-06	     1065469.366	     436.4850647
     2775.757576	     435.8659499	     0.018185343	 2.781401706e-06	     1078669.088	     436.9692478
     2806.060606	     436.4182676	   0.01826661773	 2.582730155e-06	      1091885.51	     437.4534309
     2836.363636	     436.9729569	    0.0183418721	 2.384058605e-06	     1105118.704	      437.937614
     2866.666667	     437.5298354	   0.01841110613	 2.185387054e-06	     1118368.741	      438.421797
     2896.969697	     438.0887207	    0.0184743198	 1.986715504e-06	     1131635.684	     438.9059801
     2927.272727	     438.6494303	   0.01853151313	 1.788043954e-06	     1144919.591	     439.3901632
     2957.575758	     439.2117819	    0.0185826861	 1.589372403e-06	     1158220.515	     439.8743463
     2987.878788	     439.7755929	   0.01862783873	 1.390700853e-06	     1171538.502	     440.3585294
     3018.181818	      440.340681	     0.018666971	 1.192029302e-06	     1184873.594	     440.8427125
     3048.484848	     440.9068636	   0.01870008293	  9.93357752e-07	     1198225.827	     441.3268956
     3078.787879	     441.4739585	    0.0187271745	 7.946862016e-07	     1211595.231	     441.8110787
     3109.090909	     442.0417831	   0.01874824573	 5.960146512e-07	     1224981.832	     442.2952617
     3139.393939	      442.610155	    0.0187632966	 3.973431008e-07	     1238385.648	     442.7794448
      3169.69697	     443.1788918	   0.01877232713	 1.986715504e-07	     1251806.693	     443.2636279
            3200	      443.747811	    0.0187753373	               0	     1265244.977	      443.747811
