 LIQ	 GLR	WCUT	 LFG	 WHP	True            	Spline          	eSpline         	Linear          	eLinear         
   1	   1	   1	   1	   1	      388.461799	      372.598458	     15.86334099	      372.390963	       16.070836
   2	   1	   1	   1	   1	      373.095325	     382.3928541	    -9.297529134	     383.8092157	    -10.71389067
   3	   1	   1	   1	   1	      374.504049	     362.1780762	     12.32597284	     376.9125543	    -2.408505333
   4	   1	   1	   1	   1	      384.547013	     388.9162556	     -4.36924263	      387.193512	       -2.646499
   5	   1	   1	   1	   1	      399.882975	     398.4431045	     1.439870547	      401.649844	       -1.766869
   6	   1	   1	   1	   1	      418.752675	      415.218937	        3.533738	      415.218937	        3.533738
   1	   1	   1	   1	   2	      401.649168	     393.2156778	      8.43349017	     393.0896035	       8.5595645
   2	   1	   1	   1	   2	      393.897524	     398.8261416	    -4.928617581	     399.6039003	    -5.706376333
   3	   1	   1	   1	   2	      395.513365	     388.9915294	     6.521835572	     397.0501983	    -1.536833333
   4	   1	   1	   1	   2	      403.355547	     405.6538527	     -2.29830567	      405.586461	       -2.230914
   5	   1	   1	   1	   2	      415.659557	     415.2416493	    0.4179077422	     417.5727165	      -1.9131595
   6	   1	   1	   1	   2	      431.789886	      427.963567	        3.826319	      427.963567	        3.826319
   1	   1	   1	   1	   3	       413.03906	     409.1612704	     3.877789644	     409.0762175	       3.9628425
   2	   1	   1	   1	   3	      410.070355	     412.3120668	    -2.241711842	       412.71225	       -2.641895
   3	   1	   1	   1	   3	       412.05863	     409.1365231	     2.922106887	     413.1361757	    -1.077545667
   4	   1	   1	   1	   3	      419.267817	     420.2356343	     -0.96781728	      421.143515	       -1.875698
   5	   1	   1	   1	   3	        430.2284	     430.4028154	   -0.1744153594	      432.084639	       -1.856239
   6	   1	   1	   1	   3	      444.901461	      441.188983	        3.712478	      441.188983	        3.712478
   1	   1	   1	   2	   1	      146.426177	     153.8887665	    -7.462589466	     155.8114885	      -9.3853115
   2	   1	   1	   2	   1	      189.900754	     187.1785074	     2.722246615	     183.6438797	     6.256874333
   3	   1	   1	   2	   1	      258.079285	     257.0982231	    0.9810619478	     236.7653197	     21.31396533
   4	   1	   1	   2	   1	      330.494451	     334.9664893	    -4.472038295	     314.6072515	      15.8871995
   5	   1	   1	   2	   1	      371.135218	     371.5081162	   -0.3728982344	      366.715422	        4.419796
   6	   1	   1	   2	   1	      402.936393	      411.775985	       -8.839592	      411.775985	       -8.839592
   1	   1	   1	   2	   2	       191.90691	     190.5058813	     1.401028695	     192.4066595	      -0.4997495
   2	   1	   1	   2	   2	       223.70478	     226.2625712	    -2.557791241	     223.3716137	    0.3331663333
   3	   1	   1	   2	   2	      286.301021	     277.9960215	     8.304999542	      265.555349	       20.745672
   4	   1	   1	   2	   2	      349.256487	     357.1577336	    -7.901246575	     335.6043435	      13.6521435
   5	   1	   1	   2	   2	      384.907666	     383.8414603	     1.066205672	       381.43988	        3.467786
   6	   1	   1	   2	   2	      413.623273	      420.558845	       -6.935572	      420.558845	       -6.935572
   1	   1	   1	   2	   3	      228.648838	     222.1697925	     6.479045463	     224.0346865	       4.6141515
   2	   1	   1	   2	   3	      253.310567	     258.8722256	    -5.561658605	      256.386668	       -3.076101
   3	   1	   1	   2	   3	      311.862328	     299.4555093	     12.40681872	     291.6775793	     20.18474867
   4	   1	   1	   2	   3	      368.411604	     378.1320282	    -9.720424195	     356.1056895	      12.3059145
   5	   1	   1	   2	   3	      400.349051	     398.5347589	     1.814292055	     397.4920915	       2.8569595
   6	   1	   1	   2	   3	      426.572579	      432.286498	       -5.713919	      432.286498	       -5.713919
   1	   1	   1	   3	   1	      110.701499	     122.9343488	    -12.23284983	      123.853762	      -13.152263
   2	   1	   1	   3	   1	      154.035853	     147.5533659	     6.482487058	     145.2676777	     8.768175333
   3	   1	   1	   3	   1	      214.400035	     221.5284335	    -7.128398457	     202.8187367	     11.58129833
   4	   1	   1	   3	   1	      300.384504	     297.0000934	      3.38441062	      283.855405	       16.529099
   5	   1	   1	   3	   1	      353.310775	     355.6448503	    -2.334075273	     346.7285775	       6.5821975
   6	   1	   1	   3	   1	      393.072651	      406.237046	      -13.164395	      406.237046	      -13.164395
   1	   1	   1	   3	   2	      137.087752	     151.3170258	     -14.2292738	     152.2027815	     -15.1150295
   2	   1	   1	   3	   2	      180.284591	     172.5779084	     7.706682615	     170.2079047	     10.07668633
   3	   1	   1	   3	   2	       236.44821	      245.293661	    -8.845450997	      225.392622	       11.055588
   4	   1	   1	   3	   2	      315.608684	     311.7152942	      3.89338975	      300.406527	       15.202157
   5	   1	   1	   3	   2	      364.364844	     367.0033631	    -2.638519094	        358.6217	        5.743144
   6	   1	   1	   3	   2	      401.634716	      413.121004	      -11.486288	      413.121004	      -11.486288
   1	   1	   1	   3	   3	      164.996196	     179.8545615	    -14.85836553	     180.7466015	     -15.7504055
   2	   1	   1	   3	   3	      207.257203	     199.1800492	     8.077153759	     196.7569327	     10.50027033
   3	   1	   1	   3	   3	      260.278406	     269.5622124	    -9.283806441	      249.321087	       10.957319
   4	   1	   1	   3	   3	      333.448855	     329.6801543	      3.76870072	      319.311905	        14.13695
   5	   1	   1	   3	   3	      378.345404	     381.0212468	    -2.675842797	      373.277875	        5.067529
   6	   1	   1	   3	   3	      413.106895	      423.241953	      -10.135058	      423.241953	      -10.135058
   1	   1	   2	   1	   1	      394.719105	     378.2180182	     16.50108684	     378.0100035	      16.7091015
   2	   1	   2	   1	   1	      378.676042	     388.3544335	     -9.67839146	      389.815443	      -11.139401
   3	   1	   2	   1	   1	      380.008119	     367.1529271	     12.85519191	     382.4407833	    -2.432664333
   4	   1	   2	   1	   1	      389.970266	     394.5826264	    -4.612360435	     392.7335375	      -2.7632715
   5	   1	   2	   1	   1	      405.458956	     403.9113381	     1.547617883	     407.2629675	      -1.8040115
   6	   1	   2	   1	   1	      424.555669	      420.947646	        3.608023	      420.947646	        3.608023
   1	   1	   2	   1	   2	      408.001272	     398.8017241	     9.199547928	      398.671786	        9.329486
   2	   1	   2	   1	   2	      399.448573	     404.8317493	    -5.383176337	     405.6682303	    -6.219657333
   3	   1	   2	   1	   2	      401.002147	     393.8628141	     7.139332904	     402.5854063	    -1.583259333
   4	   1	   2	   1	   2	      408.859073	     411.3914604	     -2.53238739	      411.150726	       -2.291653
   5	   1	   2	   1	   2	      421.299305	      420.797703	        0.501602	      423.255707	       -1.956402
   6	   1	   2	   1	   2	      437.652341	      433.739537	        3.912804	      433.739537	        3.912804
   1	   1	   2	   1	   3	      419.419578	     414.8244217	     4.595156264	      414.736599	        4.682979
   2	   1	   2	   1	   3	      415.719506	     418.3876522	    -2.668146172	      418.841492	       -3.121986
   3	   1	   2	   1	   3	       417.68532	     414.1815957	     3.503724294	      418.797611	       -1.112291
   4	   1	   2	   1	   3	      424.953821	     426.1529256	     -1.19910462	      426.873688	       -1.919867
   5	   1	   2	   1	   3	      436.062056	     436.1331924	  -0.07113635156	     437.9188815	      -1.8568255
   6	   1	   2	   1	   3	      450.883942	      447.170291	        3.713651	      447.170291	        3.713651
   1	   1	   2	   2	   1	      151.292401	     158.7977803	    -7.505379304	     160.6244575	      -9.3320565
   2	   1	   2	   2	   1	      194.082076	     191.2473303	     2.834745718	      187.860705	        6.221371
   3	   1	   2	   2	   1	      260.997313	     260.4348801	     0.562432887	     240.6657893	     20.33152367
   4	   1	   2	   2	   1	      333.833216	     337.7961826	    -3.962966565	     318.1977315	      15.6354845
   5	   1	   2	   2	   1	       375.39815	      375.836279	       -0.438129	      370.882081	        4.516069
   6	   1	   2	   2	   1	      407.930946	      416.963084	       -9.032138	      416.963084	       -9.032138
   1	   1	   2	   2	   2	       197.65727	     195.0314009	     2.625869088	      196.847423	        0.809847
   2	   1	   2	   2	   2	      227.625252	     230.8387241	    -3.213472065	       228.16515	       -0.539898
   3	   1	   2	   2	   2	       289.18091	     280.2074552	     8.973454817	     269.2977923	     19.88311767
   4	   1	   2	   2	   2	      352.642873	      360.486856	     -7.84398295	      339.188784	       13.454089
   5	   1	   2	   2	   2	      389.196658	     388.0439705	     1.152687547	      385.646953	        3.549705
   6	   1	   2	   2	   2	      418.651033	      425.750443	        -7.09941	      425.750443	        -7.09941
   1	   1	   2	   2	   3	      234.796926	     226.2063703	     8.590555707	     228.0001225	       6.7968035
   2	   1	   2	   2	   3	      256.890798	     263.6506311	    -6.759833131	     261.4220003	    -4.531202333
   3	   1	   2	   2	   3	      314.672149	     300.8133547	     13.85879431	      295.208532	       19.463617
   4	   1	   2	   2	   3	         371.844	      381.862077	    -10.01807702	     359.6797555	      12.1642445
