 LIQ	 GLR	WCUT	 LFG	 WHP	True            	Spline          	eSpline         	Linear          	eLinear         
   1	   1	   1	   1	   1	      385.022785	     369.0170368	     16.00574824	       368.79768	       16.225105
   2	   1	   1	   1	   1	      369.838334	     379.2102799	    -9.371945859	     380.6550707	    -10.81673667
   3	   1	   1	   1	   1	      371.919642	     359.5278852	     12.39175685	     374.4372563	    -2.517614333
   4	   1	   1	   1	   1	      383.635101	     387.9842805	     -4.34917949	      386.208448	       -2.573347
   5	   1	   1	   1	   1	      400.497254	     398.9947085	     1.502545531	      402.110332	       -1.613078
   6	   1	   1	   1	   1	      420.585563	      417.359407	        3.226156	      417.359407	        3.226156
   1	   1	   1	   1	   2	      398.185363	     389.6980571	     8.487305902	      389.562325	        8.623038
   2	   1	   1	   1	   2	      390.518437	     395.4704935	    -4.952056498	      396.267129	       -5.748692
   3	   1	   1	   1	   2	      392.430661	     385.8999341	     6.530726949	      394.075675	       -1.645014
   4	   1	   1	   1	   2	      401.190151	     403.4781697	     -2.28801874	      403.501932	       -2.311781
   5	   1	   1	   1	   2	      414.573203	     414.1357332	    0.4374697578	     416.4875975	      -1.9143945
   6	   1	   1	   1	   2	      431.785044	      427.956255	        3.828789	      427.956255	        3.828789
   1	   1	   1	   1	   3	      409.568138	     405.6782941	     3.889843851	     405.5851885	       3.9829495
   2	   1	   1	   1	   3	      406.645752	     408.8873843	    -2.241632333	     409.3010517	    -2.655299667
   3	   1	   1	   1	   3	      408.766879	     405.8654793	     2.901399662	     409.9313253	    -1.164446333
   4	   1	   1	   1	   3	      416.502472	     417.4311658	    -0.928693835	     418.4419115	      -1.9394395
   5	   1	   1	   1	   3	      428.116944	     428.3239115	   -0.2069674609	     430.0337615	      -1.9168175
   6	   1	   1	   1	   3	      443.565051	      439.731416	        3.833635	      439.731416	        3.833635
   1	   1	   1	   2	   1	        146.0393	     153.4752507	    -7.435950674	      155.414488	       -9.375188
   2	   1	   1	   2	   1	      189.924983	     187.2336098	     2.691373155	     183.6748577	     6.250125333
   3	   1	   1	   2	   1	      258.945973	     257.8822961	     1.063676933	     237.4474157	     21.49855733
   4	   1	   1	   2	   1	      332.492281	     337.0426322	     -4.55035122	      316.440875	       16.051406
   5	   1	   1	   2	   1	      373.935777	      374.258385	   -0.3226080313	      369.401131	        4.534646
   6	   1	   1	   2	   1	      406.309981	      415.379273	       -9.069292	      415.379273	       -9.069292
   1	   1	   1	   2	   2	      190.324405	     188.9010067	     1.423398298	      190.793448	       -0.469043
   2	   1	   1	   2	   2	      222.291874	     224.8554966	    -2.563622608	     221.9791787	    0.3126953333
   3	   1	   1	   2	   2	      285.288726	     277.0017424	     8.286983588	      264.618923	       20.669803
   4	   1	   1	   2	   2	      349.273021	     357.1238345	    -7.850813455	     335.5769955	      13.6960255
   5	   1	   1	   2	   2	      385.865265	     384.7961182	     1.069146844	        382.3379	        3.527365
   6	   1	   1	   2	   2	      415.402779	      422.457509	        -7.05473	      422.457509	        -7.05473
   1	   1	   1	   2	   3	      226.620944	     220.1088499	     6.512094137	      221.960144	          4.6608
   2	   1	   1	   2	   3	      251.303344	     256.8724568	    -5.569112838	      254.410544	         -3.1072
   3	   1	   1	   2	   3	      309.989744	      297.608104	     12.38164001	        289.9498	       20.039944
   4	   1	   1	   2	   3	      367.242712	     376.9191929	     -9.67648092	      355.003376	       12.239336
