 LIQ	 GLR	WCUT	 LFG	 WHP	True            	Spline          	eSpline         	Linear          	eLinear         
   2	   1	   1	   1	   1	       372.03369	     360.9154333	      11.1182567	      382.747526	      -10.713836
   3	   1	   1	   1	   1	      373.436986	     373.9174699	   -0.4804838588	      375.842914	       -2.405928
   4	   1	   1	   1	   1	      383.461362	     381.1131744	     2.348187559	     386.1027015	      -2.6413395
   5	   1	   1	   1	   1	      398.768417	     404.7707382	    -6.002321156	      400.530214	       -1.761797
   2	   1	   1	   1	   2	      392.836606	     387.3416377	     5.494968321	     398.5425767	    -5.705970667
   3	   1	   1	   1	   2	       394.44704	     394.4428577	  0.004182321569	     395.9812093	    -1.534169333
   4	   1	   1	   1	   2	      402.270416	     400.5294512	     1.740964823	     404.4961575	      -2.2257415
   5	   1	   1	   1	   2	      414.545275	     419.7967762	    -5.251501199	     416.4533695	      -1.9080945
   2	   1	   1	   1	   3	      409.009834	     407.0761512	     1.933682848	      411.651129	       -2.641295
   3	   1	   1	   1	   3	      410.992713	     410.6344543	    0.3582587412	     412.0675373	    -1.074824333
   4	   1	   1	   1	   3	      418.182944	     416.7794258	       1.4035182	      420.053461	       -1.870517
   5	   1	   1	   1	   3	      429.114209	     433.9260826	    -4.811873637	     430.9653775	      -1.8511685
   2	   1	   1	   2	   1	      189.170815	     232.0215786	    -42.85076356	     182.8667133	     6.304101667
   3	   1	   1	   2	   1	      257.131056	     219.9087459	     37.22231005	     235.9375973	     21.19345867
   4	   1	   1	   2	   1	      329.471162	     345.3289218	    -15.85775983	     313.5959695	      15.8751925
   5	   1	   1	   2	   1	      370.060883	     375.6507632	    -5.589880215	     365.6413055	       4.4195775
   2	   1	   1	   2	   2	      222.918666	      256.443517	    -33.52485097	      222.566939	        0.351727
   3	   1	   1	   2	   2	      285.361203	     250.4447096	     34.91649344	     264.6903687	     20.67083433
   4	   1	   1	   2	   2	      348.233774	      364.017357	    -15.78358299	     334.5974575	      13.6363165
   5	   1	   1	   2	   2	      383.833712	     388.6304257	    -4.796713703	       380.36612	        3.467592
   2	   1	   1	   2	   3	      252.498519	     280.1880904	    -27.68957136	     255.5923293	    -3.093810333
   3	   1	   1	   2	   3	       310.92238	     277.8023138	     33.12006618	     290.7955173	     20.12686267
   4	   1	   1	   2	   3	      367.389514	     382.8938437	    -15.50432966	      355.098916	       12.290598
   5	   1	   1	   2	   3	      399.275452	     403.4975977	    -4.222145746	     396.4187015	       2.8567505
   2	   1	   1	   3	   1	      153.453972	     194.2903436	    -40.83637163	     144.7478567	     8.706115333
   3	   1	   1	   3	   1	      213.613904	     184.6427632	     28.97114076	      202.109797	       11.504107
   4	   1	   1	   3	   1	      299.421447	     306.8883828	    -7.466935832	     282.9440475	      16.4773995
   5	   1	   1	   3	   1	      352.274191	      361.213719	    -8.939527984	      345.697297	        6.576894
   2	   1	   1	   3	   2	      179.655577	     219.7737833	    -40.11820628	     169.6293357	     10.02624133
   3	   1	   1	   3	   2	      235.636169	     208.5325454	     27.10362359	     224.6521157	     10.98405333
   4	   1	   1	   3	   2	      314.645193	     321.7185777	    -7.073384677	     299.4822405	      15.1629525
   5	   1	   1	   3	   2	      363.328312	     371.8300948	    -8.501782773	      357.590204	        5.738108
   2	   1	   1	   3	   3	      206.597793	      245.601577	    -39.00378397	     196.1284037	     10.46938933
   3	   1	   1	   3	   3	      259.445025	     233.5818987	     25.86312626	     248.5602583	     10.88476667
   4	   1	   1	   3	   3	      332.485189	     339.5496967	    -7.064507673	      318.377017	       14.108172
   5	   1	   1	   3	   3	      377.309009	     385.2472477	    -7.938238688	      372.246317	        5.062692
   2	   1	   2	   1	   1	      377.595509	      365.973361	     11.62214802	      388.734842	      -11.139333
   3	   1	   2	   1	   1	      378.922238	     379.4344191	   -0.5121810745	     381.3523387	    -2.430100667
   4	   1	   2	   1	   1	      388.865998	     386.5202023	     2.345795677	     391.6241325	      -2.7581345
   5	   1	   2	   1	   1	      404.326027	     410.3850461	    -6.059019125	      406.124946	       -1.798919
   2	   1	   2	   1	   2	      398.368639	     392.2792134	     6.089425604	      404.587919	        -6.21928
   3	   1	   2	   1	   2	      399.916905	     399.9577565	   -0.0408515451	     401.4975183	    -1.580613333
   4	   1	   2	   1	   2	      407.755277	     405.9692147	     1.786062291	      410.041756	       -2.286479
   5	   1	   2	   1	   2	      420.166607	     425.4982091	    -5.331602059	     422.1179405	      -1.9513335
   2	   1	   2	   1	   3	      414.639924	     412.1691406	     2.470783374	     417.7613323	    -3.121408333
   3	   1	   2	   1	   3	      416.600429	     416.2641968	    0.3362322157	     417.7100253	    -1.109596333
   4	   1	   2	   1	   3	      423.850228	     422.4299172	     1.420310764	      425.764923	       -1.914695
   5	   1	   2	   1	   3	      434.929417	     439.7781248	    -4.848707793	     436.7811695	      -1.8517525
   2	   1	   2	   2	   1	      193.338357	     235.4543746	    -42.11601762	     187.0655247	     6.272832333
   3	   1	   2	   2	   1	       260.04853	     223.8106178	      36.2379122	     239.8240103	     20.22451967
   4	   1	   2	   2	   1	      332.795317	     347.8794252	    -15.08410823	     317.1781725	      15.6171445
   5	   1	   2	   2	   1	      374.307815	     380.1958677	    -5.888052691	     369.7923095	       4.5155055
   2	   1	   2	   2	   2	      226.833822	     258.8310108	    -31.99718884	      227.341764	       -0.507942
   3	   1	   2	   2	   2	      288.230818	     254.1682158	     34.06260223	      268.424395	       19.806423
   4	   1	   2	   2	   2	      351.605541	     366.6833982	    -15.07785722	     338.1687485	      13.4367925
   5	   1	   2	   2	   2	      388.106679	     393.2039163	    -5.097237266	      384.557539	         3.54914
   2	   1	   2	   2	   3	      256.074202	     281.7465478	    -25.67234576	     260.6105777	    -4.536375667
   3	   1	   2	   2	   3	      313.721507	     281.2770376	     32.44446938	      294.318534	       19.402973
   4	   1	   2	   2	   3	      370.807198	     385.7283686	     -14.9211706	     358.6596035	      12.1475945
   5	   1	   2	   2	   3	        403.5977	     408.0809669	    -4.483266949	     400.6388475	       2.9588525
   2	   1	   2	   3	   1	      156.723111	     198.3666584	    -41.64354741	     147.2504973	     9.472613667
   3	   1	   2	   3	   1	      216.804722	     187.7505904	     29.05413162	      205.234278	       11.570444
   4	   1	   2	   3	   1	      302.256612	     310.0484492	    -7.791837218	      286.402028	       15.854584
   5	   1	   2	   3	   1	      355.999334	       364.96159	    -8.962255969	      349.396036	        6.603298
   2	   1	   2	   3	   2	      183.269404	      223.991657	      -40.722253	     172.4498213	     10.81958267
