    i	               t	     evaluations	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
   51	     52.04081633	              55	     42.19190519	     42.19499426	 7.320944068e-05	     8278.664938	     8278.841941	 2.138024942e-05
   52	     53.06122449	              56	     40.37156339	     40.37457924	 7.469675688e-05	     8320.775197	     8320.962448	 2.250351379e-05
   53	     54.08163265	              57	     38.62975904	     38.63270223	 7.618407086e-05	     8361.081995	     8361.265754	 2.197743962e-05
   54	     55.10204082	              58	     36.96310367	     36.96597487	 7.767138263e-05	     8399.637001	     8399.830257	 2.300712952e-05
   55	     56.12244898	              59	     35.36835505	     35.37115499	 7.915869219e-05	     8436.540807	     8436.730976	 2.254058713e-05
   56	     57.14285714	              60	     33.84241081	     33.84514028	 8.064599953e-05	     8471.840721	     8472.039689	  2.34853587e-05
   57	     58.16326531	              61	     32.38230241	      32.3849623	 8.213330467e-05	      8505.62884	     8505.825082	 2.307159141e-05
   58	     59.18367347	              62	     30.98518943	     30.98778065	 8.362060759e-05	     8537.948479	     8538.152875	 2.393915335e-05
   59	     60.20408163	              63	     29.64835396	     29.65087748	  8.51079083e-05	      8568.88396	     8569.085953	 2.357221637e-05
   60	      61.2244898	              64	     28.36919537	     28.37165222	  8.65952068e-05	     8598.474942	     8598.684487	 2.436945733e-05
   61	     62.24489796	              65	     27.14522523	     27.14761646	 8.808250308e-05	     8626.798626	     8627.006054	 2.404410863e-05
   62	     63.26530612	              66	     25.97406247	     25.97638917	 8.956979715e-05	     8653.891322	     8654.105747	 2.477720382e-05
   63	     64.28571429	              67	     24.85342875	     24.85569204	 9.105708901e-05	     8679.823716	      8680.03628	 2.448881197e-05
   64	     65.30612245	              68	     23.78114403	     23.78334505	 9.254437866e-05	     8704.629051	     8704.848094	 2.516331297e-05
   65	     66.32653061	              69	     22.75512233	     22.75726223	  9.40316661e-05	     8728.372044	     8728.589454	 2.490777905e-05
   66	     67.34693878	              70	     21.77336765	     21.77544762	 9.551895132e-05	     8751.083133	     8751.306542	 2.552868984e-05
   67	     68.36734694	              71	     20.83397013	     20.83599135	 9.700623433e-05	      8772.82157	     8773.043549	 2.530238077e-05
   68	      69.3877551	              72	     19.93510229	     19.93706596	 9.849351513e-05	     8793.615225	     8793.842759	  2.58742226e-05
   69	     70.40816327	              73	     19.07501551	     19.07692284	 9.998079372e-05	     8813.518346	     8813.744629	 2.567391397e-05
   70	     71.42857143	              74	      18.2520366	     18.25388879	 0.0001014680701	      8832.55645	     8832.787875	 2.620078081e-05
   71	     72.44897959	              75	     17.46456458	     17.46636283	 0.0001029553443	     8850.779205	      8851.00954	 2.602360773e-05
   72	     73.46938776	              76	     16.71106751	     16.71281304	 0.0001044426162	     8868.209974	      8868.44507	  2.65092141e-05
   73	     74.48979592	              77	     15.99007957	     15.99177358	 0.0001059298859	     8884.894233	     8885.128379	 2.635262865e-05
   74	     75.51020408	              78	     15.30019818	     15.30184186	 0.0001074171535	      8900.85337	     8901.091922	 2.680035089e-05
   75	     76.53061224	              79	     14.64008127	     14.64167581	 0.0001089044188	     8916.129023	     8916.366752	 2.666208519e-05
   76	     77.55102041	              80	     14.00844466	     14.00999125	 0.0001103916819	     8930.740774	      8930.98258	 2.707499739e-05
   77	     78.57142857	              81	      13.4040596	      13.4055594	 0.0001118789428	     8944.726746	      8944.96784	 2.695303144e-05
   78	     79.59183673	              82	     12.82575032	      12.8272045	 0.0001133662015	     8958.104867	     8958.349734	 2.733393675e-05
   79	      80.6122449	              83	     12.27239182	     12.27380151	 0.0001148534579	     8970.910042	     8971.154295	 2.722647032e-05
   80	     81.63265306	              84	     11.74290761	     11.74427395	 0.0001163407122	     8983.158685	     8983.406429	 2.757792835e-05
   81	     82.65306122	              85	     11.23626764	     11.23759174	 0.0001178279642	     8994.882754	     8995.129971	 2.748335635e-05
   82	     83.67346939	              86	     10.75148632	     10.75276929	  0.000119315214	     9006.097279	     9006.347724	 2.780770731e-05
   83	     84.69387755	              87	     10.28762056	     10.28886348	 0.0001208024617	     9016.831517	     9017.081512	 2.772459814e-05
   84	     85.71428571	              88	     9.843767989	     9.844971927	 0.0001222897071	      9027.09923	     9027.352212	  2.80239841e-05
   85	     86.73469388	              89	      9.41906514	     9.420231148	 0.0001237769503	     9036.927206	     9037.179805	 2.795106058e-05
   86	     87.75510204	              90	     9.012685815	     9.013814923	 0.0001252641912	     9046.328044	     9046.583406	 2.822744427e-05
   87	      88.7755102	              91	     8.623839456	     8.624932679	   0.00012675143	     9055.326271	     9055.581309	 2.816356681e-05
   88	     89.79591837	              92	     8.251769616	     8.252827948	 0.0001282386666	     9063.933423	     9064.191016	 2.841874838e-05
   89	     90.81632653	              93	     7.895752483	     7.896776899	 0.0001297259009	     9072.171955	     9072.429275	 2.836290006e-05
   90	     91.83673469	              94	     7.555095473	     7.556086931	  0.000131213133	     9080.052428	     9080.312112	 2.859853198e-05
   91	     92.85714286	              95	     7.229135884	      7.23009532	  0.000132700363	     9087.595403	      9087.85486	 2.854980535e-05
   92	     93.87755102	              96	     6.917239606	     6.918167938	 0.0001341875907	      9094.81055	     9095.072192	 2.876740569e-05
   93	     94.89795918	              97	     6.618799886	     6.619698012	 0.0001356748162	     9101.716693	     9101.978147	 2.872499106e-05
   94	     95.91836735	              98	     6.333236149	     6.334104948	 0.0001371620394	     9108.322684	     9108.586159	 2.892595542e-05
   95	     96.93877551	              99	     6.059992872	     6.060833202	 0.0001386492605	      9114.64576	     9114.909082	 2.888913041e-05
   96	     97.95918367	             100	     5.798538494	     5.799351194	 0.0001401364794	     9120.694027	     9120.959216	 2.907474266e-05
   97	     98.97959184	             101	     5.548364392	     5.549150283	  0.000141623696	     9126.483263	      9126.74833	 2.904286294e-05
   98	             100	             102	     5.308983886	     5.309743768	 0.0001431109104	     9132.020891	     9132.287684	 2.921430479e-05
   99	     101.0204082	             103	     5.079931294	     5.080665948	 0.0001445981227	     9137.321357	     9137.588054	  2.91867958e-05
  100	     102.0408163	             104	     4.860761023	     4.861471213	 0.0001460853327	     9142.391459	     9142.659751	 2.934515556e-05
  101	     103.0612245	             105	     4.651046709	     4.651733177	 0.0001475725405	     9147.244422	     9147.512641	 2.932150515e-05
  102	     104.0816327	             106	      4.45038038	     4.451043852	 0.0001490597461	     9151.886468	     9152.156162	 2.946778554e-05
  103	     105.1020408	             107	     4.258371667	     4.259012849	 0.0001505469494	     9156.329709	     9156.599348	 2.944753733e-05
  104	      106.122449	             108	     4.074647043	     4.075266622	 0.0001520341506	      9160.57984	     9160.850843	 2.958266263e-05
  105	     107.1428571	             109	     3.898849096	     3.899447744	 0.0001535213495	     9164.647951	     9164.918915	 2.956541018e-05
  106	     108.1632653	             110	     3.730635834	     3.731214204	 0.0001550085463	     9168.539255	     9168.811479	 2.969023269e-05
  107	     109.1836735	             111	     3.569680023	      3.57023875	 0.0001564957408	     9172.263906	     9172.536107	 2.967561419e-05
  108	     110.2040816	             112	     3.415668543	     3.416208246	 0.0001579829331	     9175.826678	     9176.100043	 2.979092008e-05
  109	     111.2244898	             113	     3.268301787	     3.268823066	 0.0001594701232	     9179.236867	      9179.51022	 2.977861366e-05
  110	      112.244898	             114	     3.127293071	     3.127796513	 0.0001609573111	     9182.498845	     9182.773273	 2.988512834e-05
  111	     113.2653061	             115	     2.992368084	     2.992854256	 0.0001624444968	     9185.621121	     9185.895548	 2.987484785e-05
  112	     114.2857143	             116	     2.863264345	     2.863733802	 0.0001639316803	     9188.607698	     9188.883119	 2.997324083e-05
  113	     115.3061224	             117	     2.739730702	      2.74018398	 0.0001654188615	     9191.466369	     9191.741797	 2.996473204e-05
  114	     116.3265306	             118	     2.621526836	     2.621964457	 0.0001669060405	     9194.200798	     9194.477144	 3.005562141e-05
  115	     117.3469388	             119	     2.508422797	      2.50884527	 0.0001683932174	     9196.818119	      9197.09448	 3.004865865e-05
  116	     118.3673469	             120	     2.400198557	     2.400606373	  0.000169880392	     9199.321688	     9199.598896	 3.013261513e-05
  117	     119.3877551	             121	     2.296643581	     2.297037218	 0.0001713675644	     9201.718036	     9201.995265	 3.012699824e-05
  118	     120.4081633	             122	     2.197556415	     2.197936339	 0.0001728547346	     9204.010236	     9204.288247	  3.02045489e-05
  119	     121.4285714	             123	     2.102744299	      2.10311096	 0.0001743419026	     9206.204267	     9206.482303	 3.020010053e-05
  120	     122.4489796	             124	      2.01202279	     2.012376624	 0.0001758290683	     9208.302942	     9208.581702	 3.027173223e-05
  121	     123.4693878	             125	     1.925215399	     1.925556832	 0.0001773162319	     9210.311737	     9210.590526	 3.026829538e-05
  122	     124.4897959	             126	     1.842153256	     1.842482699	 0.0001788033932	     9212.233227	     9212.512683	 3.033445786e-05
  123	     125.5102041	             127	     1.762674775	     1.762992625	 0.0001802905524	     9214.072425	     9214.351914	 3.033189372e-05
  124	     126.5306122	             128	     1.686625339	     1.686931986	 0.0001817777093	     9215.831689	     9216.111794	 3.039300254e-05
  125	     127.5510204	             129	     1.613857006	     1.614152824	  0.000183264864	     9217.515608	     9217.795748	  3.03911885e-05
  126	     128.5714286	             130	     1.544228215	     1.544513567	 0.0001847520165	     9219.126342	     9219.407051	 3.044762762e-05
  127	     129.5918367	             131	     1.477603512	     1.477878751	 0.0001862391668	     9220.668093	     9220.948838	 3.044645557e-05
  128	     130.6122449	             132	     1.413853287	     1.414118754	 0.0001877263148	     9222.142837	     9222.424108	  3.04985798e-05
  129	     131.6326531	             133	     1.352853524	      1.35310955	 0.0001892134607	     9223.554422	     9223.835731	  3.04979545e-05
  130	     132.6530612	             134	     1.294485555	     1.294732461	 0.0001907006044	     9224.904658	     9225.186451	 3.054609175e-05
  131	     133.6734694	             135	     1.238635833	     1.238873929	 0.0001921877458	     9226.197067	     9226.478898	 3.054592945e-05
  132	     134.6938776	             136	     1.185195711	     1.185425298	  0.000193674885	     9227.433306	     9227.715585	 3.059038277e-05
  133	     135.7142857	             137	     1.134061227	     1.134282596	  0.000195162022	       9228.6166	     9228.898918	 3.059060996e-05
  134	     136.7346939	             138	     1.085132907	     1.085346339	 0.0001966491568	     9229.748467	     9230.031198	 3.063165944e-05
  135	      137.755102	             139	     1.038315566	     1.038521335	 0.0001981362894	     9230.831859	     9231.114628	 3.063221169e-05
  136	     138.7755102	             140	     0.993518129	     0.993716498	 0.0001996234198	     9231.868165	     9232.151316	 3.067011621e-05
  137	     139.7959184	             141	    0.9506534475	    0.9508446724	  0.000201110548	      9232.86009	     9233.143279	 3.067093719e-05
  138	     140.8163265	             142	    0.9096381343	    0.9098224622	 0.0002025976739	     9233.808903	     9234.092445	 3.070593603e-05
  139	     141.8367347	             143	    0.8703923996	    0.8705700698	 0.0002040847976	     9234.717082	     9235.000661	 3.070697658e-05
  140	     142.8571429	             144	    0.8328398962	    0.8330111399	 0.0002055719192	      9235.58579	     9235.869694	 3.073929091e-05
  141	      143.877551	             145	    0.7969075706	    0.7970726117	 0.0002070590385	     9236.417294	     9236.701235	 3.074050823e-05
  142	     144.8979592	             146	    0.7625255214	    0.7626845764	 0.0002085461556	      9237.21266	     9237.496901	 3.077034249e-05
  143	     145.9183673	             147	     0.729626863	    0.7297801411	 0.0002100332705	     9237.973962	     9238.258239	 3.077169944e-05
  144	     146.9387755	             148	    0.6981475954	    0.6982952991	 0.0002115203832	     9238.702177	     9238.986731	 3.079924257e-05
  145	     147.9591837	             149	    0.6680264799	    0.6681688048	 0.0002130074936	     9239.399204	     9239.683793	   3.0800707e-05
  146	     148.9795918	             150	      0.63920492	    0.6393420554	 0.0002144946019	     9240.065938	     9240.350782	 3.082613365e-05
  147	             150	             151	    0.6116268472	    0.6117589759	 0.0002159817079	     9240.704118	     9240.988996	 3.082767785e-05
  148	     151.0204082	             152	    0.5852386121	    0.5853659109	 0.0002174688118	     9241.314561	     9241.599675	 3.085114943e-05
  149	     152.0408163	             153	    0.5599888799	    0.5601115196	 0.0002189559134	     9241.898861	     9242.184008	 3.085274957e-05
  150	     153.0612245	             154	    0.5358285306	    0.5359466763	 0.0002204430128	     9242.457766	      9242.74313	 3.087441529e-05
  151	     154.0816327	             155	    0.5127105637	    0.5128243748	   0.00022193011	     9242.992735	     9243.278131	   3.0876051e-05
  152	     155.1020408	             156	    0.4905900061	    0.4906996368	  0.000223417205	     9243.504453	      9243.79005	 3.089604874e-05
  153	      156.122449	             157	    0.4694238253	    0.4695294245	 0.0002249042977	     9243.994256	     9244.279883	 3.089770267e-05
  154	     157.1428571	             158	    0.4491708453	    0.4492725568	 0.0002263913883	     9244.462772	     9244.748584	 3.091615988e-05
  155	     158.1632653	             159	    0.4297916668	    0.4298896294	 0.0002278784767	     9244.911222	     9245.197063	 3.091781734e-05
  156	     159.1836735	             160	      0.41124859	     0.411342938	 0.0002293655628	     9245.340182	     9245.626194	  3.09348518e-05
  157	     160.2040816	             161	    0.3935055421	    0.3935964049	 0.0002308526467	     9245.750771	     9246.036811	 3.093650047e-05
  158	     161.2244898	             162	    0.3765280062	    0.3766155089	 0.0002323397284	     9246.143515	     9246.429712	 3.095222101e-05
  159	      162.244898	             163	    0.3602829548	    0.3603672183	 0.0002338268079	     9246.519439	     9246.805663	  3.09538506e-05
  160	     163.2653061	             164	    0.3447387854	    0.3448199263	 0.0002353138852	     9246.879025	     9247.165394	  3.09683578e-05
  161	     164.2857143	             165	    0.3298652589	    0.3299433898	 0.0002368009603	      9247.22321	     9247.509605	 3.096995983e-05
  162	     165.3061224	             166	    0.3156334408	    0.3157086704	 0.0002382880332	     9247.552437	     9247.838966	 3.098334663e-05
  163	     166.3265306	             167	    0.3020156451	    0.3020880783	 0.0002397751038	     9247.867564	     9248.154118	 3.098491415e-05
  164	     167.3469388	             168	    0.2889853802	    0.2890551183	 0.0002412621723	     9248.168996	     9248.455672	 3.099726644e-05
  165	     168.3673469	             169	    0.2765172974	    0.2765844381	 0.0002427492385	     9248.457517	     9248.744217	  3.09987939e-05
  166	     169.3877551	             170	    0.2645871418	    0.2646517794	 0.0002442363025	       9248.7335	     9249.020313	 3.101019101e-05
  167	     170.4081633	             171	    0.2531717049	    0.2532339304	 0.0002457233643	     9248.997662	     9249.284498	 3.101167403e-05
  168	     171.4285714	             172	    0.2422487794	    0.2423086806	 0.0002472104239	     9249.250344	     9249.537285	 3.102218928e-05
  169	     172.4489796	             173	    0.2317971163	     0.231854778	 0.0002486974813	     9249.492204	     9249.779166	  3.10236245e-05
  170	     173.4693878	             174	    0.2217963833	    0.2218518872	 0.0002501845365	     9249.723553	     9250.010611	 3.103332561e-05
  171	     174.4897959	             175	    0.2122271253	    0.2122805502	 0.0002516715894	     9249.944993	     9250.232072	 3.103471054e-05
  172	     175.5102041	             176	    0.2030707265	    0.2031221487	 0.0002531586402	      9250.15681	     9250.443977	 3.104366009e-05
  173	     176.5306122	             177	    0.1943093746	    0.1943588672	 0.0002546456887	     9250.359555	     9250.646741	 3.104499302e-05
  174	     177.5510204	             178	    0.1859260253	    0.1859736593	  0.000256132735	     9250.553488	     9250.840757	  3.10532488e-05
  175	     178.5714286	             179	    0.1779043702	    0.1779502137	 0.0002576197791	     9250.739116	     9251.026402	 3.105452865e-05
  176	     179.5918367	             180	     0.170228804	    0.1702729228	  0.000259106821	     9250.916676	     9251.204038	 3.106214406e-05
  177	     180.6122449	             181	     0.162884395	    0.1629268527	 0.0002605938607	     9251.086632	     9251.374011	  3.10633703e-05
  178	     181.6326531	             182	    0.1558568557	    0.1558977135	 0.0002620808982	     9251.249201	      9251.53665	 3.107039465e-05
  179	     182.6530612	             183	    0.1491325149	    0.1491718318	 0.0002635679334	     9251.404808	     9251.692272	 3.107156722e-05
  180	     183.6734694	             184	    0.1426982913	    0.1427361243	 0.0002650549665	     9251.553652	     9251.841181	 3.107804607e-05
  181	     184.6938776	             185	    0.1365416681	    0.1365780719	 0.0002665419973	     9251.696121	     9251.983665	  3.10791653e-05
  182	     185.7142857	             186	    0.1306506683	    0.1306856959	  0.000268029026	     9251.832398	     9252.120002	  3.10851407e-05
  183	     186.7346939	             187	    0.1250138318	    0.1250475341	 0.0002695160524	     9251.962839	     9252.250457	 3.108620725e-05
  184	      187.755102	             188	    0.1196201928	     0.119652619	 0.0002710030766	     9252.087611	     9252.375284	 3.109171805e-05
  185	     188.7755102	             189	    0.1144592588	    0.1144904564	 0.0002724900986	      9252.20704	     9252.494725	 3.109273285e-05
  186	     189.7959184	             190	      0.10952099	    0.1095510044	 0.0002739771184	     9252.321277	     9252.609013	 3.109781492e-05
  187	     190.8163265	             191	    0.1047957794	    0.1048246548	 0.0002754641359	     9252.430623	     9252.718371	 3.109877911e-05
  188	     191.8367347	             192	    0.1002744349	    0.1003022137	 0.0002769511513	     9252.535216	     9252.823011	 3.110346558e-05
  189	     192.8571429	             193	   0.09594816086	   0.09597488393	 0.0002784381644	     9252.635329	     9252.923136	 3.110438047e-05
  190	      193.877551	             194	   0.09180854103	   0.09183424774	 0.0002799251754	     9252.731092	     9253.018941	 3.110870193e-05
  191	     194.8979592	             195	   0.08784752235	   0.08787225067	 0.0002814121841	     9252.822753	     9253.110613	 3.110956898e-05
  192	     195.9183673	             196	   0.08405739919	   0.08408118569	 0.0002828991906	     9252.910431	      9253.19833	 3.111355366e-05
  193	     196.9387755	             197	   0.08043079839	   0.08045367831	 0.0002843861949	     9252.994353	     9253.282263	 3.111437444e-05
  194	     197.9591837	             198	   0.07696066488	   0.07698267216	  0.000285873197	     9253.074628	     9253.362575	 3.111804841e-05
  195	     198.9795918	             199	   0.07364024798	   0.07366141534	 0.0002873601968	     9253.151465	     9253.439422	 3.111882455e-05
  196	             200	             200	   0.07046308827	   0.07048344722	 0.0002888471945	     9253.224963	     9253.512953	 3.112221189e-05
