    i	               t	     evaluations	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
   22	     23.03664921	              31	     147.7970618	     147.7968616	 1.354464944e-06	     5835.443631	     5835.440774	  4.89652845e-07
   23	     24.08376963	              32	     141.2575024	      141.257301	 1.425478675e-06	     5986.781099	     5986.752208	 4.825908338e-06
   24	     25.13089005	              33	     135.0072981	     135.0070961	 1.496492412e-06	     6131.371858	     6131.368572	  5.35892823e-07
   25	     26.17801047	              34	     129.0336459	     129.0334436	 1.567506153e-06	      6269.61319	     6269.586103	 4.320328454e-06
   26	     27.22513089	              35	     123.3243092	     123.3241071	   1.6385199e-06	     6401.691645	      6401.68793	 5.803925453e-07
   27	     28.27225131	              36	     117.8675928	     117.8673913	 1.709533652e-06	     6527.970128	     6527.944653	 3.902407957e-06
   28	     29.31937173	              37	     112.6523191	     112.6521185	 1.780547409e-06	     6648.619045	     6648.614902	 6.231538941e-07
   29	     30.36649215	              38	      107.667805	     107.6676057	 1.851561171e-06	     6763.969895	     6763.945859	 3.553509657e-06
   30	     31.41361257	              39	     102.9038402	     102.9036423	 1.922574937e-06	     6874.178339	     6874.173774	 6.641903269e-07
   31	     32.46073298	              40	     98.35066591	     98.35046984	  1.99358871e-06	     6979.547191	     6979.524439	 3.259810956e-06
   32	      33.5078534	              41	     93.99895542	     93.99876135	 2.064602486e-06	     7080.218639	     7080.213658	 7.035236961e-07
   33	     34.55497382	              42	     89.83979457	      89.8396027	 2.135616269e-06	     7176.469294	     7176.447687	 3.010845935e-06
   34	     35.60209424	              43	     85.86466362	     85.86447415	 2.206630055e-06	      7268.42904	     7268.423653	 7.411821238e-07
   35	     36.64921466	              44	     82.06541982	     82.06523291	 2.277643848e-06	      7356.35055	     7356.329962	 2.798547234e-06
   36	     37.69633508	              45	     78.43428073	     78.43409652	 2.348657645e-06	     7440.352469	     7440.346686	 7.771985137e-07
   37	      38.7434555	              46	     74.96380823	     74.96362684	 2.419671447e-06	     7520.665604	     7520.645926	 2.616598612e-06
   38	     39.79057592	              47	     71.64689331	     71.64671487	 2.490685255e-06	     7597.398335	     7597.392169	 8.116094722e-07
   39	     40.83769634	              48	     68.47674155	     68.47656614	 2.561699067e-06	     7670.761495	     7670.742625	  2.45998665e-06
   40	     41.88481675	              49	     65.44685913	     65.44668682	 2.632712884e-06	     7740.854083	     7740.847546	  8.44454492e-07
   41	     42.93193717	              50	     62.55103956	     62.55087044	 2.703726706e-06	      7807.86869	     7807.850539	 2.324683609e-06
   42	     43.97905759	              51	     59.78335098	      59.7831851	 2.774740534e-06	     7871.895748	     7871.888854	  8.75775319e-07
   43	     45.02617801	              52	     57.13812399	     57.13796139	 2.845754366e-06	     7933.111179	     7933.093668	 2.207418725e-06
   44	     46.07329843	              53	     54.60994006	     54.60978078	 2.916768204e-06	     7991.597593	     7991.590356	 9.056154387e-07
   45	     47.12041885	              54	     52.19362039	     52.19346445	 2.987782046e-06	     8047.515687	     8047.498743	 2.105510437e-06
   46	     48.16753927	              55	     49.88421533	     49.88406275	 3.058795894e-06	     8100.940922	     8100.933355	 9.340196557e-07
   47	     49.21465969	              56	     47.67699426	     47.67684504	 3.129809747e-06	     8152.020089	     8152.003649	 2.016741392e-06
   48	      50.2617801	              57	     45.56743583	     45.56728998	 3.200823605e-06	     8200.822118	     8200.814237	 9.610337375e-07
   49	     51.30890052	              58	     43.55121879	      43.5510763	 3.271837468e-06	       8247.4811	     8247.465106	 1.939264009e-06
   50	     52.35602094	              59	     41.62421308	     41.62407393	 3.342851335e-06	     8292.059998	     8292.051816	 9.867041079e-07
   51	     53.40314136	              60	     39.78247136	     39.78233555	 3.413865208e-06	     8334.681298	       8334.6657	 1.871528209e-06
   52	     54.45026178	              61	     38.02222097	     38.02208847	 3.484879086e-06	     8375.402517	     8375.394049	 1.011077582e-06
   53	      55.4973822	              62	     36.33985618	     36.33972696	 3.555892969e-06	     8414.335542	     8414.320293	 1.812225463e-06
   54	     56.54450262	              63	     34.73193079	     34.73180482	 3.626906857e-06	     8451.532911	      8451.52417	 1.034201129e-06
   55	     57.59162304	              64	     33.19515108	     33.19502833	  3.69792075e-06	     8487.096828	     8487.081888	 1.760245006e-06
   56	     58.63874346	              65	     31.72636909	     31.72624951	 3.768934648e-06	     8521.075286	     8521.066286	 1.056121671e-06
   57	     59.68586387	              66	     30.32257612	     30.32245968	 3.839948551e-06	     8553.561644	     8553.546978	 1.714639222e-06
   58	     60.73298429	              67	     28.98089662	     28.98078328	 3.910962459e-06	     8584.599743	     8584.590498	 1.076885892e-06
   59	     61.78010471	              68	     27.69858225	     27.69847196	 3.981976372e-06	     8614.274863	     8614.260437	 1.674596038e-06
   60	     62.82722513	              69	      26.4730063	     26.47289901	  4.05299029e-06	     8642.627049	     8642.617572	 1.096540082e-06
   61	     63.87434555	              70	     25.30165827	     25.30155393	 4.124004214e-06	     8669.734203	      8669.71999	 1.639416709e-06
   62	     64.92146597	              71	     24.18213874	     24.18203729	 4.195018142e-06	     8695.632905	     8695.623208	 1.115129986e-06
   63	     65.96858639	              72	     23.11215446	     23.11205586	 4.266032076e-06	     8720.394315	     8720.380289	 1.608497811e-06
   64	     67.01570681	              73	     22.08951364	     22.08941784	 4.337046014e-06	     8744.051848	     8744.041943	  1.13270068e-06
   65	     68.06282723	              74	      21.1121215	     21.11202844	 4.408059957e-06	     8766.670505	     8766.656642	 1.581316527e-06
   66	     69.10994764	              75	     20.17797591	     20.17788554	 4.479073906e-06	     8788.280809	     8788.270709	 1.149296454e-06
   67	     70.15706806	              76	     19.28516336	     19.28507561	 4.550087859e-06	     8808.942139	      8808.92842	 1.557418539e-06
   68	     71.20418848	              77	     18.43185498	      18.4317698	 4.621101817e-06	     8828.682375	      8828.67209	 1.164960719e-06
   69	      72.2513089	              78	     17.61630283	     17.61622017	 4.692115781e-06	     8847.555756	     8847.542162	 1.536408017e-06
   70	     73.29842932	              79	     16.83683633	     16.83675613	  4.76312975e-06	     8865.587751	     8865.577292	 1.179735916e-06
   71	     74.34554974	              80	     16.09185879	       16.091781	 4.834143724e-06	     8882.827905	     8882.814422	 1.517939269e-06
   72	     75.39267016	              81	     15.37984418	     15.37976874	 4.905157703e-06	     8899.299484	     8899.288861	 1.193663446e-06
   73	     76.43979058	              82	       14.699334	     14.69926086	 4.976171686e-06	     8915.047745	     8915.034357	 1.501709756e-06
   74	     77.48691099	              83	     14.04893428	     14.04886337	 5.047185675e-06	     8930.093939	     8930.083163	  1.20678361e-06
   75	     78.53403141	              84	     13.42731272	     13.42724399	 5.118199669e-06	     8944.479409	     8944.466105	 1.487454206e-06
   76	     79.58115183	              85	     12.83319597	     12.83312938	 5.189213667e-06	     8958.223566	     8958.212645	 1.219135553e-06
   77	     80.62827225	              86	     12.26536704	     12.26530252	 5.260227671e-06	     8971.364175	     8971.350943	 1.474939637e-06
   78	     81.67539267	              87	     11.72266277	     11.72260027	  5.33124168e-06	     8983.918968	     8983.907911	 1.230757228e-06
   79	     82.72251309	              88	     11.20397147	     11.20391095	 5.402255695e-06	     8995.922442	     8995.909272	 1.463961128e-06
   80	     83.76963351	              89	     10.70823065	     10.70817204	 5.473269713e-06	     9007.390794	     9007.379609	 1.241685362e-06
   81	     84.81675393	              90	     10.23442481	     10.23436807	 5.544283737e-06	     9018.355535	     9018.342419	 1.454338203e-06
   82	     85.86387435	              91	     9.781583407	     9.781528481	 5.615297766e-06	     9028.831461	     9028.820158	 1.251955433e-06
   83	     86.91099476	              92	     9.348778823	     9.348725663	   5.6863118e-06	     9038.847358	     9038.834288	 1.445911742e-06
   84	     87.95811518	              93	     8.935124493	      8.93507305	 5.757325841e-06	      9048.41674	     9048.405325	 1.261601655e-06
   85	      89.0052356	              94	     8.539773077	     8.539723305	 5.828339884e-06	     9057.565901	     9057.552871	 1.438541312e-06
   86	     90.05235602	              95	      8.16191473	     8.161866581	 5.899353934e-06	     9066.307187	     9066.295667	 1.270656968e-06
   87	     91.09947644	              96	     7.800775438	     7.800728865	 5.970367988e-06	     9074.664617	     9074.651621	 1.432102876e-06
   88	     92.14659686	              97	     7.455615434	     7.455570392	 6.041382048e-06	     9082.649467	     9082.637849	 1.279153043e-06
   89	     93.19371728	              98	     7.125727684	     7.125684129	 6.112396112e-06	     9090.283678	     9090.270711	 1.426486798e-06
   90	      94.2408377	              99	     6.810436439	     6.810394328	 6.183410182e-06	     9097.577552	     9097.565842	 1.287120275e-06
   91	     95.28795812	             100	      6.50909585	     6.509055139	 6.254424256e-06	     9104.551129	     9104.538186	 1.421596121e-06
   92	     96.33507853	             101	     6.221088642	     6.221049291	 6.325438336e-06	      9111.21382	     9111.202025	 1.294587802e-06
   93	     97.38219895	             102	     5.945824856	     5.945786824	  6.39645242e-06	     9117.583932	     9117.571009	 1.417345056e-06
   94	     98.42931937	             103	     5.682740634	     5.682703882	  6.46746651e-06	      9123.67006	     9123.658185	 1.301583517e-06
   95	     99.47643979	             104	      5.43129707	     5.431261558	 6.538480604e-06	     9129.488928	     9129.476022	 1.413657676e-06
   96	     100.5235602	             105	       5.1909791	      5.19094479	 6.609494705e-06	     9135.048388	     9135.036438	  1.30813408e-06
   97	     101.5706806	             106	     4.961294451	     4.961261307	 6.680508809e-06	     9140.363714	     9140.350822	 1.410466759e-06
   98	      102.617801	             107	     4.741772632	     4.741740618	 6.751522919e-06	     9145.442081	     9145.430061	 1.314264952e-06
   99	     103.6649215	             108	     4.531963969	      4.53193305	 6.822537034e-06	      9150.29744	     9150.284559	 1.407712788e-06
  100	     104.7120419	             109	     4.331438686	     4.331408827	 6.893551153e-06	     9154.936345	      9154.92426	 1.320000407e-06
  101	     105.7591623	             110	     4.139786022	      4.13975719	 6.964565279e-06	     9159.371541	     9159.358669	  1.40534306e-06
  102	     106.8062827	             111	     3.956613391	     3.956585554	 7.035579409e-06	     9163.609014	     9163.596869	  1.32536357e-06
  103	     107.8534031	             112	     3.781545578	     3.781518704	 7.106593544e-06	     9167.660406	     9167.647541	 1.403310913e-06
  104	     108.9005236	             113	      3.61422397	     3.614198029	 7.177607683e-06	     9171.531185	     9171.518983	 1.330376442e-06
  105	      109.947644	             114	     3.454305822	     3.454280783	 7.248621828e-06	     9175.231986	     9175.219126	 1.401575032e-06
  106	     110.9947644	             115	     3.301463554	     3.301439388	 7.319635979e-06	     9178.767803	     9178.755549	 1.335059932e-06
  107	     112.0418848	             116	      3.15538408	     3.155360759	 7.390650134e-06	     9182.148351	     9182.135495	  1.40009885e-06
  108	     113.0890052	             117	     3.015768167	     3.015745664	 7.461664295e-06	     9185.378193	      9185.36589	 1.339433894e-06
  109	     114.1361257	             118	     2.882329823	     2.882308112	  7.53267846e-06	     9188.466202	     9188.453349	  1.39885001e-06
  110	     115.1832461	             119	     2.754795711	     2.754774764	  7.60369263e-06	     9191.416547	     9191.404198	 1.343517158e-06
  111	     116.2303665	             120	     2.632904585	     2.632884378	 7.674706806e-06	     9194.237332	      9194.22448	 1.397799888e-06
  112	     117.2774869	             121	     2.516406762	      2.51638727	 7.745720987e-06	     9196.932365	     9196.919974	 1.347327567e-06
  113	     118.3246073	             122	     2.405063604	     2.405044805	 7.816735172e-06	     9199.509051	       9199.4962	 1.396923179e-06
  114	     119.3717277	             123	     2.298647034	     2.298628903	 7.887749361e-06	     9201.970867	     9201.958437	 1.350882012e-06
  115	     120.4188482	             124	     2.196939066	     2.196921581	 7.958763557e-06	     9204.324577	     9204.311726	 1.396197521e-06
  116	     121.4659686	             125	     2.099731359	     2.099714498	 8.029777758e-06	     9206.573358	      9206.56089	 1.354196471e-06
  117	      122.513089	             126	     2.006824789	     2.006808532	 8.100791963e-06	     9208.723387	     9208.710535	 1.395603165e-06
  118	     123.5602094	             127	     1.918029046	     1.918013372	 8.171806174e-06	     9210.777567	     9210.765065	 1.357286042e-06
  119	     124.6073298	             128	     1.833162238	     1.833147127	  8.24282039e-06	     9212.741541	     9212.728689	 1.395122684e-06
  120	     125.6544503	             129	     1.752050521	     1.752035955	 8.313834611e-06	     9214.617961	     9214.605427	 1.360164983e-06
  121	     126.7015707	             130	     1.674527745	     1.674513705	 8.384848837e-06	     9216.411981	     9216.399126	 1.394740711e-06
  122	     127.7486911	             131	     1.600435111	     1.600421578	 8.455863068e-06	     9218.126022	      9218.11346	 1.362846745e-06
  123	     128.7958115	             132	     1.529620844	     1.529607802	 8.526877303e-06	     9219.764795	     9219.751939	 1.394443706e-06
  124	     129.8429319	             133	     1.461939889	     1.461927319	 8.597891545e-06	     9221.330511	      9221.31792	 1.365344011e-06
  125	     130.8900524	             134	     1.397253604	     1.397241492	  8.66890579e-06	      9222.82747	     9222.814612	 1.394219756e-06
  126	     131.9371728	             135	     1.335429486	     1.335417815	 8.739920042e-06	     9224.257695	     9224.245079	 1.367668727e-06
  127	     132.9842932	             136	     1.276340893	     1.276329648	 8.810934297e-06	     9225.625114	     9225.612253	 1.394058386e-06
  128	     134.0314136	             137	     1.219866786	     1.219855951	 8.881948558e-06	     9226.931573	     9226.918934	  1.36983214e-06
  129	      135.078534	             138	     1.165891482	     1.165881044	 8.952962825e-06	     9228.180661	     9228.167797	 1.393950396e-06
  130	     136.1256545	             139	     1.114304417	     1.114294362	 9.023977096e-06	     9229.374064	     9229.361403	 1.371844831e-06
  131	     137.1727749	             140	     1.064999919	     1.064990233	 9.094991373e-06	     9230.515061	     9230.502195	 1.393887723e-06
  132	     138.2198953	             141	     1.017876991	     1.017867662	 9.166005654e-06	     9231.605192	      9231.59251	 1.373716746e-06
  133	     139.2670157	             142	    0.9728391065	    0.9728301204	 9.237019941e-06	     9232.647452	     9232.634583	 1.393863303e-06
  134	     140.3141361	             143	    0.9297940076	    0.9297853531	  9.30803423e-06	     9233.643247	     9233.630546	 1.375457231e-06
  135	     141.3612565	             144	    0.8886535202	    0.8886451856	 9.379048527e-06	     9234.595314	     9234.582442	 1.393870965e-06
  136	      142.408377	             145	    0.8493333712	     0.849325345	 9.450062828e-06	     9235.504937	     9235.492219	  1.37707506e-06
  137	     143.4554974	             146	    0.8117530162	    0.8117452875	 9.521077136e-06	     9236.374615	     9236.361741	 1.393905321e-06
  138	     144.5026178	             147	    0.7758354748	     0.775828033	 9.592091447e-06	     9237.205523	     9237.192789	 1.378578465e-06
  139	     145.5497382	             148	    0.7415071727	    0.7415000075	 9.663105764e-06	     9237.999944	     9237.987066	 1.393961681e-06
  140	     146.5968586	             149	     0.708697791	    0.7086908925	 9.734120085e-06	     9238.758948	     9238.746199	 1.379975169e-06
  141	     147.6439791	             150	    0.6773401222	    0.6773334809	 9.805134412e-06	     9239.484622	     9239.471742	 1.394035968e-06
  142	     148.6910995	             151	    0.6473699326	    0.6473635391	 9.876148745e-06	     9240.177946	     9240.165183	 1.381272408e-06
  143	     149.7382199	             152	    0.6187258304	    0.6187196759	 9.947163081e-06	     9240.840823	      9240.82794	 1.394124651e-06
  144	     150.7853403	             153	    0.5913491405	    0.5913432163	 1.001817742e-05	     9241.474149	     9241.461373	 1.382476962e-06
  145	     151.8324607	             154	    0.5651837838	    0.5651780816	 1.008919177e-05	     9242.079664	     9242.066778	 1.394224674e-06
  146	     152.8795812	             155	    0.5401761626	    0.5401706743	 1.016020612e-05	     9242.658184	     9242.645396	 1.383595177e-06
  147	     153.9267016	             156	    0.5162750507	    0.5162697686	 1.023122048e-05	       9243.2113	     9243.198412	 1.394333406e-06
  148	      154.973822	             157	    0.4934314885	    0.4934264051	 1.030223484e-05	     9243.739757	     9243.726958	 1.384632994e-06
  149	     156.0209424	             158	    0.4715986828	    0.4715937908	 1.037324921e-05	     9244.245009	     9244.232118	 1.394448588e-06
  150	     157.0680628	             159	    0.4507319107	    0.4507272031	 1.044426358e-05	     9244.727736	     9244.714926	 1.385595969e-06
  151	     158.1151832	             160	    0.4307884282	    0.4307838984	 1.051527795e-05	     9245.189265	     9245.176372	 1.394568285e-06
  152	     159.1623037	             161	    0.4117273827	     0.411723024	 1.058629234e-05	     9245.630219	       9245.6174	 1.386489295e-06
  153	     160.2094241	             162	     0.393509729	    0.3935055353	 1.065730672e-05	     9246.051809	     9246.038913	 1.394690853e-06
  154	     161.2565445	             163	    0.3760981498	    0.3760941149	 1.072832112e-05	     9246.454604	     9246.441776	 1.387317827e-06
  155	     162.3036649	             164	    0.3594569786	    0.3594530968	 1.079933552e-05	     9246.839712	     9246.826814	 1.394814896e-06
  156	     163.3507853	             165	    0.3435521275	     0.343548393	 1.087034992e-05	     9247.207651	     9247.194815	 1.388086097e-06
  157	     164.3979058	             166	    0.3283510164	    0.3283474238	 1.094136433e-05	     9247.559432	     9247.546533	  1.39493924e-06
  158	     165.4450262	             167	    0.3138225072	    0.3138190513	 1.101237874e-05	     9247.895531	     9247.882688	  1.38879834e-06
  159	     166.4921466	             168	    0.2999368391	    0.2999335149	 1.108339315e-05	     9248.216871	      9248.20397	 1.395062903e-06
  160	      167.539267	             169	    0.2866655687	    0.2866623711	 1.115440758e-05	     9248.523886	     9248.511035	 1.389458504e-06
  161	     168.5863874	             170	    0.2739815106	    0.2739784351	   1.1225422e-05	     9248.817418	     9248.804515	 1.395185072e-06
  162	     169.6335079	             171	    0.2618586825	    0.2618557245	 1.129643644e-05	     9249.097865	     9249.085008	 1.390070277e-06
  163	     170.6806283	             172	    0.2502722518	    0.2502694069	 1.136745087e-05	     9249.365996	     9249.353091	 1.395305079e-06
  164	     171.7277487	             173	    0.2391984846	    0.2391957485	 1.143846532e-05	     9249.622174	     9249.609312	 1.390637093e-06
  165	     172.7748691	             174	     0.228614697	    0.2286120658	 1.150947977e-05	     9249.867103	     9249.854195	 1.395422382e-06
  166	     173.8219895	             175	    0.2184992091	    0.2184966788	 1.158049422e-05	     9250.101112	     9250.088244	 1.391162156e-06
  167	     174.8691099	             176	       0.2088313	    0.2088288668	 1.165150868e-05	     9250.324845	     9250.311936	 1.395536551e-06
  168	     175.9162304	             177	    0.1995911657	     0.199588826	 1.172252314e-05	     9250.538604	     9250.525731	 1.391648452e-06
  169	     176.9633508	             178	    0.1907598786	    0.1907576289	 1.179353761e-05	     9250.742977	     9250.730066	 1.395647251e-06
  170	     178.0104712	             179	    0.1823193484	    0.1823171853	 1.186455208e-05	     9250.938238	      9250.92536	 1.392098761e-06
  171	     179.0575916	             180	    0.1742522854	    0.1742502056	 1.193556656e-05	     9251.124925	     9251.112012	 1.395754225e-06
  172	      180.104712	             181	    0.1665421648	    0.1665401652	 1.200658104e-05	     9251.303289	     9251.290406	 1.392515673e-06
  173	     181.1518325	             182	     0.159173193	    0.1591712706	 1.207759553e-05	      9251.47382	     9251.460907	 1.395857292e-06
  174	     182.1989529	             183	    0.1521302752	    0.1521284271	 1.214861002e-05	      9251.63675	     9251.623863	 1.392901597e-06
  175	     183.2460733	             184	    0.1453989846	    0.1453972079	 1.221962452e-05	     9251.792524	     9251.779609	 1.395956325e-06
  176	     184.2931937	             185	    0.1389655326	    0.1389638247	 1.229063902e-05	     9251.941354	     9251.928464	 1.393258776e-06
  177	     185.3403141	             186	    0.1328167408	     0.132815099	 1.236165353e-05	     9252.083648	     9252.070732	 1.396051251e-06
  178	     186.3874346	             187	    0.1269400139	    0.1269384358	 1.243266804e-05	     9252.219599	     9252.206705	 1.393589297e-06
  179	      187.434555	             188	    0.1213233139	    0.1213217969	 1.250368256e-05	      9252.34958	     9252.336662	 1.396142039e-06
  180	     188.4816754	             189	    0.1159551353	    0.1159536772	 1.257469709e-05	     9252.473766	     9252.460869	 1.393895101e-06
  181	     189.5287958	             190	    0.1108244819	    0.1108230805	 1.264571161e-05	     9252.592499	      9252.57958	 1.396228696e-06
  182	     190.5759162	             191	     0.105920844	     0.105919497	 1.271672615e-05	     9252.705939	     9252.693039	  1.39417799e-06
  183	     191.6230366	             192	    0.1012341767	    0.1012328821	 1.278774069e-05	     9252.814397	     9252.801477	 1.396311255e-06
  184	     192.6701571	             193	   0.09675487984	    0.0967536357	 1.285875523e-05	      9252.91802	     9252.905117	 1.394439642e-06
  185	     193.7172775	             194	   0.09247377791	   0.09247258226	 1.292976978e-05	     9253.017092	     9253.004172	 1.396389778e-06
  186	     194.7643979	             195	   0.08838210141	   0.08838095238	 1.300078433e-05	     9253.111748	     9253.098843	 1.394681615e-06
  187	     195.8115183	             196	   0.08447146884	   0.08447036466	 1.307179889e-05	     9253.202247	     9253.189326	 1.396464345e-06
  188	     196.8586387	             197	   0.08073386957	   0.08073280851	 1.314281345e-05	     9253.288712	     9253.275805	 1.394905356e-06
  189	     197.9057592	             198	   0.07716164743	   0.07716062784	 1.321382802e-05	      9253.37138	     9253.358457	 1.396535052e-06
  190	     198.9528796	             199	   0.07374748498	   0.07374650527	  1.32848426e-05	     9253.450362	     9253.437453	 1.395112209e-06
  191	             200	             200	   0.07048438858	   0.07048344722	 1.335585718e-05	     9253.525877	     9253.512953	  1.39660201e-06
