    i	               t	     evaluations	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
   32	     35.55555556	              52	       86.037342	     86.03735276	 1.250499788e-07	     7264.423549	     7264.423611	 8.533673886e-09
   33	     36.66666667	              53	     82.00334694	     82.00335756	  1.29513764e-07	     7357.779488	     7357.761625	 2.427678657e-06
   34	     37.77777778	              54	     78.15849204	     78.15850251	 1.339775497e-07	     7446.723261	     7446.723341	  1.07705349e-08
   35	     38.88888889	              55	     74.49390915	     74.49391947	 1.384413352e-07	     7531.530151	     7531.513949	 2.151214193e-06
   36	              40	              56	     71.00114596	     71.00115611	 1.429051206e-07	     7612.328919	     7612.329017	  1.29039052e-08
   37	     41.11111111	              57	     67.67214642	     67.67215639	 1.473689059e-07	     7689.369637	     7689.354944	 1.910714037e-06
   38	     42.22222222	              58	     64.49923221	     64.49924201	 1.518326917e-07	     7762.769276	     7762.769391	 1.493602439e-08
   39	     43.33333333	              59	     61.47508505	     61.47509466	  1.56296477e-07	     7832.755007	     7832.741688	 1.700476257e-06
   40	     44.44444444	              60	     58.59272974	     58.59273916	 1.607602625e-07	     7899.433091	     7899.433224	 1.686940992e-08
   41	     45.55555556	              61	     55.84551816	     55.84552738	 1.652240479e-07	     7963.009895	     7962.997824	 1.515907997e-06
   42	     46.66666667	              62	     53.22711388	     53.22712291	 1.696878331e-07	     8023.581949	     8023.582099	 1.870679176e-08
   43	     47.77777778	              63	     50.73147757	     50.73148641	 1.741516189e-07	     8081.336722	     8081.325786	 1.353268286e-06
   44	     48.88888889	              64	     48.35285307	      48.3528617	  1.78615404e-07	     8136.361904	      8136.36207	 2.045105799e-08
   45	              50	              65	     46.08575409	     46.08576252	 1.830791892e-07	     8188.827796	     8188.817892	 1.209479419e-06
   46	     51.11111111	              66	     43.92495158	     43.92495982	 1.875429743e-07	     8238.814059	     8238.814242	 2.210521616e-08
   47	     52.22222222	              67	     41.86546167	     41.86546971	 1.920067604e-07	       8286.4754	     8286.466434	 1.081986459e-06
   48	     53.33333333	              68	     39.90253416	       39.902542	 1.964705449e-07	     8331.884183	      8331.88438	 2.367235619e-08
   49	     54.44444444	              69	     38.03164157	     38.03164921	 2.009343306e-07	     8375.180947	     8375.172834	 9.686511287e-07
   50	     55.55555556	              70	     36.24846869	     36.24847614	 2.053981157e-07	      8416.43143	     8416.431642	 2.515562396e-08
   51	     56.66666667	              71	     34.54890267	     34.54890992	 2.098619008e-07	     8455.763303	     8455.755967	 8.676706327e-07
   52	     57.77777778	              72	     32.92902344	      32.9290305	 2.143256857e-07	     8493.236283	     8493.236509	 2.655819598e-08
   53	     58.88888889	              73	     31.38509479	     31.38510165	 2.187894712e-07	     8528.966349	     8528.959718	 7.775148326e-07
   54	              60	              74	     29.91355563	     29.91356231	 2.232532566e-07	     8563.007749	     8563.007988	 2.788326001e-08
   55	     61.11111111	              75	     28.51101189	     28.51101838	 2.277170413e-07	     8595.465842	     8595.459852	  6.96877095e-07
   56	     62.22222222	              76	      27.1742286	     27.17423491	 2.321808265e-07	     8626.389909	     8626.390161	 2.913399666e-08
   57	     63.33333333	              77	     25.90012248	     25.90012861	 2.366446112e-07	      8655.87566	     8655.870253	 6.246354583e-07
   58	     64.44444444	              78	     24.68575482	     24.68576077	 2.411083966e-07	     8683.967862	     8683.968126	 3.031356423e-08
   59	     65.55555556	              79	     23.52832467	     23.52833045	 2.455721819e-07	     8710.753462	     8710.748586	 5.598216654e-07
   60	     66.66666667	              80	     22.42516245	     22.42516806	 2.500359665e-07	     8736.273127	     8736.273402	 3.142508595e-08
   61	     67.77777778	              81	     21.37372371	     21.37372915	 2.544997515e-07	     8760.605842	     8760.601448	 5.015962578e-07
   62	     68.88888889	              82	     20.37158331	     20.37158859	 2.589635366e-07	      8783.78855	     8783.788835	 3.247163873e-08
   63	              70	              83	     19.41642984	     19.41643495	 2.634273217e-07	     8805.893002	     8805.889046	 4.492283856e-07
   64	     71.11111111	              84	     18.50606022	     18.50606518	  2.67891107e-07	     8826.952758	     8826.953054	 3.345624316e-08
   65	     72.22222222	              85	      17.6383747	     17.63837951	 2.723548912e-07	        8847.033	     8847.029443	 4.020793156e-07
   66	     73.33333333	              86	     16.81137198	     16.81137663	 2.768186757e-07	     8866.164214	     8866.164519	  3.43818556e-08
   67	     74.44444444	              87	     16.02314456	     16.02314907	 2.812824611e-07	     8884.405612	     8884.402418	 3.595888669e-07
   68	     75.55555556	              88	     15.27187442	     15.27187879	 2.857462462e-07	      8901.78489	     8901.785204	 3.525136029e-08
   69	     76.66666667	              89	     14.55582875	     14.55583298	 2.902100302e-07	     8918.355836	     8918.352971	 3.212641797e-07
   70	     77.77777778	              90	     13.87335601	     13.87336009	 2.946738155e-07	     8934.143611	     8934.143933	 3.606756509e-08
   71	     78.88888889	              91	     13.22288206	     13.22288601	 2.991376005e-07	     8949.197076	     8949.194511	 2.866703611e-07
   72	              80	              92	     12.60290659	     12.60291042	  3.03601385e-07	     8963.539089	     8963.539419	 3.683319562e-08
   73	     81.11111111	              93	     12.01199965	     12.01200335	 3.080651701e-07	     8977.214037	     8977.211744	 2.554226442e-07
   74	     82.22222222	              94	      11.4487983	     11.44880188	 3.125289541e-07	     8990.242683	      8990.24302	 3.755089111e-08
   75	     83.33333333	              95	     10.91200352	     10.91200698	 3.169927386e-07	      9002.66535	     9002.663305	 2.271797824e-07
   76	     84.44444444	              96	     10.40037721	     10.40038055	  3.21456524e-07	     9014.500901	     9014.501246	 3.822320228e-08
   77	     85.55555556	              97	     9.912739288	     9.912742519	 3.259203086e-07	     9025.785966	     9025.784146	 2.016384559e-07
   78	     86.66666667	              98	     9.447965036	     9.447968157	 3.303840931e-07	     9036.537679	      9036.53803	 3.885258882e-08
   79	     87.77777778	              99	     9.004982449	     9.004985465	 3.348478774e-07	     9046.789316	     9046.787701	 1.785285101e-07
   80	     88.88888889	             100	     8.582769793	     8.582772705	 3.393116624e-07	     9056.556443	       9056.5568	 3.944141796e-08
   81	              90	             101	     8.180353236	     8.180356048	 3.437754474e-07	     9065.869289	      9065.86786	 1.576088845e-07
   82	     91.11111111	             102	     7.796804607	     7.796807322	 3.482392317e-07	     9074.741994	     9074.742357	 3.999196399e-08
   83	     92.22222222	             103	     7.431239254	     7.431241875	  3.52703016e-07	     9083.202018	     9083.200759	 1.386641164e-07
   84	     93.33333333	             104	     7.082814004	     7.082816533	 3.571668006e-07	     9091.262207	     9091.262576	  4.05064073e-08
   85	     94.44444444	             105	     6.750725215	     6.750727656	 3.616305848e-07	     9098.947507	     9098.946401	 1.215013272e-07
   86	     95.55555556	             106	     6.434206927	     6.434209283	 3.660943699e-07	     9106.269586	     9106.269959	  4.09868356e-08
   87	     96.66666667	             107	     6.132529093	     6.132531366	 3.705581534e-07	     9113.251106	      9113.25014	 1.059476134e-07
   88	     97.77777778	             108	     5.844995895	     5.844998087	 3.750219384e-07	     9119.902667	     9119.903045	  4.14352438e-08
   89	     98.88888889	             109	      5.57094414	     5.570946255	  3.79485723e-07	     9126.244856	     9126.244018	 9.184777899e-08
   90	             100	             110	      5.30974173	     5.309743768	 3.839495071e-07	     9132.287302	     9132.287684	 4.185353565e-08
   91	     101.1111111	             111	     5.060786202	     5.060788167	  3.88413292e-07	     9138.048706	     9138.047984	 7.906236017e-08
   92	     102.2222222	             112	     4.823503342	     4.823505237	 3.928770754e-07	     9143.537817	     9143.538203	 4.224352512e-08
   93	     103.3333333	             113	      4.59734586	     4.597347686	 3.973408595e-07	     9148.771622	     9148.771004	 6.746589795e-08
   94	     104.4444444	             114	     4.381792124	     4.381793885	 4.018046456e-07	     9153.758068	     9153.758458	 4.260693788e-08
   95	     105.5555556	             115	     4.176344961	     4.176346658	 4.062684285e-07	     9158.512589	     9158.512067	 5.694542233e-08
   96	     106.6666667	             116	      3.98053051	     3.980532145	 4.107322129e-07	     9163.042402	     9163.042796	 4.294541446e-08
   97	     107.7777778	             117	     3.793897124	     3.793898699	 4.151959968e-07	     9167.361529	     9167.361094	 4.739911984e-08
   98	     108.8888889	             118	     3.616014336	     3.616015854	 4.196597819e-07	     9171.476526	     9171.476922	 4.326051058e-08
   99	             110	             119	     3.446471861	     3.446473322	 4.241235659e-07	     9175.400129	     9175.399774	 3.873515767e-08
  100	     111.1111111	             120	     3.284878648	     3.284880056	 4.285873499e-07	     9179.138296	     9179.138696	 4.355370216e-08
  101	     112.2222222	             121	     3.130861986	     3.130863342	 4.330511347e-07	     9182.702597	     9182.702313	 3.087064522e-08
  102	     113.3333333	             122	     2.984066636	     2.984067941	 4.375149179e-07	     9186.098442	     9186.098844	 4.382638465e-08
  103	     114.4444444	             123	     2.844154014	     2.844155271	  4.41978703e-07	     9189.336342	     9189.336124	  2.37307137e-08
  104	     115.5555556	             124	     2.710801414	     2.710802624	 4.464424858e-07	     9192.421214	     9192.421619	 4.407987929e-08
  105	     116.6666667	             125	     2.583701259	     2.583702424	 4.509062707e-07	     9195.362604	     9195.362446	 1.724769893e-08
  106	     117.7777778	             126	     2.462560393	     2.462561514	 4.553700545e-07	     9198.164979	     9198.165387	 4.431543285e-08
  107	     118.8888889	             127	     2.347099406	     2.347100485	 4.598338385e-07	     9200.837012	     9200.836908	 1.136041451e-08
  108	             120	             128	     2.237051987	     2.237053025	 4.642976233e-07	     9203.382761	     9203.383171	 4.453422227e-08
  109	     121.1111111	             129	     2.132164313	     2.132165312	 4.687614071e-07	     9205.810103	     9205.810048	 6.013503287e-09
  110	     122.2222222	             130	     2.032194461	     2.032195423	 4.732251908e-07	     9208.122725	     9208.123137	 4.473735663e-08
  111	     123.3333333	             131	     1.936911852	     1.936912778	 4.776889739e-07	     9210.327784	     9210.327773	 1.156860777e-09
  112	     124.4444444	             132	     1.846096717	     1.846097607	 4.821527585e-07	     9212.428628	     9212.429042	 4.492588059e-08
  113	     125.5555556	             133	     1.759539591	     1.759540448	 4.866165423e-07	      9214.43176	      9214.43179	 3.254884193e-09
  114	     126.6666667	             134	     1.677040831	     1.677041655	 4.910803259e-07	     9216.340219	     9216.340635	 4.510077687e-08
  115	     127.7777778	             135	     1.598410155	     1.598410947	 4.955441107e-07	     9218.159914	     9218.159981	 7.262829876e-09
  116	     128.8888889	             136	       1.5234662	     1.523466962	 5.000078943e-07	     9219.893607	     9219.894025	 4.526296922e-08
  117	             130	             137	     1.452036109	     1.452036842	  5.04471678e-07	     9221.546664	     9221.546765	 1.090421857e-08
  118	     131.1111111	             138	      1.38395513	     1.383955835	 5.089354625e-07	     9223.121595	     9223.122014	 4.541332507e-08
  119	     132.2222222	             139	     1.319066234	     1.319066911	 5.133992461e-07	     9224.623273	     9224.623404	  1.42128078e-08
  120	     133.3333333	             140	     1.257219755	     1.257220406	 5.178630288e-07	      9226.05398	       9226.0544	 4.555265819e-08
  121	     134.4444444	             141	     1.198273044	      1.19827367	 5.223268124e-07	     9227.418142	     9227.418301	 1.721920528e-08
  122	     135.5555556	             142	     1.142090143	     1.142090744	  5.26790597e-07	     9228.717832	     9228.718254	 4.568173204e-08
  123	     136.6666667	             143	     1.088541464	     1.088542042	 5.312543796e-07	     9229.957072	     9229.957256	    1.995117e-08
  124	     137.7777778	             144	     1.037503498	     1.037504054	 5.357181641e-07	     9231.137743	     9231.138166	 4.580126212e-08
  125	     138.8888889	             145	    0.9888585275	    0.9888590617	 5.401819485e-07	       9232.2635	     9232.263707	 2.243388352e-08
  126	             140	             146	    0.9424943521	    0.9424948655	 5.446457322e-07	     9233.336051	     9233.336475	 4.591191711e-08
  127	     141.1111111	             147	    0.8983040334	    0.8983045267	 5.491095155e-07	     9234.358717	     9234.358945	 2.469019368e-08
  128	     142.2222222	             148	    0.8561856468	    0.8561861208	    5.535733e-07	      9235.33305	     9235.333475	 4.601432381e-08
  129	     143.3333333	             149	    0.8160420465	    0.8160425019	 5.580370824e-07	     9236.262065	     9236.262312	 2.674083536e-08
  130	     144.4444444	             150	    0.7777806415	     0.777781079	 5.625008659e-07	     9237.147174	       9237.1476	 4.610906782e-08
  131	     145.5555556	             151	    0.7413131823	    0.7413136026	 5.669646492e-07	     9237.991115	     9237.991379	 2.860462805e-08
  132	     146.6666667	             152	    0.7065555567	    0.7065559605	 5.714284325e-07	      9238.79517	     9238.795597	 4.619669555e-08
  133	     147.7777778	             153	    0.6734275967	    0.6734279845	  5.75892217e-07	     9239.561827	     9239.562107	 3.029865765e-08
  134	     148.8888889	             154	    0.6418528928	    0.6418532653	 5.803560004e-07	     9240.292251	     9240.292678	 4.627771828e-08
  135	             150	             155	    0.6117586182	    0.6117589759	 5.848197844e-07	     9240.988702	     9240.988996	 3.183843618e-08
  136	     151.1111111	             156	    0.5830753606	    0.5830757042	 5.892835678e-07	     9241.652237	     9241.652665	  4.63526122e-08
  137	     152.2222222	             157	    0.5557369623	    0.5557372922	 5.937473511e-07	     9242.284911	     9242.285218	 3.323804958e-08
  138	     153.3333333	             158	    0.5296803674	    0.5296806843	 5.982111333e-07	     9242.887683	     9242.888112	 4.642182213e-08
  139	     154.4444444	             159	    0.5048454767	     0.504845781	 6.026749176e-07	     9243.462419	     9243.462738	 3.451029083e-08
  140	     155.5555556	             160	    0.4811750086	    0.4811753008	 6.071387008e-07	     9244.009993	     9244.010423	 4.648576195e-08
  141	     156.6666667	             161	    0.4586143673	    0.4586146478	 6.116024831e-07	     9244.532098	     9244.532428	 3.566677928e-08
  142	     157.7777778	             162	     0.437111517	    0.4371117863	 6.160662681e-07	     9245.029528	     9245.029958	 4.654481762e-08
  143	     158.8888889	             163	    0.4166168613	    0.4166171198	 6.205300511e-07	     9245.503821	     9245.504161	 3.671806856e-08
  144	             160	             164	    0.3970831295	    0.3970833777	 6.249938347e-07	     9245.955699	      9245.95613	 4.659934838e-08
  145	     161.1111111	             165	    0.3784652672	    0.3784655055	 6.294576185e-07	     9246.386559	     9246.386907	 3.767374694e-08
  146	     162.2222222	             166	    0.3607203325	    0.3607205612	 6.339214017e-07	     9246.797056	     9246.797487	 4.664968808e-08
  147	     163.3333333	             167	    0.3438073967	    0.3438076162	  6.38385184e-07	      9247.18846	     9247.188817	 3.854252559e-08
  148	     164.4444444	             168	    0.3276874503	     0.327687661	 6.428489669e-07	     9247.561366	     9247.561798	 4.669614798e-08
  149	     165.5555556	             169	    0.3123233128	     0.312323515	 6.473127508e-07	     9247.916928	     9247.917292	 3.933231853e-08
  150	     166.6666667	             170	    0.2976795468	    0.2976797409	 6.517765327e-07	     9248.255685	     9248.256117	 4.673901692e-08
  151	     167.7777778	             171	    0.2837223767	    0.2837225629	 6.562403168e-07	     9248.578686	     9248.579056	 4.005031719e-08
  152	     168.8888889	             172	    0.2704196102	    0.2704197889	 6.607041009e-07	     9248.886421	     9248.886854	  4.67785634e-08
  153	             170	             173	    0.2577405648	    0.2577407362	 6.651678836e-07	     9249.179844	      9249.18022	 4.070305688e-08
  154	     171.1111111	             174	    0.2456559961	    0.2456561606	 6.696316667e-07	     9249.459398	     9249.459831	 4.681503653e-08
  155	     172.2222222	             175	    0.2341380313	    0.2341381892	 6.740954506e-07	     9249.725951	     9249.726333	 4.129647515e-08
  156	     173.3333333	             176	    0.2231601043	    0.2231602557	 6.785592325e-07	     9249.979905	     9249.980338	  4.68486684e-08
  157	     174.4444444	             177	    0.2126968945	    0.2126970398	 6.830230154e-07	     9250.222048	     9250.222435	 4.183596971e-08
  158	     175.5555556	             178	    0.2027242687	     0.202724408	 6.874867982e-07	     9250.452747	      9250.45318	 4.687967343e-08
  159	     176.6666667	             179	    0.1932192249	    0.1932193586	 6.919505812e-07	     9250.672715	     9250.673107	 4.232644481e-08
  160	     177.7777778	             180	      0.18415984	    0.1841599683	  6.96414365e-07	     9250.882288	     9250.882722	 4.690825081e-08
  161	     178.8888889	             181	    0.1755252185	    0.1755253415	 7.008781479e-07	     9251.082113	     9251.082508	  4.27723584e-08
  162	             180	             182	    0.1672954447	    0.1672955627	 7.053419317e-07	     9251.272494	     9251.272928	 4.693458562e-08
  163	     181.1111111	             183	    0.1594515366	    0.1594516498	 7.098057145e-07	      9251.45402	     9251.454419	 4.317776229e-08
  164	     182.2222222	             184	    0.1519754025	     0.151975511	 7.142694969e-07	     9251.626967	     9251.627401	 4.695884897e-08
  165	     183.3333333	             185	    0.1448497986	    0.1448499027	 7.187332788e-07	      9251.79187	     9251.792272	 4.354633893e-08
  166	     184.4444444	             186	    0.1380582897	    0.1380583895	 7.231970627e-07	     9251.948979	     9251.949414	 4.698119934e-08
  167	     185.5555556	             187	    0.1315852113	     0.131585307	 7.276608443e-07	     9252.098781	     9252.099187	 4.388143627e-08
  168	     186.6666667	             188	    0.1254156333	    0.1254157251	 7.321246278e-07	     9252.241503	     9252.241938	 4.700178425e-08
  169	     187.7777778	             189	    0.1195353256	    0.1195354136	 7.365884097e-07	     9252.377587	     9252.377996	 4.418609688e-08
  170	     188.8888889	             190	    0.1139307253	    0.1139308097	 7.410521932e-07	     9252.507239	     9252.507674	 4.702073918e-08
  171	             190	             191	    0.1085889054	    0.1085889864	 7.455159767e-07	     9252.630861	     9252.631272	 4.446308685e-08
  172	     191.1111111	             192	    0.1034975451	    0.1034976227	 7.499797602e-07	      9252.74864	     9252.749076	 4.703819035e-08
  173	     192.2222222	             193	   0.09864490117	    0.0986449756	  7.54443542e-07	     9252.860942	     9252.861356	 4.471492047e-08
  174	     193.3333333	             194	   0.09401978103	   0.09401985238	 7.589073238e-07	     9252.967936	     9252.968371	 4.705425388e-08
  175	     194.4444444	             195	   0.08961151685	   0.08961158526	 7.633711071e-07	     9253.069953	     9253.070369	 4.494388276e-08
  176	     195.5555556	             196	   0.08540994103	   0.08541000661	 7.678348905e-07	     9253.167149	     9253.167584	 4.706903822e-08
  177	     196.6666667	             197	   0.08140536264	   0.08140542551	 7.722986722e-07	     9253.259824	     9253.260242	 4.515205272e-08
  178	     197.7777778	             198	   0.07758854516	   0.07758860543	 7.767624555e-07	     9253.348119	     9253.348555	  4.70826429e-08
  179	     198.8888889	             199	   0.07395068513	    0.0739507429	 7.812262389e-07	     9253.432308	     9253.432727	 4.534131794e-08
  180	             200	             200	   0.07048339184	   0.07048344722	 7.856900203e-07	     9253.512517	     9253.512953	 4.709515942e-08
