    i	               t	     evaluations	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
    0	               0	               0	             400	             400	               0	               0	               0	             nan
    1	               2	               3	      366.854369	     366.8768113	 6.117131004e-05	      766.854369	     766.3996847	 0.0005932730325
    2	               4	               5	     336.4526391	     336.4964867	 0.0001303063696	     1469.246743	     1469.335366	  6.03148163e-05
    3	               6	               7	     308.5703372	     308.6318952	 0.0001994543414	      2114.26972	     2114.062369	 9.808143086e-05
    4	               8	               9	     282.9986808	      283.074714	 0.0002685975704	     2705.068523	     2705.400837	 0.0001228338561
    5	              10	              11	     259.5461833	     259.6338711	 0.0003377360178	     3247.613387	     3247.771766	 4.876559343e-05
    6	              12	              13	     238.0372273	     238.1341168	 0.0004068696838	      3744.54895	     3745.230058	 0.0001818602108
    7	              14	              15	     218.3107485	     218.4147136	 0.0004759985687	     4200.896926	     4201.494839	 0.0001423095091
    8	              16	              17	     200.2190307	     200.3282342	 0.0005451226728	     4618.881785	     4619.977258	 0.0002371165056
    9	              18	              19	      183.626599	     183.7394595	 0.0006142419965	     5002.727415	     5003.805997	 0.0002155523207
   10	              20	              21	     168.4092053	     168.5243675	 0.0006833565402	     5354.304873	     5355.850656	 0.0002886158304
   11	              22	              23	     154.4528983	     154.5692065	  0.000752466304	     5677.166976	     5678.743211	 0.0002775675757
   12	              24	              25	     141.6531701	      141.769644	 0.0008215712885	     5972.887519	     5974.897689	 0.0003364359727
   13	              26	              27	     129.9141733	     130.0299873	 0.0008906714938	     6244.454862	     6246.528215	  0.000331920892
   14	              28	              29	     119.1480036	     119.2624678	 0.0009597669204	     6493.192763	     6495.665568	 0.0003806854215
   15	              30	              31	     109.2740415	     109.3865848	  0.001028857569	     6721.614808	     6724.172363	 0.0003803522864
   16	              32	              33	     100.2183485	     100.3285035	  0.001097943439	     6930.834442	     6933.756973	 0.0004214931124
   17	              34	              35	     91.91311348	     92.02050366	  0.001167024531	     7122.965904	     7125.986307	  0.000423857469
   18	              36	              37	     84.29614491	      84.4004724	  0.001236100846	      7298.94574	     7302.297519	 0.0004590033169
   19	              38	              39	      77.3104052	     77.41144048	  0.001305172383	     7460.552291	     7464.008758	 0.0004630845687
   20	              40	              41	     70.90358354	     71.00115611	  0.001374239144	     7608.573307	     7612.329017	 0.0004933720216
   21	              42	              43	     65.02770417	     65.12169438	  0.001443301129	     7744.504594	     7748.367176	 0.0004985026523
   22	              44	              45	     59.63876716	     59.72909896	  0.001512358337	     7869.008752	     7873.140291	 0.0005247638604
   23	              46	              47	     54.69641891	     54.78305342	   0.00158141077	     7983.343938	     7987.581198	  0.000530480986
   24	              48	              49	        50.16365	     50.24657989	  0.001650458427	      8088.06748	     8092.545485	 0.0005533493352
   25	              50	              51	     46.00651799	     46.08576252	  0.001719501309	     8184.237648	     8188.817892	 0.0005593290991
   26	              52	              53	     42.19389335	     42.26949401	  0.001788539416	     8272.323224	     8277.118177	 0.0005793022577
   27	              54	              55	     38.69722625	     38.76924294	  0.001857572749	     8353.214343	     8358.106494	 0.0005853180797
   28	              56	              57	     35.49033286	     35.55884057	  0.001926601307	     8427.305311	     8432.388333	 0.0006027974142
   29	              58	              59	     32.54919922	     32.61428511	  0.001995625092	     8495.344843	     8500.519043	 0.0006086922786
   30	              60	              61	     29.85180145	     29.91356231	  0.002064644104	     8557.664599	     8563.007988	 0.0006240084665
   31	              62	              63	     27.37794081	     27.43648089	  0.002133658342	     8614.894341	      8620.32235	 0.0006296758762
   32	              64	              65	     25.10909248	     25.16452156	  0.002202667807	     8667.313037	     8672.890626	 0.0006431061077
   33	              66	              67	     23.02826678	     23.08069857	    0.0022716725	     8715.450396	     8721.105829	 0.0006484766103
   34	              68	              69	     21.11988203	     21.16943274	  0.002340672421	     8759.541064	     8765.328429	 0.0006602564826
   35	              70	              71	      19.3696478	     19.41643495	  0.002409667569	     8800.030594	     8805.889046	 0.0006652879112
   36	              72	              73	     17.76445793	     17.80859935	  0.002478657947	     8837.116352	      8843.09092	 0.0006756198756
   37	              74	              75	      16.2922924	     16.33390536	  0.002547643553	     8871.173102	     8877.212182	 0.0006802901482
   38	              76	              77	     14.94212728	     14.98132779	  0.002616624388	     8902.366855	     8908.507932	  0.000689349661
   39	              78	              79	     13.70385225	     13.74075442	  0.002685600453	     8931.012835	     8937.212144	 0.0006936513906
   40	              80	              81	      12.5681948	     12.60291042	  0.002754571748	     8957.250676	     8963.539419	  0.000701591503
   41	              82	              83	     11.52665088	     11.55928897	  0.002823538272	     8981.345521	     8987.686585	  0.000705527923
   42	              84	              85	     10.57142116	      10.6020877	  0.002892500028	     9003.414822	     9009.834174	 0.0007124827883
   43	              86	              87	     9.695352667	      9.72415032	  0.002961457014	     9023.681596	     9030.147766	 0.0007160646525
   44	              88	              89	     8.891885199	     8.918913156	  0.003030409231	     9042.244633	      9048.77923	 0.0007221522682
   45	              90	              91	     8.155002207	     8.180356048	   0.00309935668	     9059.291521	      9065.86786	 0.0007253954854
   46	              92	              93	     7.479185741	     7.502957356	   0.00316829936	     9074.905353	     9081.541416	 0.0007307198871
   47	              94	              95	     6.859375133	     6.881652676	  0.003237237273	     9089.243914	     9095.917077	 0.0007336437182
   48	              96	              97	       6.2909291	     6.311796976	  0.003306170418	     9102.377097	     9109.102318	   0.00073829677
