    i	               t	     evaluations	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
    0	               0	               0	             400	             400	               0	               0	               0	             nan
    1	      2.02020202	               3	     366.5556734	     366.5566254	 2.596894486e-06	       774.29866	     773.8081028	 0.0006339520533
    2	      4.04040404	               7	     335.9094437	      335.909399	 1.330169752e-07	     1482.917264	      1482.91932	 1.386208104e-06
    3	     6.060606061	               9	     307.8256616	     307.8245393	 3.645932269e-06	     2133.154744	     2132.742857	 0.0001931257529
    4	     8.080808081	              11	     282.0898265	     282.0878108	 7.145517068e-06	      2728.23842	     2728.235664	 1.010378688e-06
    5	      10.1010101	              13	     258.5056414	       258.50289	 1.064383878e-05	     3274.294448	     3273.940248	 0.0001081878198
    6	     12.12121212	              15	     236.8932176	     236.8898675	 1.414220249e-05	     3774.033444	     3774.019325	 3.740991291e-06
    7	     14.14141414	              17	     217.0877055	      217.083876	 1.764058048e-05	     4232.600033	     4232.287572	 7.382774784e-05
    8	     16.16161616	              19	     198.9380378	     198.9338325	 2.113897063e-05	     4652.270533	     4652.240728	 6.406543684e-06
    9	     18.18181818	              21	     182.3057772	     182.3012858	 2.463737303e-05	     5037.365295	     5037.082257	 5.619097964e-05
   10	      20.2020202	              23	     167.0640606	     167.0593603	 2.813578766e-05	     5389.795925	     5389.747787	 8.931370049e-06
   11	     22.22222222	              25	     153.0966313	     153.0917884	 3.163421454e-05	     5713.190563	     5712.927504	 4.604636375e-05
   12	     24.24242424	              27	     140.2969521	     140.2920233	 3.513265365e-05	     6009.154536	     6009.086669	 1.129403866e-05
   13	     26.26262626	              29	     128.5673931	     128.5624265	   3.8631105e-05	     6280.734683	      6280.48443	 3.984605897e-05
   14	     28.28282828	              31	     117.8184865	     117.8135231	 4.212956858e-05	     6529.279123	     6529.191049	   1.3489249e-05
   15	      30.3030303	              33	     107.9682447	     107.9633186	 4.562804441e-05	     6757.346528	     6757.103696	 3.593732899e-05
   16	     32.32323232	              35	     98.94153472	      98.9366743	 4.912653248e-05	     6966.069022	     6965.960922	 1.551821257e-05
