    i	               t	     evaluations	         y_aprox	         y_exact	     exact_error	        Sy_aprox	        Sy_exact	         S_error
    0	               0	               0	             400	             400	               0	               0	               0	             nan
    1	     2.173913043	               6	     364.1295616	     364.1295619	 6.722936202e-10	     830.5756104	      829.965157	 0.0007355169005
    2	     4.347826087	              12	     331.4758441	     331.4758445	 1.344587155e-09	     1585.502964	      1585.50228	 4.318100492e-07
    3	      6.52173913	              18	     301.7503845	     301.7503851	 2.016880293e-09	     2273.792343	     2273.285783	 0.0002228316848
    4	     8.695652174	              25	     274.6905924	     274.6905888	 1.322218483e-08	     2899.392801	     2899.391547	  4.32293094e-07
    5	     10.86956522	              27	     250.0574187	     250.0574093	 3.755592938e-08	     3469.771074	     3469.350591	 0.0001211991189
    6	     13.04347826	              29	     227.6332513	     227.6332373	 6.179467811e-08	     3988.199698	     3988.197934	 4.423800669e-07
    7	      15.2173913	              31	     207.2199952	     207.2199774	  8.61324829e-08	     4460.866271	     4460.517073	 7.828640583e-05
    8	     17.39130435	              33	     188.6373198	     188.6372989	 1.104639781e-07	     4890.482707	     4890.480475	 4.563005254e-07
    9	     19.56521739	              35	     171.7210657	     171.7210425	  1.34780359e-07	     5282.176604	     5281.886439	 5.493589565e-05
   10	     21.73913043	              37	     156.3217948	     156.3217699	 1.590974422e-07	     5638.195299	     5638.192644	 4.709120751e-07
   11	     23.91304348	              39	     142.3034701	      142.303444	 1.834142321e-07	     5962.787978	       5962.5467	 4.046567717e-05
   12	     26.08695652	              41	     129.5422537	     129.5422268	 2.077310048e-07	     6257.816987	      6257.81395	 4.851903214e-07
   13	     28.26086957	              43	      117.925413	     117.9253857	 2.320478044e-07	     6526.803581	     6526.602787	 3.076547618e-05
   14	     30.43478261	              45	     107.3503251	     107.3502976	  2.56364602e-07	     6771.291067	      6771.28769	 4.987305065e-07
   15	     32.60869565	              47	     97.72356946	     97.72354203	 2.806814009e-07	     6994.197474	     6994.030206	 2.391578643e-05
   16	      34.7826087	              49	     88.96010349	     88.96007636	 3.049982002e-07	     7196.801724	     7196.798044	 5.113625969e-07
   17	     36.95652174	              51	     80.98251073	     80.98248407	 3.293150002e-07	     7381.521957	     7381.382453	 1.889939532e-05
   18	     39.13043478	              53	     73.72031717	      73.7202911	 3.536318007e-07	     7549.418002	     7549.414053	 5.230232887e-07
   19	     41.30434783	              55	     67.10936861	     67.10934325	 3.779486017e-07	     7702.493747	     7702.377236	 1.512669101e-05
   20	     43.47826087	              57	     61.09126396	     61.09123938	 4.022654041e-07	     7841.627462	     7841.623277	 5.337040526e-07
   21	     45.65217391	              59	      55.6128393	     55.61281557	  4.26582206e-07	     7968.479749	     7968.382278	 1.223222337e-05
   22	     47.82608696	              61	     50.62569825	     50.62567542	  4.50899009e-07	     8083.778418	     8083.774026	 5.434268408e-07
   23	              50	              63	     46.08578442	     46.08576252	 4.752158131e-07	     8188.899595	     8188.817892	 9.977402215e-06
   24	     52.17391304	              65	     41.95299225	     41.95297129	 4.995326172e-07	      8284.44641	     8284.441835	 5.522313594e-07
   25	     54.34782609	              67	     38.19081264	     38.19079263	 5.238494214e-07	     8371.559241	     8371.490596	 8.199891727e-06
   26	     56.52173913	              69	     34.76601053	     34.76599147	  5.48166227e-07	     8450.737898	     8450.733164	 5.601677465e-07
   27	     58.69565217	              71	     31.64833122	     31.64831311	  5.72483033e-07	       8522.9274	     8522.869568	 6.785485027e-06
   28	     60.86956522	              73	     28.81023316	     28.81021596	 5.967998396e-07	     8588.541933	     8588.537061	 5.672920136e-07
   29	     63.04347826	              75	     26.22664458	     26.22662829	 6.211166465e-07	     8648.364626	     8648.315749	 5.651604327e-06
   30	      65.2173913	              77	     23.87474208	     23.87472667	 6.454334547e-07	     8702.738711	     8702.733719	 5.736630335e-07
   31	     67.39130435	              79	     21.73374896	      21.7337344	 6.697502622e-07	     8752.313158	     8752.271697	 4.737175163e-06
   32	     69.56521739	              81	      19.7847517	     19.78473796	 6.940670714e-07	     8797.372399	     8797.367302	  5.79340459e-07
   33	     71.73913043	              83	     18.01053285	     18.01051992	 7.183838815e-07	      8838.45423	      8838.41891	 3.996170049e-06
   34	     73.91304348	              85	     16.39541899	     16.39540681	 7.427006908e-07	     8875.794357	      8875.78917	 5.843832522e-07
   35	     76.08695652	              87	      14.9251422	     14.92513075	 7.670175017e-07	     8909.838445	     8909.808211	 3.393353858e-06
   36	     78.26086957	              89	     13.58671405	      13.5867033	 7.913343129e-07	     8940.781822	     8940.776557	 5.888486344e-07
   37	     80.43478261	              91	     12.36831089	      12.3683008	 8.156511241e-07	     8968.993806	     8968.967783	 2.901398331e-06
   38	     82.60869565	              93	     11.25916933	     11.25915988	 8.399679369e-07	     8994.636262	      8994.63093	 5.927913468e-07
   39	      84.7826087	              95	     10.24949124	     10.24948238	 8.642847503e-07	     9018.015241	     9017.992706	 2.498874989e-06
   40	     86.95652174	              97	     9.330357114	     9.330348823	 8.886015642e-07	     9039.264879	     9039.259489	 5.962631479e-07
   41	     89.13043478	              99	     8.493647326	     8.493639572	 9.129183779e-07	     9058.638797	      9058.61915	  2.16882742e-06
   42	     91.30434783	             101	     7.731970387	      7.73196314	 9.372351925e-07	     9076.248152	     9076.242713	 5.993124928e-07
   43	     93.47826087	             103	     7.038597644	     7.038590876	 9.615520085e-07	     9092.303117	     9092.285863	 1.897735324e-06
   44	     95.65217391	             105	     6.407403846	     6.407397529	  9.85868824e-07	     9106.895808	     9106.890326	 6.019843548e-07
   45	     97.82608696	             107	      5.83281303	     5.832807138	 1.010185641e-06	     9120.200391	     9120.185117	 1.674749395e-06
   46	             100	             109	     5.309749261	     5.309743768	 1.034502458e-06	     9132.293203	     9132.287684	 6.043201637e-07
   47	      102.173913	             111	     4.833591798	      4.83358668	 1.058819276e-06	     9143.318574	      9143.30494	 1.491117333e-06
   48	     104.3478261	             113	     4.400134266	       4.4001295	 1.083136094e-06	     9153.339761	     9153.334211	 6.063578275e-07
   49	     106.5217391	             115	     4.005547503	     4.005543067	 1.107452913e-06	     9162.476372	     9162.464097	 1.339747227e-06
   50	     108.6956522	             117	     3.646345732	     3.646341605	 1.131769732e-06	     9170.780827	     9170.775249	 6.081318236e-07
   51	     110.8695652	             119	     3.319355765	     3.319351928	 1.156086553e-06	     9178.352241	     9178.341091	 1.214871346e-06
   52	     113.0434783	             121	     3.021688974	     3.021685408	 1.180403373e-06	     9185.234057	     9185.228457	  6.09673337e-07
   53	     115.2173913	             123	     2.750715773	     2.750712459	 1.204720194e-06	      9191.50841	     9191.498191	 1.111784496e-06
   54	     117.3913043	             125	     2.504042384	     2.504039306	 1.229037016e-06	     9197.211299	      9197.20568	 6.110104365e-07
   55	     119.5652174	             127	     2.279489695	     2.279486838	 1.253353839e-06	     9202.410791	     9202.401343	 1.026638466e-06
   56	     121.7391304	             129	     2.075074011	     2.075071359	 1.277670662e-06	     9207.136716	      9207.13108	 6.121682688e-07
   57	     123.9130435	             131	     1.888989522	     1.888987062	 1.301987485e-06	     9211.445481	     9211.436672	 9.562792654e-07
   58	     126.0869565	             133	     1.719592359	     1.719590078	  1.32630431e-06	     9215.361806	     9215.356156	 6.131692704e-07
   59	     128.2608696	             135	     1.565386069	     1.565383954	 1.350621134e-06	     9218.932435	     9218.924155	 8.981173232e-07
   60	     130.4347826	             137	     1.425008393	     1.425006434	 1.374937961e-06	     9222.177853	     9222.172191	 6.140333815e-07
   61	     132.6086957	             139	     1.297219236	     1.297217421	 1.399254786e-06	     9225.136796	     9225.128955	 8.500233722e-07
   62	     134.7826087	             141	     1.180889709	     1.180888028	 1.423571612e-06	     9227.826241	     9227.820568	 6.147782631e-07
   63	     136.9565217	             143	     1.074992157	       1.0749906	 1.447888441e-06	     9230.278286	     9230.270808	 8.102444976e-07
   64	     139.1304348	             145	    0.9785910814	    0.9785896407	 1.472205268e-06	     9232.507001	      9232.50132	 6.154195044e-07
   65	     141.3043478	             147	    0.8908348759	    0.8908335428	 1.496522097e-06	     9234.538986	     9234.531808	 7.773361619e-07
   66	     143.4782609	             149	    0.8109483023	     0.810947069	 1.520838926e-06	     9236.385899	      9236.38021	 6.159708266e-07
   67	     145.6521739	             151	     0.738225643	    0.7382245023	 1.545155755e-06	     9238.069784	     9238.062854	 7.501069559e-07
   68	      147.826087	             153	    0.6720244662	    0.6720234115	 1.569472585e-06	     9239.600302	     9239.594606	   6.1644427e-07
   69	             150	             155	    0.6117599509	    0.6117589759	 1.593789416e-06	     9240.995719	     9240.988996	 7.275735614e-07
   70	      152.173913	             157	    0.5568997208	    0.5568988197	 1.618106247e-06	     9242.264044	     9242.258342	 6.168503747e-07
   71	     154.3478261	             159	    0.5069591406	     0.506958308	 1.642423079e-06	     9243.420412	     9243.413859	 7.089239386e-07
   72	     156.5217391	             161	    0.4614970356	    0.4614962664	 1.666739912e-06	     9244.471459	     9244.465753	 6.171983452e-07
   73	     158.6956522	             163	    0.4201117937	    0.4201110832	 1.691056744e-06	      9245.42973	     9245.423318	 6.934871723e-07
   74	     160.8695652	             165	    0.3824378177	    0.3824371617	 1.715373577e-06	     9246.300721	     9246.295012	 6.174962001e-07
   75	     163.0434783	             167	    0.3481422959	    0.3481416903	 1.739690413e-06	      9247.09483	     9247.088536	 6.807087249e-07
   76	     165.2173913	             169	    0.3169222619	    0.3169217029	 1.764007247e-06	     9247.816612	     9247.810899	 6.177509121e-07
   77	     167.3913043	             171	     0.288501918	     0.288501402	 1.788324082e-06	     9248.474682	     9248.468484	 6.701301012e-07
   78	     169.5652174	             173	    0.2626301988	    0.2626297228	  1.81264092e-06	     9249.072815	       9249.0671	 6.179685317e-07
   79	     171.7391304	             175	    0.2390785539	    0.2390781147	 1.836957756e-06	     9249.618151	     9249.612033	 6.613721096e-07
   80	     173.9130435	             177	     0.217638928	    0.2176385229	 1.861274594e-06	     9250.113818	       9250.1081	 6.181542989e-07
   81	     176.0869565	             179	    0.1981219235	      0.19812155	 1.885591432e-06	     9250.565732	     9250.559681	 6.541210751e-07
   82	     178.2608696	             181	    0.1803551274	     0.180354783	 1.909908269e-06	     9250.976485	     9250.970766	 6.183127459e-07
   83	     180.4347826	             183	    0.1641815878	    0.1641812702	 1.934225109e-06	     9251.350982	     9251.344986	  6.48117472e-07
   84	     182.6086957	             185	    0.1494584277	     0.149458135	 1.958541948e-06	     9251.691369	     9251.685648	 6.184477848e-07
   85	     184.7826087	             187	    0.1360555828	     0.136055313	 1.982858789e-06	     9252.001711	      9251.99576	 6.431465413e-07
   86	     186.9565217	             189	    0.1238546524	    0.1238544038	 2.007175631e-06	     9252.283786	     9252.278063	 6.185627883e-07
   87	     189.1304348	             191	    0.1127478535	    0.1127476245	 2.031492471e-06	     9252.540963	      9252.53505	 6.390305467e-07
   88	     191.3043478	             193	    0.1026370688	    0.1026368577	 2.055809313e-06	     9252.774716	     9252.768992	 6.186606598e-07
   89	     193.4782609	             195	   0.09343297946	   0.09343278511	 2.080126157e-06	     9252.987836	     9252.981954	 6.356223775e-07
   90	     195.6521739	             197	   0.08505427675	   0.08505409776	 2.104442999e-06	     9253.181545	     9253.175819	 6.187438954e-07
   91	      197.826087	             199	    0.0774269432	   0.07742677838	 2.128759842e-06	     9253.358155	     9253.352299	 6.328002586e-07
   92	             200	             201	   0.07048359897	   0.07048344722	 2.153076688e-06	     9253.518679	     9253.512953	  6.18814638e-07
